n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,17936,32432,66369,27446,10331.74,104.25,89.51999999999965
52521,3970,60179,63884,59392,51180,64878,75120,25196,52780,11739,8159.5,27.71,27.71000000000003
63582,30694,2620,34965,68180,53433,62170,49686,14906,33863,12735,10307.48,101.31,107.8699999999999
8269,50642,49441,14120,7609,44359,30725,11279,65218,67739,27252,8663.53,29.51,28.719999999999988
18630,8437,70741,4910,64050,25408,19425,59803,58344,37441,73049,3118.21,12.97,13.979999999999997
46752,55852,17691,20748,12794,69705,41128,46796,64832,66010,25906,10127.05,31.08,30.66999999999998
40473,19681,46627,69300,37270,66819,9361,66508,71425,28829,45115,10329.95,68.0,67.04999999999995
31966,1561,38758,44988,28808,34975,4411,55496,33393,49404,39105,10336.08,102.26,102.59000000000006
54646,22970,51939,15238,21781,3359,26451,21060,39327,15267,1732,9289.51,44.8,49.890000000000114
49866,44802,22302,74596,57095,30371,18224,53752,73924,58465,53366,8363.46,31.58,30.790000000000035
54783,10504,9171,37846,12466,4460,11174,13962,68281,69112,47207,10326.05,73.29,71.10000000000001
20140,66181,63994,19468,8254,24861,2220,18401,44668,50637,75192,9091.39,25.38,26.88
15826,39244,46064,42655,47978,385,65407,27535,7951,4341,22540,10321.42,249.59,265.1799999999995
23304,44239,56496,57871,15853,10925,26274,29357,65170,62021,20253,7540.05,31.25,32.149999999999956
49949,15993,14216,59334,16574,57603,67434,11852,61773,73906,51609,8774.9,34.73,36.460000000000036
47291,59681,29559,6675,25887,6412,58487,14600,14179,27684,603,10218.11,46.58,47.34000000000004
2964,47723,56678,69190,12233,65874,74576,26303,65736,30072,42481,8881.66,27.07,26.95
68909,50346,68130,25713,876,37952,38860,10469,42078,52806,29316,10321.82,108.39,108.34000000000015
38852,10436,71740,54982,48398,42051,67669,39606,46775,38774,14325,9603.81,30.64,30.550000000000026
25656,63597,48492,49623,40893,26902,38075,52038,50262,68636,46633,5370.05,22.78,25.559999999999953
47472,56033,25674,64217,69328,66495,10745,35238,21423,8995,65305,9708.48,26.01,25.880000000000006
35505,55015,15340,35906,38226,35926,66091,35206,36350,53975,32052,4762.86,14.3,14.45
47364,32214,32507,66154,60022,32754,30701,68845,25609,48226,65096,3522.74,16.37,15.059999999999997
13860,14631,50848,11039,22375,74284,56043,5916,17931,2895,25066,10329.61,158.31,159.8599999999994
34686,11409,12508,60645,60258,36993,74201,12150,16559,46867,8647,10321.69,46.26,46.72999999999999
41932,5073,11004,17997,48005,9827,30242,4857,41850,29141,38875,10318.11,67.67,70.08999999999996
46857,42833,8665,68164,14941,45619,56958,20937,20589,33412,51025,7239.7,21.13,22.479999999999993
19498,56521,8536,13077,70053,29177,10766,38424,23158,44165,26073,10211.5,102.75,103.83999999999989
14288,6668,7494,72856,23289,22378,73331,42829,38719,31752,65588,4754.76,17.32,18.020000000000003
62769,14543,73772,10875,18021,17387,29542,42839,28578,53454,22793,10218.24,45.11,47.34999999999994
22146,17698,57726,7975,58767,37662,54373,57222,75804,48764,73922,8472.58,27.64,26.98999999999999
64176,48044,69204,24571,40477,34879,62373,16762,36290,65528,66398,8468.89,29.06,27.18
69948,67090,37898,28507,74516,69010,51204,17666,64062,62370,16287,8159.02,28.98,27.40999999999998
38168,51652,4201,4581,48691,66401,38808,45487,49163,3623,18772,10323.05,64.19,62.600000000000044
1897,10447,24202,58840,16699,55774,73937,75851,14161,48852,65846,10332.52,100.13,101.30000000000004
5190,48328,46941,13930,41916,13385,62476,22248,30902,62498,47865,10331.84,107.2,111.63999999999882
75548,45387,48725,56299,49140,5056,18441,41042,7988,4253,30489,10130.59,51.96,50.03000000000004
66836,47250,63385,48027,62390,73596,22692,39548,18283,34925,2980,5473.42,18.82,18.599999999999994
57787,37724,34183,59545,38857,37956,52833,65170,58606,11677,65436,9182.81,21.15,23.159999999999993
57512,44698,17801,75810,14176,47365,59825,47413,61607,75095,50282,5477.16,15.98,17.08999999999999
26633,71647,68588,22772,19150,66090,4521,11598,71853,40815,28528,7037.57,25.44,26.23000000000003
19312,52531,33216,25860,15161,1829,4796,58078,27765,41472,41195,10215.22,86.64,86.4800000000001
3657,719,2177,16796,75483,39637,40710,1447,5792,27972,43131,10349.52,257.9,267.56999999999994
41515,12251,54329,30738,59,12562,67669,66974,26548,63115,55260,10325.79,276.5,309.90999999999974
14665,55721,66400,19367,9770,19125,45380,57182,6532,33162,53713,10219.71,59.52,63.30000000000009
26101,3639,37318,8422,63996,41297,21139,29562,7235,52019,40537,10314.29,138.47,140.59000000000003
34486,40337,68460,36270,2826,53221,27321,27653,24769,14667,64794,6611.43,21.26,21.890000000000022
20433,41220,31310,10793,57000,45337,66328,72020,65309,60700,47811,4457.28,12.74,13.390000000000002
17934,21715,61458,12683,28992,67994,44147,21194,72780,31449,28948,9084.8,45.66,49.39000000000016
55791,26341,44273,16830,73836,34943,9450,58265,42375,74894,18479,10305.04,88.4,91.06
31014,52131,2778,41289,52319,46618,40678,15532,15480,50614,58541,10319.63,126.07,126.99000000000008
53908,1388,63890,44304,71820,26258,2142,1993,65597,41799,48827,10334.39,124.04,131.27999999999983
63443,13536,22972,14941,7156,58302,36172,10666,71762,3697,25989,10334.77,56.13,54.55000000000004
32552,9781,7846,43953,45174,50421,41022,63862,20739,64312,36020,8462.12,26.72,27.540000000000003
7744,62587,61328,32276,70909,7578,67363,66616,52563,58821,68572,7247.58,26.33,27.38000000000002
62141,20945,15421,75196,66886,22445,43204,38455,74250,71601,52297,6510.57,18.95,17.689999999999994
15144,58543,72655,23946,39060,20877,46799,46284,69339,7316,52453,10131.89,60.12,59.530000000000044
36089,9248,32327,72340,61836,57451,37358,24889,62517,71813,8658,8252.83,32.05,30.880000000000052
8263,38305,8945,23783,51752,13277,71708,16226,23855,24152,63619,10329.93,58.35,65.8399999999999
42283,74517,31137,25315,57408,32752,49725,3880,68142,45651,39959,9713.61,31.58,31.170000000000012
15638,69081,67693,64363,75035,5175,12381,58137,48253,33380,43061,7852.32,28.52,27.93999999999999
13923,13800,25335,63768,55630,74401,58993,13170,17061,3635,46193,10319.97,97.57,92.35999999999945
16530,51086,58723,43639,68169,55595,14500,49808,61617,54782,16547,9182.3,34.98,33.45000000000004
9726,23845,30867,58180,26360,36191,73487,19624,27768,68374,158,10310.5,240.83,277.8299999999999
43726,47857,11330,21612,66217,41860,73664,54621,39354,17873,28786,5796.17,22.38,24.19000000000006
49358,1690,14061,20182,28981,8474,20902,19234,64801,37795,71240,8466.58,35.36,32.70000000000004
50762,11546,57707,37877,9794,50416,57896,65123,57097,43859,63455,10324.1,61.58,63.219999999999956
30680,40604,5776,75870,13318,2715,73364,47466,55751,1644,33838,10324.85,72.47,75.24000000000004
48516,5382,23122,8520,71478,63757,6870,66015,2250,6892,13159,10329.48,86.89,93.0900000000001
