n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
62380,155357,142666,34189,96981,240109,158314,124270,164028,152266,17177,158754,3451,50.28,34.53,36.12745697810571
238241,219537,123006,67988,144384,61428,50264,261002,187996,123276,141813,219273,144082,46.74,33.94,34.58025644311115
124873,104106,167527,225711,39483,60796,166424,39746,227552,242702,137148,102219,194314,58.72,38.36,38.05140837436338
3970,176006,203747,16785,41785,198765,251002,154953,11216,78975,204492,8129,215894,42.75,32.17,32.87552886682819
226892,70629,123928,155910,188435,241213,230375,101609,187204,206598,241460,111918,103537,43.15,32.6,34.23572390968184
190873,209953,151233,116554,252731,245258,35166,230389,95818,25547,9407,35643,129730,48.97,35.56,36.39179336617657
56881,67628,253094,176171,114337,204202,164272,224192,78912,110401,132970,218491,101152,46.71,33.96,35.01659188583367
150476,91989,140011,153373,106843,153158,60918,237031,88280,178777,240053,243517,7513,38.4,28.91,29.195087664137965
224500,73317,259781,158811,175970,182338,42755,183137,225610,85561,252872,142020,237160,50.7,36.89,37.2686443580199
149934,149188,27282,187122,171838,55345,165930,218001,259017,150348,70014,74699,32619,47.4,35.69,34.65739479165568
16635,126353,223855,167446,259471,126748,23204,90198,209871,17461,107600,235168,39522,50.63,35.95,36.91212878742697
5275,77041,111972,201534,108841,228790,31173,11584,158594,161096,199657,11780,99039,55.51,39.32,40.048573300568
188334,153714,86757,144402,230924,241665,257067,73157,132492,61853,261753,9440,81178,41.7,31.03,32.545740268320166
1896,20177,28342,157224,140398,8225,248747,51743,254654,106938,76444,160030,69041,50.75,35.46,36.66875689789907
40946,180809,11124,256871,227483,89080,82268,94423,251306,36261,235053,225891,99035,37.26,29.54,30.411928415254614
98763,120693,228036,136334,101238,168791,227234,156146,178512,146606,26888,162562,255035,48.86,33.12,34.09644145222744
246578,212733,132914,71119,113034,166275,188825,187595,62294,245481,78928,114673,256323,49.91,33.81,35.203653566575106
67694,136610,79427,143767,88842,3003,206673,108844,258855,152034,82542,5256,98701,58.5,37.54,37.86140320658991
161427,154456,165722,34935,15749,166076,164453,87149,122224,92514,178069,240474,92425,60.59,40.4,41.071845012581946
159610,185322,73118,193471,128320,5815,154501,15879,250305,177214,5571,252524,96774,42.54,31.97,33.015124447200286
65830,164618,119619,78285,155365,157667,83892,46509,95408,48561,81964,198733,96771,40.25,29.82,31.067318426743633
221207,156138,69241,78749,206386,98870,27491,202446,213137,7057,254639,149227,179236,46.48,32.16,32.95843307363441
192721,34451,81269,131074,58336,171369,210713,70615,62572,85927,49124,177750,114094,62.1,41.56,42.85338233990817
170272,182993,25433,26697,157476,84401,248813,87491,176928,218507,58840,114931,212275,54.96,36.26,36.86579251860711
224273,251839,44376,20957,88266,194529,170454,57152,231970,149003,118253,70936,58989,56.18,37.75,38.86838815487322
206309,31698,8889,138838,251024,50018,82612,211491,219206,219801,150689,48126,226421,58.07,38.79,38.44585989188985
73031,89157,211609,217041,168280,22422,211355,162354,90513,154528,33997,110434,76531,49.47,33.5,34.870878665841346
135894,208106,222815,71086,121823,90794,166246,109289,76126,110040,148984,107353,9317,56.94,39.12,39.71569705902534
241333,108335,40893,52316,1222,125135,247272,218245,230681,163226,258713,133730,113862,46.18,34.64,34.89241028781972
146504,249079,258410,243106,188025,58219,8472,195434,119713,219335,197494,173798,196087,64.45,41.57,43.10932863469513
136056,252540,75770,142569,89409,233230,59628,225845,17843,224914,154318,254532,75238,48.33,34.14,35.2269770594468
31456,212386,64103,11816,9212,236875,210489,181850,134295,242182,52027,235029,231619,55.65,42.14,42.80329955380028
235844,112692,151244,12938,3445,126103,195375,31670,45041,131907,78613,62664,173774,57.62,36.65,37.676415232422826
5202,137616,140770,108462,13958,246164,239359,160475,29776,89483,32874,66184,254801,42.58,34.72,35.03842265956375
225880,141814,125094,212743,205081,16087,92233,57882,51729,32039,140151,232688,214122,40.26,29.76,31.05194650431874
31250,44905,62772,207532,71764,241635,233212,211301,33681,215875,241369,1967,127795,58.13,38.53,39.05790747880012
164785,149656,226113,104930,13089,198309,71145,65079,70408,162028,138219,136228,110882,55.7,35.43,37.52915548841127
13362,123967,84702,203554,214833,474,224663,14374,203225,33256,12107,32670,13063,48.09,32.36,33.70288522587698
17935,126566,255509,8653,223988,186835,22577,135110,131627,128448,82810,41167,82465,47.74,34.17,35.05812396779635
18815,92088,101134,169584,102140,153777,79722,94590,69449,50090,259004,86186,112381,65.02,40.73,40.98254340344488
32441,33452,145627,914,187706,189540,99677,208481,20945,148565,46807,11262,97851,48.07,31.42,33.37247345540673
120800,158448,170464,205159,141904,99684,166900,210019,11387,163296,232400,113139,13910,45.29,34.07,34.83919135849026
97627,164480,130063,199240,184255,82561,110235,249112,181960,109652,120806,4698,64247,46.26,32.79,33.282296510138764
57317,140466,70802,182234,154639,18764,210537,111381,58835,111635,34174,230600,7364,55.39,36.35,37.84667726559468
245493,85344,98103,253968,235367,146558,207334,228157,68728,31837,121672,181024,32281,60.5,41.55,42.18961599944199
246169,213181,191765,173615,222767,232611,138983,207741,98678,174997,28476,192344,83464,53.36,36.87,37.39203232404598
147808,139453,27035,212761,154077,187847,1284,124137,37622,61858,202979,101888,11616,45.95,34.63,35.02234705849943
138203,24064,147933,26030,172807,230809,98503,46964,214812,6157,89517,220603,223425,41.56,29.41,30.795592021935516
31793,6676,221234,30171,176563,126332,219200,182543,249668,74578,151801,78481,209386,45.56,32.91,33.878647361325775
23274,9507,261159,201174,147754,134040,138675,187474,62470,27982,145348,196336,26191,45.88,31.34,32.58898600172449
244989,145049,16027,144210,84999,227913,147843,47296,217070,20273,63471,261711,47126,44.89,30.48,30.98773180756233
169337,65527,119050,161475,183530,197536,247103,103213,66295,96330,157143,103976,246091,48.92,37.0,37.013307827282624
91824,145919,109633,253313,21826,98389,131153,61673,255080,243660,108221,221145,195928,63.34,38.59,40.73262560470345
253517,42105,108860,181099,149003,198211,151997,176647,242203,135552,179715,126804,40940,46.54,35.15,35.77716578489414
168546,105133,235248,232667,39145,42620,25129,130536,196124,126746,240284,183144,135595,52.77,35.97,37.43152698893032
249218,116143,153739,188458,224947,48787,35726,70086,197146,52213,38418,153516,135166,59.3,38.05,39.164616876615405
82535,245049,60897,223213,181176,141042,249934,204350,77558,175999,184898,224210,108318,54.15,37.19,39.20472131770304
156034,223776,153242,153262,257885,70037,233153,57043,80537,6062,70279,125695,210789,58.11,38.86,40.236285879152405
100335,52592,45153,149392,94495,62606,84421,126509,202953,226440,37646,109685,259841,44.44,30.32,31.385731333934228
182859,125721,183891,157024,53937,122697,152179,218788,236389,215381,171021,146045,7279,55.94,36.96,37.66527705563763
126169,260253,188929,18972,224565,248395,104926,205288,192305,231171,251726,12018,122524,43.64,32.85,33.280397906919035
238785,60188,233567,61545,169934,188137,203773,177039,18157,251321,56982,223839,66629,54.38,39.25,39.532920147518546
63462,233353,49708,203371,67796,36039,49069,163029,184741,176984,225075,9636,235866,45.48,32.84,32.94482078493024
244783,66848,44488,226780,11802,82160,48042,110964,23844,191094,209426,22524,30924,41.88,30.82,31.458834693992458
24285,69252,218609,239534,76484,9470,93496,118582,152122,192438,177080,88248,1804,52.74,35.25,35.92247802204764
7702,87766,86892,114352,99529,127375,20438,55075,168900,153381,194607,250435,128446,56.52,38.51,38.91555320958924
102477,32879,142699,83575,31241,231565,72027,19986,174439,113393,29498,114928,232571,48.5,34.41,35.73218590997133
