n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,490,158,92,68,38.74,24.74,24.225534389997136
20,411,562,939,296,819,783,60,227,51.76,29.0,28.756709381020297
532,549,368,283,798,176,846,108,268,38.41,22.72,23.181931314170285
219,965,949,26,848,656,826,266,819,35.76,19.76,19.65144362470641
278,198,168,317,296,642,888,749,983,46.43,24.16,23.8724853944687
875,868,901,381,88,865,620,345,687,36.72,25.88,24.33155493369373
397,518,254,182,253,484,286,91,967,45.25,27.06,26.26035895069632
957,837,886,964,560,860,307,7,930,57.71,32.12,33.25472571515219
298,586,721,903,319,868,783,520,199,29.67,19.03,19.21498873342686
423,433,613,295,441,462,165,238,312,35.32,20.37,21.136793516555088
265,832,816,44,83,47,473,641,287,67.95,38.19,38.38185191354188
531,547,663,482,717,351,148,689,200,38.84,26.62,25.6135371036342
68,422,935,207,650,647,451,282,188,32.8,19.98,20.1992583036095
364,446,764,602,328,649,571,203,926,35.17,22.18,21.906748841780182
331,103,859,63,725,234,284,783,596,42.08,22.3,22.423001434601538
630,882,243,125,339,957,181,297,470,35.8,18.65,18.63943490321706
26,43,365,714,84,917,987,977,292,54.34,34.14,34.168745541246246
752,691,982,334,18,330,295,329,989,53.25,29.68,29.90270350311369
156,793,667,420,882,965,890,635,696,38.62,20.36,20.839388892685868
837,79,300,632,196,915,454,299,139,40.98,23.1,23.991203964766886
256,390,613,984,162,339,586,9,372,59.0,36.18,37.47148597157122
45,465,173,373,802,823,371,297,585,36.46,22.71,21.801120669125936
99,449,212,434,938,212,116,60,63,50.26,30.15,37.392871187667346
56,754,172,609,693,993,153,621,41,43.3,25.18,25.902190981507662
559,502,596,255,329,36,125,854,541,49.33,27.36,27.795120856880427
299,792,419,667,205,489,206,247,449,39.73,23.42,23.50285918946093
420,503,37,224,431,454,254,662,910,43.32,24.29,24.05220241009459
438,850,220,510,192,32,37,260,259,44.09,26.63,26.721519228270488
248,538,213,790,237,427,890,267,145,37.48,24.03,23.49668415938212
332,52,912,950,322,578,119,583,412,40.67,23.07,22.76393673134552
985,922,668,669,891,809,734,762,41,35.94,21.58,21.246106671480703
506,396,95,440,215,952,894,586,921,41.29,23.64,24.637361242085657
966,946,169,344,303,672,482,818,922,28.51,19.22,18.2446197073471
