n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,197,721,44,87,140,253,830,518,214,410,84.63,46.73,47.403518469563984
657,31,470,499,464,399,506,586,196,918,850,412,91,496,239,52.66,30.94,32.180083972719686
777,20,717,273,532,417,485,923,933,388,743,116,678,264,99,67.11,40.64,40.98934635574859
833,64,395,635,849,386,110,676,59,346,240,707,88,509,925,68.51,40.54,40.04759667944659
665,529,923,212,595,827,145,621,65,552,968,38,500,718,198,63.78,40.37,40.37870532821316
151,968,880,592,467,746,598,902,455,292,570,365,875,899,436,56.47,35.87,34.97711580354654
138,162,782,615,99,544,706,321,718,365,972,659,863,506,515,53.37,31.7,31.00856795318745
638,202,316,153,364,541,291,522,672,73,827,924,877,519,934,67.15,39.03,40.180416571569374
718,558,225,352,249,929,12,302,351,225,273,34,433,260,385,64.13,39.03,44.04286841659024
305,854,722,912,426,179,673,405,119,170,954,679,872,998,26,53.94,33.37,32.48615627498494
206,996,784,164,307,119,13,815,782,389,350,856,174,582,446,76.19,46.1,46.03031363643782
926,237,142,419,577,456,416,427,82,602,71,295,734,97,34,65.0,40.94,40.84171445950963
87,679,109,782,533,539,368,157,827,958,517,499,725,152,618,51.65,32.78,31.453400541961777
64,194,17,934,143,348,395,674,587,123,761,306,359,333,988,79.44,48.01,47.96986420259988
374,3,661,855,510,215,62,896,632,33,904,988,889,777,827,142.79,86.66,88.28932226679186
836,593,176,182,345,993,441,452,123,85,205,619,229,509,830,60.47,39.13,39.37122201412197
484,809,158,390,124,111,594,738,463,663,129,736,450,526,742,60.33,37.47,38.316111379827454
92,732,950,482,577,403,836,369,466,230,52,202,50,456,114,71.76,42.79,43.70699697957134
110,216,742,4,725,615,626,928,23,670,372,849,442,540,95,96.19,55.05,55.220616989128025
991,766,773,614,514,838,722,582,205,513,234,331,538,393,761,47.05,30.42,30.09310024932264
532,662,200,6,296,627,303,930,81,761,328,949,928,412,229,102.71,64.18,64.61024498079037
647,303,81,560,429,762,378,826,964,758,870,328,528,309,640,59.3,32.83,32.89018992268749
851,980,365,802,916,302,667,866,111,200,496,378,387,981,599,54.14,34.13,33.84800240732584
867,940,319,210,297,406,627,392,862,941,700,536,958,707,745,58.91,32.42,33.00027044798863
364,840,692,619,599,370,689,437,200,501,842,541,519,858,83,55.18,37.75,37.33199383691362
275,167,70,510,750,887,277,429,798,119,639,849,844,280,298,48.87,31.09,30.80228265384806
280,823,845,516,275,283,909,647,421,250,370,251,988,253,809,46.93,30.54,31.347388500727295
516,765,468,255,239,832,830,610,537,849,200,376,508,799,108,66.5,42.16,42.23535154570541
812,114,397,86,670,174,798,580,437,942,46,805,931,140,22,75.14,43.22,43.73744881461585
