n0,monte_carlo,monte_carlo_max_hop,two_hop
137,2.89,2.08,1.9100000000000004
582,1.18,1.29,1.2600000000000002
867,1.29,1.2,1.2800000000000002
821,1.27,1.27,1.2600000000000002
782,3.88,1.33,1.5700000000000005
64,3.66,1.84,2.0000000000000004
261,2.44,1.79,1.9600000000000009
120,2.37,1.74,1.7200000000000006
507,2.07,1.52,1.5600000000000005
779,1.54,1.25,1.2500000000000002
460,2.64,1.54,1.5400000000000005
483,1.37,1.26,1.3200000000000003
667,2.33,1.48,1.4500000000000004
388,1.8,1.62,1.5700000000000005
807,2.85,1.81,1.8200000000000007
214,4.83,3.35,3.089999999999998
96,5.12,3.01,3.1299999999999977
499,1.83,1.23,1.2800000000000002
29,3.65,2.22,2.33
914,1.42,1.27,1.2800000000000002
855,1.21,1.3,1.2700000000000002
399,3.84,1.65,1.8000000000000003
443,3.1,2.06,2.0500000000000007
622,1.44,1.21,1.2700000000000002
780,1.66,1.37,1.3300000000000003
785,2.73,1.42,1.4400000000000004
2,6.72,4.06,3.449999999999998
712,1.37,1.31,1.2500000000000002
456,1.27,1.41,1.3600000000000003
272,2.14,1.68,1.5200000000000005
738,3.11,1.86,2.2299999999999978
821,1.91,1.24,1.2600000000000002
234,1.91,1.58,1.5900000000000005
605,2.17,1.33,1.4100000000000004
967,1.19,1.11,1.2400000000000002
104,4.48,2.16,2.0300000000000007
923,2.27,1.53,1.4000000000000004
325,3.52,2.17,2.250000000000001
31,3.51,2.59,2.600000000000001
22,5.39,3.43,3.1100000000000008
26,4.47,2.76,3.17
665,2.08,1.72,1.8300000000000003
554,2.35,1.36,1.4500000000000004
9,13.83,7.3,7.82
961,2.0,1.58,1.4800000000000004
902,1.67,1.2,1.3100000000000003
390,1.48,1.39,1.4500000000000004
702,1.81,1.49,1.4200000000000004
221,1.62,1.4,1.5300000000000005
992,1.28,1.28,1.2600000000000002
432,2.44,1.77,1.7800000000000002
743,1.71,1.3,1.2900000000000003
29,4.52,2.73,2.33
540,2.32,1.8,1.4800000000000004
227,2.1,1.58,1.4400000000000004
782,2.97,1.42,1.5700000000000005
448,2.52,1.7,1.6000000000000005
961,1.82,1.34,1.4800000000000004
507,2.28,1.29,1.5600000000000005
566,3.16,1.61,1.5800000000000005
238,2.04,1.7,1.6900000000000006
353,2.9,2.01,2.2800000000000002
236,2.69,2.03,2.060000000000001
693,2.35,1.59,1.7499999999999998
224,2.31,1.62,1.6200000000000006
779,1.65,1.31,1.2500000000000002
470,1.44,1.3,1.3200000000000003
975,1.37,1.29,1.2400000000000002
296,1.46,1.52,1.4900000000000004
948,2.81,1.26,1.3500000000000003
22,5.88,3.21,3.1100000000000008
426,1.52,1.4,1.3700000000000003
857,1.47,1.34,1.3800000000000003
938,1.69,1.56,1.4700000000000004
569,2.19,1.48,1.4100000000000004
944,2.83,1.58,1.4900000000000004
657,1.33,1.42,1.3000000000000003
102,3.78,2.59,2.6599999999999984
190,1.55,1.5,1.4500000000000004
644,1.98,1.62,1.4900000000000004
741,1.94,1.31,1.3600000000000003
880,1.67,1.27,1.3300000000000003
303,1.94,1.21,1.3700000000000003
123,3.57,2.35,2.310000000000001
760,1.22,1.25,1.2500000000000002
340,2.5,1.31,1.4200000000000004
917,1.41,1.21,1.3000000000000003
738,3.29,2.18,2.2299999999999978
996,1.52,1.18,1.2500000000000002
728,2.95,1.69,1.5300000000000005
512,2.43,1.48,1.5000000000000004
958,2.45,1.32,1.3000000000000003
990,1.64,1.24,1.3000000000000003
432,2.63,1.87,1.7800000000000002
519,2.14,1.2,1.2600000000000002
849,1.91,1.41,1.4400000000000004
932,1.33,1.28,1.2700000000000002
686,1.25,1.24,1.2700000000000002
194,3.05,2.31,2.460000000000001
310,1.56,1.38,1.4200000000000004
