n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,346,514,474,919,619,82,342,567,958,631,214.09,62.79,66.4
716,41,745,388,173,720,968,462,974,742,432,160,172,243,52,113,135,518,892,219.63,62.22,64.63999999999999
946,604,64,792,704,392,808,764,908,104,941,298,209,690,229,743,812,431,910,206.4,51.24,55.71999999999998
89,791,273,933,214,406,287,349,828,44,204,725,907,5,900,421,56,917,387,211.54,69.49,78.63999999999997
866,503,142,24,242,434,753,928,871,114,987,611,3,124,782,592,202,916,872,213.22,93.16,95.64000000000006
207,338,8,913,85,136,552,939,17,512,86,586,508,550,943,202,430,70,407,208.83,66.35,70.32
196,654,783,95,717,593,148,176,962,623,736,981,42,55,276,568,699,620,872,200.38,51.63,51.199999999999996
152,763,274,754,589,35,124,889,722,412,973,927,242,165,625,517,44,753,374,204.01,58.26,59.319999999999986
865,690,534,604,578,793,704,88,888,355,112,884,902,598,374,462,215,411,203,185.04,49.99,50.880000000000024
969,588,763,18,388,818,622,336,0,443,114,218,227,454,276,332,834,90,314,210.65,81.33,83.63999999999997
644,291,105,529,802,56,26,390,799,573,826,438,509,354,726,796,254,579,755,210.85,55.24,59.19999999999998
67,435,663,236,98,987,778,410,522,381,978,880,573,378,142,683,297,175,709,199.75,50.78,52.04
863,896,265,30,51,962,998,829,176,269,969,168,123,621,151,12,49,62,461,224.58,72.87,81.15999999999994
213,805,398,301,626,15,989,817,363,291,144,492,575,284,140,984,88,765,569,210.39,66.22,69.71999999999998
303,712,120,67,430,462,145,720,575,782,813,392,602,908,822,173,679,732,280,199.35,46.9,47.4
790,611,901,623,506,357,101,945,49,283,541,131,177,817,644,840,86,166,798,199.11,54.78,60.879999999999974
808,227,879,13,207,180,485,467,605,572,558,397,85,177,561,493,607,969,268,210.14,56.65,59.43999999999999
548,68,963,666,29,594,599,910,446,557,316,536,539,550,657,931,815,67,898,211.43,55.02,58.47999999999999
658,587,555,978,307,65,742,229,737,140,105,102,716,503,464,61,501,910,652,215.12,61.23,66.35999999999996
744,54,695,617,29,382,249,899,469,236,380,842,985,747,586,639,507,896,248,201.23,49.7,50.760000000000005
36,637,611,86,627,48,694,419,416,602,70,82,193,34,622,770,185,86,66,201.57,56.85,61.84000000000001
30,363,639,481,560,548,486,26,720,794,77,341,86,801,329,8,474,976,459,218.7,61.92,65.96000000000002
604,152,999,395,489,852,141,108,914,357,687,236,462,798,132,196,991,226,111,203.72,56.65,58.359999999999985
113,53,122,76,960,660,999,84,381,106,758,24,478,641,534,205,378,895,649,208.42,60.32,63.48000000000001
83,241,5,262,781,530,699,202,15,449,259,966,625,22,983,105,531,819,427,215.17,74.23,80.99999999999999
59,920,257,486,872,322,619,895,225,654,60,697,281,135,307,39,819,191,998,201.75,55.67,58.120000000000005
361,805,923,412,953,7,897,942,309,990,879,96,30,325,449,253,426,618,329,210.27,69.8,71.83999999999999
503,576,355,901,857,913,408,440,213,80,283,308,472,477,625,946,582,466,450,199.51,53.11,53.79999999999999
394,190,337,411,60,332,94,174,325,556,27,193,216,728,373,674,918,140,966,215.1,60.96,64.36000000000001
640,87,345,998,457,985,621,613,779,963,904,686,751,394,216,713,554,789,343,200.66,47.99,48.44
77,19,685,565,431,481,232,887,744,331,782,853,818,526,514,101,474,734,3,210.25,84.92,91.32000000000008
291,939,546,210,73,229,11,943,322,43,93,152,336,167,710,98,521,843,808,216.31,70.87,75.19999999999997
413,664,859,404,398,909,600,518,889,138,520,706,365,367,969,276,206,328,936,196.34,56.22,57.11999999999998
394,580,186,818,627,795,889,182,584,175,9,313,700,908,20,285,490,535,886,206.21,75.48,83.75999999999995
772,693,437,930,772,95,279,291,147,529,462,490,696,237,183,338,150,766,694,201.99,52.52,57.679999999999986
355,761,615,52,558,285,951,352,26,592,190,550,797,973,685,780,98,464,137,218.98,55.52,56.320000000000014
348,215,765,556,137,924,432,221,527,207,859,702,582,433,10,866,568,50,958,211.45,58.98,63.31999999999999
792,732,363,508,381,62,381,827,817,408,907,474,447,647,744,987,195,569,101,206.36,55.39,65.95999999999998
939,170,987,601,86,912,363,266,909,253,785,480,992,538,190,779,543,12,955,204.89,60.3,63.83999999999998
