n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
7412,12004,11124,47324,22162,40388,32975,27815,4683,53.54,26.23,25.29691617000341
20759,56448,51581,66724,48766,71326,58307,65806,35158,15.24,12.34,12.433734245569381
4708,3597,47712,60934,41741,49809,55523,68911,21559,70.49,24.28,25.672535451605462
73467,23256,30949,30225,3127,23163,42617,22752,17917,31.18,17.81,18.157570972349205
66868,66876,47145,67336,73385,23834,58410,54351,68860,13.81,12.25,12.080768298439558
47743,46371,47433,58427,21126,52410,60477,69514,32755,13.41,11.73,11.880707274518405
64227,36582,65282,65646,67553,46389,59596,60425,45976,19.82,14.1,14.776051011660169
74410,73083,59841,63780,29073,42554,21767,35145,62883,11.61,10.78,10.848807821375228
40575,39753,66092,73687,67862,66500,53303,40874,27239,16.17,14.48,14.70366523311002
64081,67094,48050,9879,44755,1103,25087,13914,7701,130.05,35.65,37.18967880151824
75289,6410,35795,29703,13928,68467,17891,34844,32090,15.64,14.75,14.319769733311215
27587,7914,55432,4177,7444,47494,47214,22528,32702,24.51,15.55,14.632823515861032
3072,10866,15102,8842,3321,5357,2771,48902,33513,53.62,23.38,24.186640605450624
16749,20593,24083,68562,253,50536,5657,32483,19846,32.5,15.76,15.892046379253529
4753,549,45115,14826,37490,44199,64062,4038,40420,32.69,16.38,14.022084075175899
58805,72286,5999,34595,52671,20113,61968,29560,12249,20.06,16.32,16.026697659963173
41458,13375,3172,58696,16716,67932,51505,63821,67476,32.26,26.91,27.601169184159627
42986,18852,44702,33960,34319,55018,2363,73131,18424,37.84,20.21,20.916182001301106
7442,33156,4398,17262,21124,22375,12566,59426,30363,51.71,27.79,29.555480880115955
66618,4115,32343,30470,58287,9640,32870,10542,29911,28.52,21.55,23.038233431659357
47163,33634,55445,36534,68968,632,19807,4652,50430,53.02,15.43,16.66198695400766
53572,21002,14571,67119,11510,31570,13357,13077,2595,90.39,20.28,20.13516669405125
23823,30346,13791,28488,3203,68253,60870,59488,40596,21.53,15.43,15.655184728629795
70193,49807,27846,27543,56850,55784,67043,2794,6715,41.16,22.34,22.745079194995686
54790,68821,23753,12292,62888,47996,2553,68053,15543,51.19,15.16,16.363044608426367
48035,37955,48788,40406,2497,54034,13259,13764,40097,24.08,11.32,11.894567727138487
26003,2060,59168,7863,53827,63683,60730,27295,9671,33.74,14.01,13.723691395298927
698,37271,3164,48877,40084,10033,28726,64283,25212,51.63,26.61,26.950332671175104
15173,74914,48941,51351,60715,18306,45211,51779,15955,34.75,21.69,19.101805075786146
33313,15960,16116,10552,43841,51262,27788,13815,3233,131.86,52.58,50.92008440898577
61652,5659,65267,38109,46869,59904,18542,49140,35250,14.14,12.1,12.501008050659529
63465,68983,62594,54914,64503,38897,51730,30359,20499,78.75,16.91,16.266169192203368
64066,34000,71901,56053,11050,75464,12576,9327,46669,23.86,13.51,13.800018707190631
23086,71468,19202,54626,8760,11291,4924,16844,38847,40.7,25.6,25.134011888937305
51195,30369,43177,57520,22613,68681,37616,14689,20449,13.03,11.29,11.286538280139059
70895,55536,12603,43102,67698,32584,67392,33719,22225,22.55,14.22,14.249624062470716
20645,60416,30729,52974,46996,75161,18974,61165,57826,11.63,11.41,10.727033722713687
3851,50233,23648,51492,66869,7021,63236,35907,53072,55.03,20.0,18.141790469041766
33255,54020,61931,47199,71772,43349,10671,29491,69842,35.22,17.2,16.236672595168137
24625,52785,50142,1521,41016,60889,68625,61119,23248,46.45,17.81,18.505633129615358
12377,2246,52811,28380,74615,50565,28245,13167,51116,38.62,20.66,21.253564762423878
