n_nodes,influence,n0,n1,n2,n3,n4
5,16.8737,515,347,177,366,507
5,16.8077,515,347,177,180,507
5,16.8077,515,347,177,180,507
5,16.8077,515,347,177,180,507
5,16.8077,515,347,177,180,507
5,16.6701,544,347,177,180,507
5,16.6444,515,366,947,507,809
5,16.6058,515,947,507,664,763
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5965,515,763,947,366,507
5,16.5944,515,366,947,507,7
5,16.5768,344,332,507,664,763
5,16.5768,344,332,507,664,763
5,16.5670,515,366,890,507,763
5,16.5231,332,850,344,507,763
5,16.4751,515,332,177,180,507
5,16.4751,515,332,177,180,507
5,16.4751,515,332,177,180,507
5,16.4751,515,332,177,180,507
5,16.4651,544,763,947,664,507
5,16.4579,515,947,332,177,507
5,16.4579,515,947,332,177,507
5,16.4542,658,332,664,507,763
5,16.4448,515,763,332,664,507
5,16.4448,515,763,332,664,507
5,16.4448,515,763,332,664,507
5,16.4448,515,763,332,664,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4358,544,763,947,366,507
5,16.4335,515,844,261,947,507
5,16.4119,700,366,947,507,763
5,16.4049,684,844,366,947,507
5,16.3888,544,763,947,515,507
