n_nodes,influence,n0,n1,n2,n3,n4
5,16.5913,714,365,241,183,401
5,16.5512,714,242,365,241,731
5,16.4792,241,365,714,890,731
5,16.4792,241,365,714,890,731
5,16.4792,241,365,714,890,731
5,16.4792,241,365,714,890,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,714,365,241,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3675,241,365,714,183,731
5,16.3663,714,848,241,583,731
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3502,241,848,714,731,95
5,16.3474,241,365,714,731,621
5,16.3474,241,365,714,731,621
5,16.3474,241,365,714,731,621
5,16.3474,241,365,714,731,621
5,16.3474,241,365,714,731,621
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
5,16.2925,241,848,714,183,731
