n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
5305,2471,6468,791,1186,8779,1542,5991,9548,6697.17,92.17,88.19000000000003
950,8313,3517,614,1408,7104,6851,1144,3943,6691.77,86.5,86.1
1486,9028,6955,968,9264,2028,3657,9551,1013,6686.78,79.46,78.38000000000004
9455,9593,6499,812,3622,763,9120,2181,4744,6678.32,84.37,87.02000000000004
6867,2363,8858,1929,9353,5054,9179,2961,1688,6682.15,80.14,78.65000000000006
9528,9358,3078,6101,1596,8974,1028,9246,976,6682.01,78.52,79.03
3374,8133,8711,7005,5146,7628,9593,7424,5924,6680.06,61.59,62.49000000000001
4911,4070,2945,3999,1341,9411,4919,8604,8111,6684.44,72.11,71.65000000000006
5627,7353,4717,9977,1199,1934,8387,6850,2702,6702.69,89.36,92.91000000000022
5604,2490,8011,6909,642,1271,9143,9388,5140,6700.56,92.45,90.43000000000009
5572,5737,9738,8137,9501,7474,1126,1533,4422,6686.24,62.59,63.61000000000001
7767,1064,994,5072,9469,7301,4662,6320,5685,6691.8,79.32,82.48000000000006
369,7564,5823,2753,1918,8088,965,3575,4709,6691.72,106.57,108.15000000000008
2119,4056,6519,6405,8134,1320,2725,7359,6580,6685.31,66.69,71.92000000000003
9002,4552,2243,7053,9014,4561,6804,5878,6233,6689.36,57.54,60.10000000000001
3780,2472,1359,2887,2478,3800,3822,197,7945,6681.34,112.09,110.58000000000021
9652,2987,4304,4619,67,2386,6864,8758,6049,6688.43,146.37,140.5800000000002
9991,9278,5220,2056,8445,884,7481,9163,6428,6697.09,72.51,71.7900000000001
6521,6536,6457,1696,7889,6560,1019,3122,1103,6688.95,80.46,84.0700000000001
3420,7219,2659,1801,5571,9842,861,1677,3,6678.42,182.78,185.6600000000003
9286,2478,8791,1662,5957,417,1152,3407,6164,6684.78,82.12,84.53000000000003
2433,4132,5691,9867,5966,7768,2012,1889,7996,6674.56,73.83,74.09000000000007
7634,7870,7927,5109,1407,2361,1674,5613,4337,6695.53,69.04,67.71
7841,2645,8459,378,3362,8654,5926,2401,8899,6691.61,62.18,62.75
443,8652,4883,1491,4278,8493,6008,2736,5827,6688.1,93.74,97.7300000000001
3650,8725,8873,8236,5401,3654,3197,3922,6564,6688.68,71.03,71.81000000000009
3714,3275,8480,8073,5825,474,457,4577,7737,6688.45,86.35,87.73000000000012
4246,3172,9914,5640,7327,5726,5974,1319,3612,6703.04,80.38,85.63000000000012
1673,3716,7701,3222,5533,3348,7907,9998,31,6690.07,134.85,132.50000000000017
7855,5636,1389,1964,6365,3265,7832,2924,7109,6693.12,72.48,70.62000000000006
5447,1421,6485,7588,6576,1391,2602,2785,2081,6692.97,87.37,85.63000000000008
451,2476,9679,7624,2394,9762,7771,5741,2554,6696.07,93.92,92.63000000000007
8989,8983,2146,350,233,1683,8627,2281,7107,6683.33,116.92,119.34000000000019
3191,3457,458,4126,3486,4799,8211,3940,9608,6692.64,78.82,81.57000000000006
5341,4249,8918,6865,2147,997,5796,7506,9557,6682.8,71.07,75.3800000000001
8466,6891,8219,2142,8713,2487,8577,8364,306,6689.49,88.48,88.60000000000012
7211,3000,9970,64,2454,2823,2319,7757,1971,6692.89,130.9,135.85000000000008
9117,1011,5340,8492,8695,9100,7905,1738,9179,6685.54,67.11,67.64000000000004
930,4071,3134,4537,691,1601,8318,7408,9203,6685.11,90.0,91.02000000000004
456,1038,7262,5334,8282,9930,8391,3267,4541,6682.57,102.95,97.53000000000013
7411,8325,8737,7832,8319,4057,8572,4253,9167,6698.17,62.48,59.53000000000003
3319,7332,2246,6826,1992,6428,7243,5177,1188,6688.74,100.33,96.04000000000018
3942,7017,1198,3484,4960,2004,2530,5999,2342,6679.27,82.72,81.78000000000003
4146,2248,7663,3597,1542,6525,7983,2667,3665,6687.97,78.26,80.70000000000013
2645,7070,8447,6616,5556,6902,3207,5842,5218,6692.96,85.49,83.8300000000001
1510,5995,319,5537,9077,7514,7216,296,6297,6695.5,129.38,126.26000000000016
5431,8477,4840,8392,1053,1848,3744,1716,1377,6694.51,94.87,101.98000000000013
4351,4455,648,2974,4430,2122,6918,4237,6651,6682.3,94.48,94.24000000000017
2447,8791,8434,9348,8103,5358,1465,4572,942,6690.96,82.87,82.78000000000013
3003,6968,1186,4406,275,1451,4268,1372,9964,6694.26,97.72,94.62000000000003
3643,1091,4332,1993,7434,189,5556,9061,6844,6679.54,110.78,110.61000000000017
4388,2117,707,8632,3906,1793,2645,4290,825,6691.88,93.11,91.91000000000007
2967,3305,5111,4997,8701,3372,4750,7302,8193,6693.65,72.56,73.44000000000013
2914,4432,5685,297,4103,605,251,302,8284,6687.74,168.48,170.7200000000002
9028,3104,8425,7778,4025,7324,1741,7080,8110,6695.27,50.16,54.230000000000054
8944,6440,8301,5042,3525,3761,5614,3254,2289,6702.96,74.7,77.81000000000009
6630,5694,891,2126,233,1158,4187,7057,2674,6700.86,115.76,118.93000000000015
907,1384,6240,8289,4619,9810,3968,4801,741,6686.45,90.99,91.24000000000001
7527,3036,2581,4407,7304,59,4312,5966,5389,6697.62,157.32,154.24000000000018
8963,5300,4005,564,5071,3569,5842,2997,17,6699.3,211.55,213.41000000000025
5494,6252,1374,7776,4569,8237,3292,4066,8269,6698.46,67.86,66.70000000000003
81,1488,4328,1470,2357,6545,9614,682,6454,6683.59,142.02,142.32000000000016
368,4909,4984,3814,1384,9594,8670,2543,9774,6680.4,84.06,84.80000000000011
6381,5343,8096,2448,4655,2371,717,8404,7032,6680.78,92.89,87.5000000000002
8282,2282,8581,8263,9313,263,9569,3767,1394,6694.07,109.79,109.23000000000017
510,685,2180,5909,1718,6170,7395,9150,831,6691.24,110.53,110.4000000000001
308,8707,4006,8016,4321,54,7486,1148,8240,6688.55,134.15,139.6000000000002
8768,1506,8617,1082,7763,4131,1219,4350,3846,6686.02,82.52,82.42000000000009
3362,3780,7542,8092,6267,1257,7848,4707,765,6679.59,86.1,87.58000000000011
3248,1269,9825,2415,5435,4160,4987,9302,2186,6686.29,62.1,65.05999999999996
204,7903,993,7959,4403,1630,3566,8021,4765,6686.36,107.13,109.32000000000015
8462,4678,7613,7633,7640,1941,8996,3264,5106,6692.84,74.96,73.61000000000013
1406,7748,286,4744,7519,1252,8300,7363,4401,6680.84,90.73,96.19000000000011
6338,3437,3452,1222,9526,1479,2322,8586,4289,6697.89,77.93,79.46000000000011
5890,2172,9885,8335,4580,1846,5983,3790,8157,6690.78,78.18,75.6700000000001
7964,6456,406,2606,58,8055,7385,6642,4947,6689.17,141.85,151.77000000000027
2305,6818,5635,6162,5178,1980,5428,28,5317,6686.06,162.12,156.78000000000017
5542,6525,1966,3207,192,4748,4148,6098,1064,6690.32,105.91,102.42000000000009
6437,6392,9653,1251,5909,7013,4508,790,4597,6691.99,70.21,71.09
1666,845,4679,2439,4084,4353,7147,8371,5170,6701.16,87.54,84.6800000000001
3110,6116,7008,475,6554,9079,8998,3333,1320,6696.44,89.56,90.59000000000019
810,6731,7386,2270,4689,7955,802,9012,2085,6686.81,104.79,103.39000000000017
2797,7736,6797,5630,4616,4878,4190,4262,6655,6699.07,62.02,64.01000000000006
3910,4928,7916,9131,6461,1961,2741,2648,1231,6681.02,89.75,84.31000000000017
3405,8201,8144,9017,3604,7421,5453,7372,7002,6697.41,71.41,68.44000000000013
2287,8974,3152,3999,1486,2862,5602,9107,1492,6684.93,81.75,81.75000000000006
5231,3917,6034,4232,9332,3311,329,6763,6272,6695.76,76.09,75.04000000000006
6781,8587,3440,6174,4427,5541,1016,8161,4546,6704.11,56.33,59.089999999999996
9409,5900,2062,8247,8670,3538,1517,4440,4070,6691.3,76.92,79.78000000000006
6300,6549,7304,7075,5112,357,2084,528,6966,6685.34,99.2,105.64000000000019
7754,9620,8025,2,1198,6414,8648,7670,7355,6684.59,162.84,168.13000000000028
4070,1786,3666,2529,2491,8558,1784,7492,1392,6697.25,95.43,97.30000000000021
9035,647,22,2058,3810,9328,615,4977,2096,6697.57,207.35,207.2700000000003
4125,8654,7166,1837,1629,1152,4920,8592,9550,6684.09,77.01,75.59000000000006
3140,6358,4274,3663,9847,18,171,8806,4940,6691.79,252.41,259.0500000000006
7547,4564,5183,3970,7787,8622,3846,8962,4047,6691.89,72.14,71.03000000000011
479,6747,5036,906,356,3180,8164,6881,1328,6697.4,109.69,109.56000000000007
4214,3732,6952,6065,3715,8076,558,5538,6890,6697.16,70.34,72.53000000000003
5936,6493,3245,110,4785,8271,1104,3362,8121,6688.95,110.13,112.40000000000016
3283,5107,3177,3781,7620,3628,4342,4832,1785,6685.02,84.41,82.7700000000001
