n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
75211,10560,63574,34291,4826,59,19081,17052.09,849.55,1181.1199999999983
61637,48910,41862,2869,35743,64073,25966,17075.04,365.14,411.56000000000034
54264,70556,70680,12348,25294,73848,72563,16411.36,47.7,46.96000000000001
34802,11548,55666,43985,12207,47466,53732,17091.2,126.45,127.0000000000002
32831,58354,12291,25842,38166,12786,5987,16752.09,55.16,56.71999999999998
26328,47235,63793,25391,67456,75482,66019,10759.64,14.58,13.599999999999993
3725,47366,32098,56320,39888,46842,15674,17092.86,316.61,344.6799999999997
11755,65556,68847,26099,15312,35112,40931,2742.24,7.75,7.760000000000001
25719,49782,63405,29194,18101,27510,68438,15914.69,36.22,39.59999999999997
1641,24739,22169,2235,43635,73104,40124,17078.66,146.78,137.04000000000005
49103,49467,69123,51008,37899,16624,64062,13506.38,36.87,36.760000000000055
7054,24294,55428,52135,12580,57835,32153,17090.97,143.42,147.15999999999994
11672,58472,58614,49809,10023,67723,55891,16578.47,107.43,102.6400000000001
61725,39775,53616,11263,25184,34841,59160,10088.81,13.02,13.12
63919,22561,2430,2866,70509,16186,32917,17072.48,497.6,567.0400000000003
47323,24583,33595,65894,59183,43180,67747,13672.6,24.36,22.679999999999982
33392,53814,55278,63622,35119,62221,62723,12835.67,17.07,17.039999999999992
64490,18636,49476,65096,40065,61244,42387,9582.74,18.23,19.56000000000003
48034,21368,49288,34839,41957,52203,63962,15373.93,32.8,37.16000000000002
20733,38114,73381,811,58898,7484,23930,17081.76,369.11,442.79999999999836
3946,74680,14698,48615,47449,65200,8162,16923.78,66.9,64.04
25248,20235,35291,1942,55327,68794,64447,17084.74,319.68,355.32000000000045
9937,61459,30417,13127,48616,47444,19000,17075.37,94.29,92.88000000000002
31897,41723,18910,4938,12756,13819,5932,17084.49,264.7,274.4799999999958
62636,60648,9043,4043,72276,16647,10950,16738.79,82.74,92.1999999999998
21110,34758,59242,65495,2658,17966,24745,16234.09,103.37,100.32000000000056
57787,62804,57603,58599,73215,36229,62577,14528.54,37.9,31.679999999999964
8345,38241,47637,37495,47204,4439,10968,15383.78,52.03,56.559999999999995
65851,36147,36674,35928,62010,56452,58226,15213.57,24.51,23.559999999999985
48687,4182,11225,32712,31254,70189,4287,17076.88,339.84,371.12000000000046
22713,44090,48560,4189,6824,27417,56758,17099.4,132.34,149.36000000000004
45020,10170,20661,14946,52383,71712,17785,14864.79,47.93,47.88000000000008
60824,64819,9854,16783,9695,45927,68192,13851.82,40.18,44.560000000000066
3994,24337,68868,19700,24078,36923,19792,16573.43,71.28,75.64000000000011
66495,74506,50896,29239,29045,73932,16495,14690.95,86.96,94.75999999999998
54936,21388,41484,31501,73533,75020,624,17088.37,635.53,787.479999999997
74568,50683,24660,42632,49949,68982,57795,8212.63,15.29,15.559999999999993
1268,52102,69571,72228,17860,30630,71293,17089.74,199.11,208.60000000000045
48788,35638,24267,19583,21512,17607,50423,17084.62,73.11,75.59999999999994
9735,8004,1606,5226,61892,7763,15019,17078.88,402.75,482.8399999999996
70815,13126,48184,4218,7848,71140,29463,17108.46,331.94,366.92000000000075
