n_nodes,influence,n0,n1,n2,n3,n4
5,16.2715,452,843,271,886,795
5,16.2715,452,843,271,886,795
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.1129,452,843,271,886,890
5,16.0699,736,843,271,187,795
5,16.0080,736,843,271,886,795
5,16.0080,736,843,271,886,795
5,16.0080,736,843,271,886,795
