n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,38.21,25.97,25.460182564111133
71271,13365,75227,32680,1718,28407,53497,36632,23865,51044,20919,9428,18188,49.52,28.02,27.14606737500485
58305,16606,17333,232,696,27453,28243,21739,21821,37919,41110,26068,70677,68.89,29.06,27.064058335383578
26840,23811,25805,50229,39162,2827,47341,54382,21752,19097,34578,8537,43496,127.28,29.88,26.972188637170202
39499,443,44288,8653,40626,46576,40116,63012,41391,24218,63074,61936,23084,105.44,42.52,41.85828213837829
7471,33578,2997,46877,52991,2368,71967,54896,47996,49330,75827,1189,59352,145.78,52.68,49.19464612418469
6124,23713,25758,15600,32255,60582,45138,67173,46503,68773,32885,60666,14162,47.52,19.47,20.115837786347587
48142,38779,4801,56751,11951,27326,44661,67224,47530,19424,44559,36133,71453,61.01,32.3,33.01027740265789
12068,40953,41523,40130,23262,10249,19512,40541,63411,21171,6363,10611,69930,29.3,21.57,22.018928649401268
53200,4171,31108,45066,32795,59724,55280,19087,7301,4288,64692,43802,27139,120.34,33.97,33.18334647848416
17114,73930,17403,54240,13976,22127,56958,48889,19561,7703,55134,38641,18507,52.3,22.84,24.414199724956188
59395,22189,68445,59446,63983,41641,62789,35918,38144,61614,52925,19202,14753,20.8,17.39,17.26190121609858
49414,69697,23513,65447,44365,23608,11683,64469,35692,67525,71840,65906,47359,19.89,16.1,16.137733816914675
8271,46622,4498,40068,47635,73310,36811,63659,34715,38515,44574,23415,1517,89.37,29.8,29.01742680886481
62167,71695,32858,42717,35872,60678,37857,65581,46736,45597,35897,45296,53538,21.16,17.34,17.745376797309792
45881,22606,58954,47746,43822,67913,18593,69381,21780,26037,47451,62552,37074,46.03,21.14,20.97705608789959
10333,54608,22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,41.08,19.4,22.211079640003724
28709,23662,5486,61811,29654,21724,7096,17501,14526,41595,23795,63263,25344,49.09,30.36,30.775982173231
71869,4673,54459,60991,46019,49846,9434,26786,31175,49022,86,45943,53133,46.12,20.58,19.575977003211612
36507,53745,15083,71728,49005,4726,72080,39502,12428,38703,71463,67193,44482,27.15,23.25,23.946486777877375
38429,46087,16929,54932,53640,73914,70567,48423,61272,18626,20548,50167,73906,30.73,16.01,16.27776025184111
62525,26103,17430,11905,46021,124,50050,14145,42734,74162,70703,18441,42656,34.66,25.43,26.93705039183139
73963,49263,56256,56581,29666,64672,38206,62858,49778,50317,20844,34055,39426,20.6,18.58,18.545874672518746
65051,32908,54459,2578,41831,40303,64455,37538,18781,62512,3116,15975,58126,56.09,30.69,31.279113593091193
32178,38417,5239,17883,51431,1730,62953,69804,73441,35885,31912,62164,4818,56.13,25.49,25.64020965755438
32199,64240,35086,20285,37451,38428,64522,62210,67924,15489,2119,16519,39412,73.57,32.45,33.00915218824858
37007,69926,44056,38905,69450,3488,60861,45844,47322,17364,4774,371,33085,82.14,37.54,37.87144789885124
72512,59718,14103,71511,25058,1908,56317,56063,75450,63160,50524,62353,51362,34.72,20.97,23.036566327740502
25751,38856,60959,8657,39800,422,56730,37533,61924,40756,18701,21685,62706,84.06,19.24,19.56307585607724
71971,65232,43350,70509,20123,55779,70963,6364,8967,30149,35023,11166,8246,43.04,16.37,16.541604725690156
3349,43653,56273,9005,53118,63791,6408,16171,16037,28735,14569,17645,38337,54.8,20.01,21.369618022495978
57405,19625,23997,24285,54255,21126,8811,27936,5709,72811,14183,49702,9437,34.06,22.39,23.019390050434044
36683,7544,74855,75399,15512,52236,17607,1306,56579,11984,41231,64152,64170,40.64,25.77,25.944778178412705
46321,49046,7307,18118,38630,19806,74533,66301,38041,72730,72074,28913,34504,51.57,26.28,26.378189413092272
8281,72309,30884,33317,37151,67763,17534,30725,48655,59419,50974,23503,17194,37.01,18.88,19.216631686705046
2449,44774,11173,75133,4711,11950,16356,66383,59441,31271,51098,60638,62975,38.91,21.5,21.817240816528706
42373,14099,69560,3861,71054,50412,7033,19765,56273,29240,15214,10980,64414,61.07,23.65,23.600188241979126
27721,18319,49265,46438,30804,37984,43681,45701,50560,49563,17881,46964,38785,24.94,14.38,15.010545164771296
56805,47476,67828,4764,75138,28164,23663,51840,8294,12713,4863,4347,24424,121.37,51.29,51.676274598903404
26529,25637,5171,64229,63044,45680,57,55966,61628,39393,56183,42370,61023,72.08,28.11,28.051051770660845
60541,13074,25113,20273,20845,9331,49104,50548,61559,19937,72360,33301,14448,143.55,41.02,41.87960114367112
36363,21173,37624,30823,4345,63181,4206,45127,48361,41427,7719,2849,59855,263.64,123.44,123.01355119570579
61830,20443,15455,42505,38155,59490,31450,21394,4395,26348,3267,75329,30208,161.54,34.71,37.35606997121644
10250,52569,47743,40873,24179,61346,47377,37112,8765,61346,21411,31527,23022,20.97,17.41,18.244652611358056
27363,5756,56445,35482,822,60544,7977,59380,53761,22250,5891,4360,71882,64.56,23.59,22.527443959059035
68018,74081,45876,12296,9334,31063,64377,12051,61769,7046,31911,6613,65197,72.44,28.36,27.008496072179526
52077,7882,6278,33479,53408,58441,40101,6729,4928,25493,23512,66667,52737,72.94,25.07,25.21899576781239
24649,69639,30634,11057,41141,14153,11379,71032,21225,9879,28103,2281,57830,96.04,33.83,32.88992453582646
