n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
60687,48930,35013,18158,24398,843,44345,65900,60780,17101.41,443.61,554.7600000000006
10592,43781,72649,5360,49678,22205,59247,55389,20598,16590.15,79.28,78.24000000000015
22076,31196,6728,14542,17357,66357,8300,50287,13326,17090.8,244.98,264.31999999999937
38165,26864,29399,55280,11496,34961,27510,51975,36855,14192.42,28.65,32.799999999999955
44782,5661,26146,690,53895,7181,49652,64449,18237,17090.7,262.65,291.3200000000004
3077,31029,55669,14686,507,15890,75851,25909,26614,17103.46,248.51,258.00000000000017
43282,1081,10944,17456,70748,2289,65641,11119,75101,17084.27,333.3,349.6799999999994
65108,70462,25975,55064,9020,52184,25187,12244,19052,16756.78,60.58,58.79999999999993
22617,5400,7100,35388,72752,19569,35168,75403,4487,17069.35,233.7,267.4799999999977
15903,52739,31036,21199,66179,5640,47965,68427,74086,14712.11,49.81,53.880000000000166
11369,45507,14413,47915,59152,27529,52713,26053,75292,17083.43,88.8,98.76000000000002
2407,49668,43084,80,56829,14641,27974,29059,58197,17071.22,183.22,180.79999999999984
35341,42560,11641,40259,37340,13509,67830,7230,3328,17097.79,217.26,228.40000000000032
49988,73457,56182,65186,45361,32540,74190,8687,55706,17097.08,91.04,92.87999999999988
30271,12553,52547,66830,48885,73461,48412,18236,38049,12836.05,38.21,37.92000000000003
22421,33936,3850,6619,22643,34466,21523,15763,19440,16592.11,65.27,67.0400000000001
1556,6399,7983,59039,27341,50971,38566,1939,46469,17080.9,603.06,708.1200000000003
37356,18434,63034,73653,36402,17996,11349,72870,38798,17092.3,164.51,174.64000000000027
15457,8597,55040,59165,18680,73652,50200,22161,35934,17095.13,303.81,320.3199999999999
64806,45727,13005,6351,36287,69315,16822,22718,11045,17100.47,172.08,175.95999999999984
21263,29151,1705,26593,23049,62080,59860,73301,71500,16931.45,61.42,63.19999999999997
50893,10904,22681,71908,63184,34398,70179,8727,3771,17080.07,99.27,99.76
57114,71349,40469,68615,69073,70401,8595,75218,71060,17095.83,146.65,170.43999999999997
39363,8430,29398,18016,13527,13057,64443,59445,7922,16578.36,52.04,55.28000000000004
64253,6940,3827,48908,31934,60115,30291,48657,75127,17084.92,232.58,256.52000000000004
65001,31864,4718,11092,6148,53708,53303,9039,10582,17087.82,696.68,818.3599999999983
24784,4470,23765,11064,8503,3914,46503,61635,71698,17094.73,286.86,307.16000000000054
70198,62210,3404,9871,43755,11088,42136,1123,60797,17089.98,525.05,562.8399999999978
58871,19474,50605,62683,18075,13924,45713,30319,59176,15916.96,60.24,59.12000000000015
16960,25187,28987,14257,14497,6911,15740,9782,10820,16254.77,51.51,49.40000000000002
48814,13581,3074,61277,68421,26303,48429,10634,30953,17096.49,164.49,172.63999999999987
717,33602,67872,25868,2029,57574,33195,2914,13533,17089.71,805.91,1003.9199999999972
68084,54677,7576,32930,62334,41300,28927,7682,36068,15373.35,38.24,42.360000000000035
17331,39341,5097,24469,46326,52850,950,39679,12375,17079.39,351.42,391.7999999999981
3862,41638,57582,32398,54601,42172,64448,73844,45474,17092.17,297.96,343.2799999999981
52309,56371,27385,10296,36226,39437,60522,61159,74506,16778.3,56.5,57.919999999999966
59756,57662,50465,24423,43185,52712,7717,42601,12035,15900.42,33.93,32.87999999999998
22356,41617,71287,3521,24715,27668,47789,18047,11261,17087.24,170.08,187.67999999999986
44282,58599,50444,27686,71033,43957,9943,2506,72412,17074.53,249.93,266.44000000000034
55289,61682,29799,42426,67389,65843,12988,60717,419,17098.93,379.71,479.5600000000008
37310,69927,26885,9361,29326,1415,41241,5507,11991,17079.19,226.56,228.2800000000003
19544,43064,21403,12589,66796,52923,51833,51041,66349,14872.0,29.25,30.319999999999975
17674,66679,46846,47054,35379,26474,42001,50468,74358,16064.06,60.45,55.52000000000005
23911,23349,74812,22484,1238,40110,2637,36505,62755,17095.01,234.32,243.92000000000036
68490,55984,12286,35757,37349,18836,67755,59176,62758,12808.09,34.74,42.24000000000016
30416,23473,43391,19224,45567,6664,71488,36514,45131,10095.5,19.67,18.87999999999999
3437,75833,24432,70485,12657,59435,17635,44660,27628,17096.67,88.51,92.63999999999993
71189,17611,55414,28387,67549,26583,74528,55456,1312,17107.79,309.12,326.3199999999998
72732,6470,46510,65038,48768,7982,48809,52238,60765,17088.8,114.84,100.35999999999977
57328,24999,72873,12943,21765,11126,46482,34104,32390,15379.67,30.85,32.75999999999997
61547,68881,24423,69620,1578,70755,43970,29223,22715,17095.97,157.74,172.92000000000004
3683,7404,26260,44407,37161,17008,43286,39013,51851,17084.29,232.89,249.16
4726,10011,53190,32162,59510,60856,5494,41205,22685,16241.06,91.42,110.16000000000001
18851,75293,26170,68577,49994,65768,19934,49708,4333,14848.38,33.99,34.15999999999996
52010,18370,37426,54540,63152,23708,12394,67154,65315,17094.56,136.74,135.87999999999988
68210,34209,33254,48996,45463,70372,1827,25909,7687,17081.12,514.62,657.4799999999999
69286,60745,40827,13534,27029,1977,25955,60903,16168,17079.49,174.2,195.75999999999993
33386,40688,38714,29556,1516,23354,54348,35632,48511,17093.37,303.66,357.3199999999998
45642,42352,73342,21033,72467,3837,17446,27510,11674,17100.5,109.0,110.0
6146,27610,2538,33863,57498,46931,46268,73087,9893,17122.32,306.67,345.8800000000001
12308,53504,55868,23117,7749,31756,75028,20361,66614,17077.96,116.33,123.11999999999989
75108,55289,47722,25201,45715,67554,67588,53573,4472,15728.1,66.39,68.00000000000017
21128,71518,41024,36276,59942,38083,37703,57170,69816,17092.04,50.87,54.159999999999954
55551,13611,7465,47043,29200,54108,34028,47829,59251,13672.98,34.25,34.44000000000005
49076,8532,53454,66643,23975,8374,15490,42274,55458,17076.15,217.78,227.3600000000004
64815,2506,40503,57079,10328,51132,33920,25578,61732,17087.77,226.82,223.60000000000042
22138,3888,31731,38283,1037,67993,15576,75652,762,17082.1,618.5,709.639999999998
26335,57747,13378,49890,66348,35923,24414,9689,69052,17094.32,156.3,175.35999999999999
68736,40372,18875,55195,23819,25965,39995,61968,37251,16933.94,81.78,82.95999999999998
62219,66297,41157,66364,60739,7660,69672,62504,11640,16418.73,96.78,108.48000000000052
10686,53436,44195,9725,62660,21317,69851,19631,64060,17098.21,196.38,198.35999999999964
54129,70215,65142,15267,75710,66767,1613,37338,57404,17093.77,314.59,342.12000000000006
10459,74689,34688,72980,22271,36111,887,43217,66976,17088.99,213.3,215.00000000000037
57939,67937,48824,42477,23034,21222,41568,41756,43376,15384.47,31.03,29.640000000000015
62532,10745,42676,37162,12309,73742,33519,39369,7856,15730.48,29.9,29.759999999999977
51581,62085,9111,40051,54132,30496,59187,38563,49339,16934.32,58.89,57.48000000000006
59251,66921,5508,27419,21538,15579,75207,9025,10457,17086.94,100.01,99.52000000000028
12260,37638,1164,63158,38103,7008,58572,22398,20837,17080.55,802.68,955.0799999999987
11411,34892,12629,15807,20813,32869,48782,34082,29221,17094.62,116.22,116.96000000000006
26234,25683,64621,73836,70436,25419,53479,35307,61140,12647.25,27.25,25.999999999999975
32165,52868,11557,33413,34965,19851,24107,2797,50019,17060.02,147.25,165.16
17565,59677,65530,16051,13844,50866,51697,71569,43547,13516.43,31.04,32.79999999999999
17652,28933,44035,30965,46937,71624,11008,14130,11135,13346.3,38.58,36.640000000000185
72,47604,73946,60825,48180,28905,58697,71310,860,17082.55,397.33,518.9200000000008
59369,33633,44572,20642,48251,8233,38442,27074,34998,16756.72,46.27,50.56000000000003
21062,53066,16044,3458,31000,74154,19882,2275,23722,17090.93,178.03,176.0
9429,52756,16835,54917,36805,62774,9718,54487,19501,17088.09,168.88,174.2400000000003
36852,14094,66316,19750,18643,62504,69583,34107,977,16057.56,41.43,40.83999999999996
48201,12820,74360,75819,36980,15448,186,30120,62966,17111.43,867.25,1199.3200000000004
73325,21634,68464,46283,36278,26074,21509,44242,2383,16057.64,74.7,79.43999999999977
30820,10825,25094,1138,52404,808,63006,2716,6839,17088.03,833.06,1027.5199999999975
24921,39303,39819,71327,9444,57149,72149,27520,67201,17097.42,89.14,101.6000000000001
26844,12160,12321,10662,28281,41819,4880,60231,24228,17087.71,214.28,223.88000000000008
75123,35958,46983,12900,72005,35016,33725,18823,7644,13838.37,55.1,56.920000000000236
5350,47803,10293,18941,43067,2218,34521,74341,31138,17094.62,411.05,451.47999999999786
23233,3371,6949,55967,644,45728,9514,17187,25356,17076.52,511.78,606.5200000000004
18665,74014,60139,69851,60590,41657,58657,64794,29406,17091.5,143.24,153.35999999999993
25768,61627,35576,58006,8051,61760,75244,27237,18566,17085.68,91.89,97.31999999999988
58714,20867,61707,14823,55719,49009,24512,43904,60930,17100.47,49.62,49.67999999999995
12455,4472,17726,8577,48141,9185,33767,67282,33822,17111.89,139.84,147.0400000000003
