n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
31190,71333,17094,7337.26,9.9,9.259999999999998
48490,62135,8588,4335.52,9.47,9.070000000000025
1725,61503,33994,4752.64,10.86,11.639999999999992
72192,30714,25132,3606.52,7.22,7.229999999999998
61638,70906,72041,621.45,3.63,3.8
62436,52053,19741,1751.89,3.69,3.8400000000000007
30398,19873,68574,1449.62,3.76,3.6500000000000004
51109,1985,8392,10319.75,225.18,230.35999999999987
20892,5608,39487,9909.67,35.93,36.67999999999998
4064,35314,61964,10324.97,77.92,78.44999999999942
50804,55959,51768,3307.47,7.49,7.669999999999993
75616,58277,17583,1350.24,4.13,4.030000000000001
47909,12773,4703,7949.18,22.62,24.27000000000006
17821,64865,28440,1548.88,3.51,4.329999999999999
33814,57168,39456,1141.55,4.7,5.09
55200,66485,50576,1451.57,4.18,4.889999999999996
75238,45994,70005,2272.39,3.76,4.07
53421,30459,44140,7120.13,13.15,13.84000000000001
3756,36658,21377,10299.81,42.54,43.22999999999997
42780,71010,74967,1034.92,4.94,4.549999999999997
74594,13641,27672,9091.36,46.08,38.329999999999444
75174,35007,37349,1037.25,4.68,4.589999999999997
16309,8317,63176,3507.73,12.71,14.45999999999994
63374,11602,45099,6707.45,15.26,12.100000000000016
8730,53800,19761,10318.11,64.37,63.10000000000024
2637,38520,55986,8666.85,22.66,20.830000000000002
54420,15586,5792,4947.11,8.47,8.099999999999993
5890,49519,43378,6292.84,12.78,13.98000000000003
72201,36578,66246,4029.09,7.31,6.229999999999997
30926,4720,40589,10316.41,119.47,122.15000000000006
948,10088,14171,5672.43,9.11,9.149999999999995
70199,4112,25871,10318.75,73.72,79.14999999999999
53469,38222,34520,1347.5,3.81,4.02
20473,5562,44540,927.18,4.07,4.189999999999999
41134,47211,18130,9708.98,26.07,23.890000000000008
49517,49381,60346,5051.34,11.45,13.470000000000027
68167,50619,73303,623.57,3.85,3.92
13444,66457,35559,5777.77,9.35,9.589999999999996
56517,31147,39464,2471.07,4.78,4.8199999999999985
57336,33847,68305,2690.84,4.17,4.010000000000001
39713,71883,44421,2885.85,6.9,6.5899999999999945
1501,54422,41271,9908.75,40.18,42.220000000000056
2628,49350,17467,9191.25,37.15,37.20000000000007
7874,43574,61112,3713.62,8.66,10.950000000000038
46257,46212,36559,2477.69,6.27,6.72
64160,2907,7939,5479.59,10.93,9.55
2785,48387,32915,8560.92,19.01,17.929999999999982
59809,39142,41946,1561.89,4.64,5.109999999999996
23254,47704,24280,2586.62,4.67,5.059999999999997
40982,48385,34620,1649.7,4.97,4.999999999999998
39374,49435,13745,3202.23,28.27,22.759999999999472
3528,74613,17225,7747.25,13.2,12.939999999999987
40634,65537,29168,5150.7,7.06,7.909999999999994
35307,31286,42963,4439.8,9.42,9.95999999999999
24562,57047,12716,3409.41,6.71,6.969999999999996
13348,42200,43745,4232.76,6.78,6.919999999999998
29420,57465,22188,7003.84,23.6,21.18999999999987
10478,44133,28576,2889.63,5.61,5.049999999999999
74501,59126,35468,1452.63,4.39,4.22
29494,15849,4444,10320.74,78.81,78.31000000000002
69419,25009,41306,1557.72,4.43,4.3100000000000005
75344,24063,36515,2179.58,5.32,5.019999999999997
44578,11211,45256,825.75,3.68,4.339999999999997
16998,55217,38265,9298.11,20.87,20.25999999999999
67947,35543,60911,827.43,3.63,3.6
45397,54644,38063,3820.24,6.9,7.049999999999995
55020,74492,53676,2683.01,6.29,6.719999999999995
4658,54167,20446,8675.42,15.74,15.699999999999989
26158,611,62567,10320.36,62.21,65.92000000000007
66865,56931,73252,1239.08,3.59,3.5500000000000007
29109,4236,59856,1651.48,3.87,3.8099999999999996
68028,37885,71284,3834.36,5.1,4.6499999999999995
44704,29814,8921,10306.45,71.41,70.8100000000002
37619,15728,32051,7743.71,10.52,11.299999999999995
5908,4606,67147,10318.41,78.65,83.83000000000007
26013,56346,75622,518.67,3.3,3.5100000000000007
6469,1722,63051,8356.21,24.65,23.870000000000022
15835,22520,65953,2790.68,5.66,5.129999999999998
39306,31332,2601,10321.84,173.1,173.49000000000004
68808,70385,54231,3.32,3.26,3.3800000000000003
6979,14888,44741,5986.44,11.13,11.640000000000004
16437,33092,70907,1548.05,4.26,4.279999999999999
62547,8043,46116,1445.73,3.65,3.6200000000000006
28941,25864,16019,8758.54,18.37,19.25999999999999
70075,15625,22452,8454.64,24.49,22.030000000000022
31386,35882,16840,5984.96,12.55,10.010000000000012
983,63897,74828,9908.62,33.15,32.92999999999998
52465,6544,35572,10318.82,59.12,56.92
32539,35204,69109,3097.66,4.6,4.71
68114,55441,6681,7939.6,14.78,16.31000000000003
61983,42351,237,10326.28,92.45,99.44000000000017
7187,16628,6053,10322.8,49.01,44.890000000000015
16335,6531,8967,3717.66,6.01,6.029999999999998
63283,4326,11288,4227.36,10.73,10.24
67555,65813,64224,515.67,3.55,3.5800000000000005
41405,20583,41232,1443.74,4.52,4.370000000000001
9407,46044,50567,10329.09,129.48,135.02000000000007
51070,39861,47295,3415.7,5.79,4.969999999999999
34724,25045,43093,829.02,3.55,3.5000000000000004
56190,16220,16726,4446.23,6.07,5.909999999999999
