n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,53.06,17.94,18.608183573279852
120,507,779,460,483,667,388,46.14,18.69,18.455643233025263
807,214,96,499,29,914,855,51.21,20.53,20.917477178368816
399,443,622,780,785,2,712,93.27,31.18,32.55900759458902
456,272,738,821,234,605,967,35.27,16.58,16.830609159242506
104,923,325,31,22,26,665,81.21,30.23,29.708784539753182
554,9,961,902,390,702,221,94.04,32.85,33.73734340571058
992,432,743,29,540,227,782,54.84,18.71,19.1215976611112
448,961,507,566,238,353,236,53.48,19.27,19.67026508609663
693,224,779,470,975,296,948,34.87,13.19,13.970764215574636
22,426,857,938,569,944,657,50.65,18.24,18.16729536451986
102,190,644,741,880,303,123,59.09,21.55,22.125463334455294
760,340,917,738,996,728,512,35.38,15.03,14.303149459234751
958,990,432,519,849,932,686,34.4,13.65,13.98400208548739
194,310,290,601,996,903,511,52.45,18.6,18.629846286646234
866,963,517,402,603,873,35,48.24,18.97,19.29872490273388
491,248,761,816,413,424,680,33.87,16.03,17.33839697101203
177,375,561,903,719,794,690,42.35,14.79,15.049864949931573
755,383,88,449,679,520,110,46.65,18.58,18.30334011567644
797,167,533,860,402,379,501,50.9,19.55,19.321202073911575
750,30,480,44,315,720,868,50.51,20.31,20.229746713798473
629,607,592,403,662,174,172,57.22,18.77,19.30887440386047
514,232,12,789,204,552,942,65.87,22.36,21.774265256528334
880,561,237,414,526,352,975,45.27,16.86,17.3463748014892
867,591,361,470,931,275,675,41.92,15.15,15.349518632560796
561,623,980,746,5,392,802,89.0,30.9,31.380573469358556
877,840,977,907,960,758,524,32.19,14.25,13.540048101513795
828,132,531,796,574,210,436,50.62,16.71,17.106672038414022
972,57,492,890,373,583,567,35.83,16.27,16.07513490408693
204,963,516,423,496,832,365,45.46,17.34,16.863506021727304
424,354,1,551,553,638,805,42.02,14.84,15.033691326607638
627,339,469,614,28,823,235,37.67,17.27,16.933815662920654
650,181,563,598,185,881,93,61.1,23.31,23.879087596549855
817,564,816,871,836,953,261,40.04,15.37,15.455774681749812
33,861,966,689,72,85,888,71.3,21.87,23.553437284851487
17,463,14,772,773,287,255,74.35,27.53,27.38582395149448
275,112,816,639,189,352,297,42.67,18.23,18.889588855176264
