n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,30.61,17.5,17.181320133412086
861,757,667,944,542,29,860,23.51,14.47,14.518001111633032
476,794,965,255,664,53,922,32.11,17.34,17.62717403303381
160,115,380,480,889,252,389,28.29,16.96,16.63972020524152
556,104,587,255,13,748,221,40.5,28.42,27.71310334440696
417,286,186,938,888,784,398,24.73,15.5,15.34273828376799
163,780,816,73,142,632,632,33.83,18.04,20.892179418280783
455,129,135,1,995,892,5,39.06,25.0,23.795648312829307
214,792,220,983,169,893,170,29.84,17.3,16.7300934792247
296,321,984,203,552,897,694,25.98,18.15,17.408405297433657
640,209,186,963,991,707,201,26.9,16.44,16.237844201399867
989,988,915,392,305,22,369,32.38,18.86,19.22164258815001
424,169,958,149,270,66,339,24.94,15.61,15.747193845553255
308,837,617,600,3,610,694,94.65,57.49,60.41952317805778
724,346,67,317,363,838,313,35.28,18.56,17.796328622513364
492,713,323,189,492,483,721,23.73,12.46,13.924313650456858
180,58,262,998,961,23,972,51.96,28.19,28.351613659058277
767,366,865,413,18,562,806,42.8,26.93,26.302573996398927
428,374,385,592,861,9,463,53.68,29.63,29.65106434539344
47,724,185,638,978,977,201,30.45,19.06,19.363279638122684
121,773,251,951,839,964,473,29.6,17.88,18.595921952000964
352,524,363,914,537,256,794,25.32,17.12,16.341444169042695
473,110,603,766,799,816,376,27.28,16.16,16.796864568538897
880,302,37,443,968,93,213,30.92,17.72,18.50146873573837
348,525,625,371,940,151,348,25.02,18.54,20.95476287434497
282,946,719,558,94,319,702,23.53,15.66,15.38673091762066
324,313,181,817,80,641,152,33.02,18.46,19.152133496114406
738,705,316,495,165,737,49,35.55,19.6,20.043788628487135
82,615,546,945,415,32,243,29.76,17.3,18.576702048050947
758,608,352,846,256,466,666,28.32,15.18,15.74989655642453
431,149,57,938,653,33,820,41.71,23.42,24.816344342788355
505,342,858,212,133,749,577,30.96,17.89,17.833425607822132
972,135,645,918,806,423,109,27.18,12.41,13.803514281815648
172,444,381,152,60,865,430,35.76,20.88,21.137514312381356
301,144,464,944,635,872,173,24.57,15.31,14.997492588756948
999,534,464,983,499,705,747,16.72,12.27,12.321293489969268
325,490,280,298,481,413,923,26.66,17.1,16.95167140749091
150,115,386,841,544,982,183,31.62,18.06,18.10031445428949
642,959,511,888,346,184,91,31.33,18.59,18.257384343756076
503,278,527,800,561,888,514,20.97,13.96,14.714296222805828
369,64,804,814,793,364,711,28.94,15.21,15.986057581424859
601,679,35,777,313,372,572,32.58,17.37,17.705256653280273
721,684,287,855,497,271,788,23.55,14.06,14.521339646732613
707,733,300,979,968,348,665,24.57,14.09,14.380073886333909
182,594,872,11,485,560,792,44.82,25.17,25.698423779769417
