generation number, individual number, fitness, candidate
0, 0, 31.28, [2530, 21012, 21508, 15148, 24955, 22691, 22901, 6179, 20562, 4164, 6868, 18000, 7197, 6610, 7525, 14807, 11241, 7635, 12496, 1653]
0, 1, 30.65, [12802, 11472, 21847, 20562, 3652, 4164, 13929, 14373, 22691, 7444, 14807, 15933, 5131, 23293, 7197, 24955, 18894, 6830, 19423, 6512]
1, 0, 31.53, [2530, 21012, 7444, 21508, 15148, 7197, 22901, 1653, 6179, 22691, 20562, 6868, 4164, 7525, 11241, 18000, 14807, 6610, 12496, 7635]
1, 1, 31.28, [2530, 21012, 21508, 15148, 24955, 22691, 22901, 6179, 20562, 4164, 6868, 18000, 7197, 6610, 7525, 14807, 11241, 7635, 12496, 1653]
2, 0, 31.53, [2530, 21012, 7444, 21508, 15148, 7197, 22901, 1653, 6179, 22691, 20562, 6868, 4164, 7525, 11241, 18000, 14807, 6610, 12496, 7635]
2, 1, 31.41, [2530, 21012, 15244, 7444, 14540, 7197, 21508, 22901, 1653, 15148, 7525, 14807, 6179, 11241, 8879, 18000, 20562, 12496, 6610, 7635]
3, 0, 31.69, [2530, 21012, 7197, 7444, 17824, 21508, 22901, 1653, 15148, 6610, 22691, 6179, 4164, 6868, 7525, 11241, 18000, 18778, 14807, 7635]
3, 1, 31.53, [2530, 21012, 7444, 21508, 15148, 7197, 22901, 1653, 6179, 22691, 20562, 6868, 4164, 7525, 11241, 18000, 14807, 6610, 12496, 7635]
4, 0, 31.69, [2530, 21012, 7197, 7444, 17824, 21508, 22901, 1653, 15148, 6610, 22691, 6179, 4164, 6868, 7525, 11241, 18000, 18778, 14807, 7635]
4, 1, 30.83, [2530, 21012, 7197, 2212, 11241, 7444, 23293, 22901, 1653, 17824, 21508, 22691, 6179, 15148, 6610, 4164, 14373, 18000, 18778, 7635]
5, 0, 31.69, [2530, 21012, 7197, 7444, 17824, 21508, 22901, 1653, 15148, 6610, 22691, 6179, 4164, 6868, 7525, 11241, 18000, 18778, 14807, 7635]
5, 1, 31.47, [2530, 21012, 7956, 22504, 4834, 12365, 22901, 4511, 21508, 17824, 22691, 6179, 6610, 4164, 6868, 7525, 11241, 18000, 7635, 14807]
