n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,107,6860,3843,2124,1656.85,153.09,163.53000000000026
4512,1919,1570,5874,3852,4431,6852,4502,3902,3253,5235,7053,1233,1899,5200,1666.26,74.64,78.47999999999998
1242,7111,4285,3194,6072,124,5500,6367,524,1305,6211,4842,350,2467,6390,1663.18,179.24,199.8099999999999
254,6746,7090,2207,3872,4872,5888,3175,5850,6456,3497,3235,5964,6561,4726,1417.34,35.37,35.450000000000024
3642,1098,2994,798,293,1113,4054,1777,2113,5505,3573,6381,5133,7006,2466,1663.19,97.26,99.02000000000004
3450,4155,6827,3161,4702,2874,4375,4792,3338,4786,1903,2758,5586,234,7015,1655.84,72.02,70.85000000000002
2291,4962,5499,5698,1336,5723,7050,2673,4438,4685,4662,852,5847,5369,1729,1623.91,50.97,57.22000000000008
5185,6812,4698,2187,2334,1019,519,3948,6995,5232,3960,725,2818,6558,545,1623.86,68.49,68.58000000000004
3362,1235,164,2407,3499,6297,3401,974,362,4956,5034,6239,368,3094,5885,1658.34,80.65,81.34000000000006
4803,2711,4512,2286,4140,1932,295,2536,59,630,885,4913,4387,257,1616,1665.24,193.38,213.53999999999994
3341,2388,5000,2157,1279,5650,347,7108,2783,2570,2950,1133,7059,3094,3086,1613.17,57.37,57.090000000000025
3771,4260,3163,5274,7101,4879,5578,4581,840,5080,6647,4153,2222,3532,5196,1660.19,73.92,80.95000000000012
5900,5862,1946,2466,3583,2115,4269,2482,4492,2776,93,6458,3401,4751,2579,1547.93,36.35,36.679999999999986
164,3084,5044,4826,5178,1091,492,5189,5139,2723,3819,2891,5564,2888,4987,1656.4,106.8,110.83000000000011
5791,2284,6045,4010,181,4828,496,5537,174,3024,2057,5144,3738,2446,4855,1658.63,60.79,64.13000000000001
4927,2621,1453,2981,1517,2561,6210,3024,6912,4879,2163,2460,6449,3089,859,1480.41,38.2,39.09000000000001
6326,6660,220,4663,5601,6022,1076,2539,4096,1823,5355,6584,2206,1955,2685,1658.92,213.7,241.07000000000016
1535,5554,3565,5321,5718,794,834,4921,2637,2734,5529,6828,1838,3591,6633,1665.57,182.86,195.22999999999996
7008,1386,654,2758,6079,5326,1786,4656,3695,2216,1843,6447,990,277,4338,1653.06,234.12,269.2900000000005
1563,2581,6609,6850,6868,4709,1503,7075,2282,2786,6612,6782,5258,700,6604,1662.15,64.83,67.64000000000004
5073,2828,4829,1062,3451,2391,4246,6503,6962,2221,3806,2837,5195,3415,2378,1665.68,143.49,148.6600000000002
3438,4655,3354,291,3385,1277,1634,38,3910,6820,5100,4179,3558,4578,5875,1660.21,195.0,205.17000000000004
1819,264,6107,3741,6854,6171,5431,6127,4251,2367,4455,2794,1863,7057,557,1657.49,95.69,100.27000000000008
7028,4822,2351,983,6637,2003,369,287,6577,5682,4196,1625,3521,4726,404,1655.51,178.73,182.69999999999987
107,3940,6105,989,1407,4122,2456,1958,5430,162,4300,4399,3389,436,5014,1657.82,111.79,118.83000000000017
930,2796,1027,2068,7058,4431,3909,6648,6408,502,2882,1808,1616,1001,4379,1651.49,185.08,194.98000000000025
6691,976,1403,1961,6485,2242,6603,1052,6746,61,3993,5149,4676,7066,3279,1663.86,304.33,342.17000000000047
409,6197,2223,2033,2200,5063,4319,4257,3465,417,3873,2646,6361,6713,14,1655.72,120.73,132.43
7020,449,6350,1039,378,1020,408,560,3955,270,6999,5838,705,4222,4113,1684.16,390.32,461.64000000000067
4014,2587,1286,2577,587,2877,3160,5299,3191,4805,2491,2955,2170,1565,2693,1660.51,94.6,102.89000000000019
3511,1013,1045,4550,28,5865,5923,3114,6515,654,4642,1462,351,3057,3775,1659.52,68.44,68.4400000000001
4951,5327,6411,4434,3115,5215,6563,355,5103,3535,434,3050,5140,4064,6226,1661.7,126.48,130.31000000000012
5757,2580,3444,5686,3426,3775,146,2007,1791,4389,2212,5694,4832,586,6579,1657.65,85.32,86.41000000000011
3480,1838,3488,1067,230,2667,3065,4579,6479,2147,994,3802,5657,1008,6661,1654.24,243.0,259.9800000000002
5992,5425,6961,4343,6491,3083,5468,889,6010,2608,4619,4357,844,6648,4814,1664.79,79.56,82.66000000000004
5870,40,3879,1175,1933,6343,3184,363,4318,752,4622,813,5400,3078,1467,1656.92,201.86,212.55
