n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,52637,72011,37929,7713,29088,68201,86.66,35.04,35.324875466746214
70343,47218,36265,22631,13917,34304,28101,3360,34112,35618,25353,21603,40612,37963,48810,62.01,17.65,19.049532257552656
11366,44224,50847,66316,32620,23303,32417,62074,36699,11710,71780,39353,945,38265,75021,223.05,54.39,56.68445681985291
40863,66633,25575,54256,55539,37775,56497,59162,21144,30569,39991,34033,5667,10626,6071,32.71,19.93,20.42649107326104
60643,36756,68009,70073,61766,44937,19013,25634,8708,54105,26564,57822,36215,24078,46639,23.05,20.34,20.870438023289285
57137,42030,73207,26045,42406,13235,8075,29998,36369,31118,16009,43393,23270,38132,60164,24.8,22.01,21.694889840830378
3365,5611,46803,10827,37445,42876,2383,42311,37879,42162,20042,53795,10191,38457,25089,70.85,61.08,62.452278833323234
58214,38272,17883,32774,50021,20827,43425,75116,1231,47621,5871,59609,22225,47866,47542,61.27,23.27,23.582967539197814
38054,74901,12727,57583,27162,55568,27252,14892,7777,8153,7244,22107,19613,5359,71595,81.74,38.31,36.34722648883074
64312,32644,42130,4662,16026,69368,38391,53650,26248,62621,26446,31701,57516,53821,64479,40.01,21.42,23.348646438387913
4832,28712,55210,58130,32582,56077,28274,65349,24603,4148,4824,33343,33211,31770,68901,78.32,25.43,26.10435630108676
27271,30338,54674,34299,18573,42600,6720,41224,74100,15316,74672,52817,5308,64787,50786,35.78,28.61,22.853500067855297
12177,56375,27645,75013,21686,44117,38824,61764,41292,55048,69209,28211,35166,44371,51404,22.51,18.78,19.540600345204904
65062,9749,36710,25068,5838,51747,16729,35316,7927,21923,60892,74606,61890,52917,51176,27.12,22.2,20.305137973394977
28644,429,27681,20544,1718,33729,15189,51876,49949,29141,72169,6999,26433,21220,43338,95.39,33.55,31.731872732625153
73711,61801,68997,57624,3459,10353,4480,14800,64072,73505,33679,18187,5423,47522,10445,90.84,32.79,29.863194668439892
68548,1382,38920,45470,9795,11159,71221,59476,49959,26915,40785,50938,30631,63786,52436,40.75,23.78,24.465236306501716
12467,10118,15001,47956,67171,56879,54511,58227,8771,25670,39623,62741,55373,15489,73176,53.98,27.03,26.65739351218991
21938,48706,21341,23114,19569,42802,64783,44379,33896,71023,639,22112,729,40870,15853,116.27,28.19,28.219233527681652
71427,14527,63767,63471,68984,9920,68251,32170,53893,38463,46765,30042,23647,221,6936,73.2,37.74,35.72459184968721
41061,71314,61214,74493,40062,66409,57770,57942,51354,18437,32990,47471,44570,17465,56806,41.79,17.56,17.621181163766295
10821,18866,23287,37403,48757,25885,75495,45932,12250,10100,52762,23550,43207,48744,42817,57.88,33.3,33.368476564956815
22888,39397,3037,2634,68673,11627,47057,12897,20770,23907,64912,75217,10079,15312,22547,188.06,65.13,66.97712327164331
62800,29120,39697,53229,31120,64203,28982,40589,48184,30194,42810,70415,69436,59229,52457,32.41,21.08,21.3602024696663
66359,52515,41042,37194,57447,53944,1727,32936,24103,70804,60101,73549,47749,52978,50940,38.53,21.71,21.32951114107116
3659,20454,67017,8875,60056,45534,40925,11972,33803,63367,29119,62501,8688,19493,31240,57.46,28.98,28.20439721504929
9054,39218,17385,6145,21406,52154,71714,70581,34384,2428,68729,32163,20646,12682,26933,100.99,26.47,28.004428804308787
4161,41486,10740,15960,35471,8029,37887,22586,19555,54389,17038,10657,73394,47750,340,91.08,29.24,27.989833024823128
72398,20418,65870,53991,20211,28187,39074,63463,66531,8886,49279,22024,21419,33563,67480,234.09,57.14,59.0280856256427
51291,70431,39696,52510,43046,22316,50699,8116,55454,3676,36516,2490,39845,19990,11248,36.66,22.55,22.726411079950765
20535,15199,2015,30411,30313,72551,1128,62482,69761,24260,59284,49736,44070,22619,69510,98.7,27.68,30.627781312217447
24635,14045,62247,46764,39996,54186,4879,27787,33511,40290,62584,44452,10919,30937,41423,29.48,23.51,24.528186861798265
13573,5012,42250,69087,62409,46276,10683,23217,5656,65285,68043,71518,32751,5107,26325,96.78,36.42,35.28931999731586
9351,44091,18065,40442,15306,66526,66755,118,9370,29639,35942,2394,4495,1377,62663,73.83,32.76,30.795083718117755
18987,27936,47164,32664,45215,39076,50916,52773,4461,22657,54040,64709,8378,66929,66706,37.59,23.55,23.40321047821547
39160,73380,37077,27208,57331,42184,22920,28142,2352,62732,57306,36168,43430,53361,53682,31.8,22.41,22.633247533519718
42101,27546,33552,36653,66993,11352,3942,52827,34546,37636,17354,40996,11369,21756,12075,66.3,28.2,29.660794915688633
27735,33239,28327,65436,14945,44629,1042,59719,74720,26703,21819,12256,32002,68036,12494,64.1,27.88,25.872194793084887
14942,41431,38876,74350,19760,9923,23497,3567,23734,27021,34462,4568,42522,43010,47747,54.24,36.85,37.19796274063793
21280,22527,28176,6489,7005,21044,7534,34327,64731,13662,26159,18061,51418,62753,71585,108.58,29.88,28.84756447742887
64996,70859,42429,47473,56360,53190,4746,4965,23754,20042,46946,28737,38885,31230,47669,88.75,30.22,28.020069717777712
75211,25498,45098,50291,47668,70198,14663,29426,24986,45643,24253,70058,27867,2778,3533,106.89,35.72,35.23873109400816
15437,25052,38911,42154,70917,65186,5420,40138,51488,21461,18296,49243,60784,45958,46651,35.4,24.09,25.711182056490294
766,58511,17864,58647,3901,54843,27718,15060,43320,38735,73176,7122,10275,63130,21147,114.31,35.18,36.05522947785886
69073,8002,23737,31594,43603,2566,2997,50174,57272,30324,18120,5594,17560,23981,37428,158.77,59.52,56.410144808195305
30606,57035,41205,70903,48751,22295,45289,71348,75036,45204,33817,43919,70467,4211,71313,50.9,29.49,31.58594193503396
19939,47948,74788,25811,64790,61758,15653,9691,25700,20836,18777,72235,18334,6741,70607,126.97,39.86,38.54810138869391
45376,10555,6167,19557,71279,23071,34491,7507,38692,62319,36804,27408,61929,37027,69409,48.14,29.3,31.132521750539198
8184,18408,37728,54653,5897,347,45426,69384,47227,9443,26241,56803,10491,55634,4253,83.31,32.39,33.471449324821386
37162,26062,25685,22538,26469,10580,12213,1388,472,38199,68130,67852,68819,55582,8495,55.15,31.47,31.553218850141764
12121,68587,44371,22088,26220,66928,71996,8110,8150,8448,18242,57180,17759,13634,67779,77.48,27.84,28.051008898555487
42509,67326,44481,36317,17426,15491,9227,672,20585,5657,35693,71467,55695,39875,47093,55.47,34.04,34.45638156769952
20002,68779,47513,70304,59900,32450,59302,22359,63236,71330,3392,73133,74732,25412,34273,59.37,26.57,26.639389766718818
75188,59202,43609,21227,39850,21036,41454,39341,41431,27404,69913,63437,38280,35268,48296,83.53,41.31,40.97427738220289
21735,41313,12742,30542,43059,25452,23133,57837,12560,40649,4316,68301,736,6091,342,92.27,29.16,30.0704014430398
72852,23398,29209,32179,48874,51571,50650,31692,57862,56664,38095,66557,11671,45049,5720,56.43,34.98,36.77354805307336
12599,24209,7261,53266,617,51439,21487,56908,5802,73101,29182,49015,44980,66637,45800,109.21,32.65,33.5980987860525
17384,74,45405,47658,12666,49616,75079,28108,64215,46122,75193,56724,72451,11965,51435,58.28,24.74,24.908156030627623
20666,11328,58835,50800,68809,27619,3576,12072,37483,13165,16541,16646,59843,57384,45803,80.05,36.69,35.171676797402704
53356,41644,52603,40505,51890,13488,44660,49227,66751,10074,63908,57027,48247,29805,75476,39.54,30.62,31.74015701410122
21432,56067,37311,16220,43936,70063,4658,68164,31202,24188,62744,30330,67890,46489,55305,21.66,20.28,20.598643336118986
57624,54773,69680,16242,64820,1539,56492,46876,61548,36762,25834,18493,43657,47172,20029,54.72,26.1,25.66709076545885
34747,70943,73946,63464,17805,64241,50476,62546,45591,66627,4171,57000,33336,24502,70254,38.21,19.36,19.4386780204295
23072,2314,60228,74986,39954,17358,5888,267,30491,44557,20291,41333,42996,58889,75281,81.26,36.41,38.83149810174184
30223,35896,7398,8311,4678,57805,14563,31822,29463,62009,70182,8273,71356,21388,22813,74.21,33.93,33.04679163867512
25725,711,25374,67283,24965,28807,1841,65682,63253,42855,45745,34767,75229,53195,75665,153.64,50.7,55.36545766300101
17266,44348,15540,32930,34594,12596,7543,44257,7421,50417,9024,27115,32515,6639,64156,35.49,18.78,19.155358723863934
50771,48070,9187,11129,19251,58460,56102,67222,49164,14092,22391,18914,4535,22260,59734,113.79,44.72,46.39187874419815
69850,69034,61867,57839,48029,74128,56710,32375,32771,35405,74809,973,35036,52202,73876,27.55,21.49,21.682677690184917
43527,37535,15629,20647,67284,24640,21230,51168,71274,16929,24101,24785,73697,9413,70875,26.15,21.84,21.599409632415668
9345,40138,4078,10564,66248,60403,12319,69428,932,36525,34682,25790,24591,15290,33488,228.4,48.56,48.49270056394465
52284,35370,69207,35649,829,13368,52294,47514,21317,64413,45032,24949,64307,32091,21618,56.33,23.95,24.09629322040473
22026,43751,4180,27646,24741,70578,60974,69410,42296,16763,22505,47866,75785,67330,56325,49.64,25.64,25.66169315949459
58884,47757,42981,10239,60222,63519,35716,34096,20136,14679,33500,57488,66010,64080,59939,23.3,22.6,22.634558002976096
11242,35224,49121,71497,13032,39630,1196,20757,50206,66612,23057,50322,63166,23465,4323,332.68,87.56,90.0745306446783
41911,28817,31759,52279,69814,22013,25062,61444,60085,39487,50812,35649,43756,57169,27136,34.08,20.95,21.03254554121323
4769,75036,7208,72334,25057,4449,69586,64659,43766,33667,7487,16613,49076,6755,52685,81.37,30.13,30.819673808534453
54919,48858,32637,45669,57441,48081,52173,75568,3542,50884,16890,18108,61794,53350,32904,108.99,33.77,33.78418708649318
22151,58278,69417,47485,48175,73878,13469,23662,19411,39920,67350,20062,8238,64638,73411,47.94,21.21,22.460854046986093
5087,36696,26347,356,56516,53317,35418,65449,21863,3768,14313,17885,53430,35862,72838,46.65,27.39,28.3782103999386
59203,9498,42575,33983,70915,57527,22418,2902,44717,33186,33535,34177,50733,44841,7826,143.76,42.67,43.34292148096228
74820,23246,56013,34747,73843,13305,31097,75248,13541,13024,64947,36295,53638,16239,51060,31.16,24.15,24.647202375251517
57335,61312,68357,58692,75574,21500,62461,67466,22805,37431,45866,36500,9226,57770,67905,40.23,26.34,26.268935540368467
68641,25089,38762,69868,50618,34229,69753,61404,68669,43855,8059,42751,60496,48964,71811,65.98,57.68,57.60113996995641
45505,18571,28865,30549,48215,9960,33835,55244,58800,37829,54564,66152,22280,52599,29085,39.59,26.77,26.976460209549295
51196,37114,40999,18201,33523,57643,28093,26444,62778,13265,64869,20718,8193,33551,2241,52.58,31.59,31.129007518381613
19476,41703,52136,43090,48050,18340,10289,66824,8022,61353,48559,21241,45421,47620,11294,57.31,33.46,33.97667963100391
46940,66635,73002,14321,72938,61097,57723,65574,63538,24338,16444,41816,53603,17324,71546,37.01,20.33,20.053149256806122
39278,60847,74937,21801,22750,29643,57527,24914,53422,17013,71679,3946,40577,20858,71200,35.36,21.96,21.73154102909867
31488,43972,20298,66100,29807,41287,56149,13155,5217,45126,66911,39207,22275,57497,12797,85.79,32.2,33.70308705944406
37798,26756,22407,9168,69617,41220,12069,3942,17904,18053,9353,23192,75466,34553,22355,23.67,20.99,21.281420387889895
6278,44472,41399,35820,61382,62019,19551,14580,65570,41311,38060,33162,40552,7558,68560,31.09,21.84,22.39478795619395
