n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,1000.0000,482,265,564,239,196
5,999.9900,482,265,564,239,196
5,999.9900,482,265,564,239,196
5,999.9900,482,265,564,239,196
5,999.9900,482,265,564,239,196
5,999.9900,482,265,564,239,196
