n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,153743,123274,253104,199158,192632,97821,83725,201887,5738,71486,35.64,34.4,34.32000000000001
128146,210217,51932,191319,228722,108529,238701,141113,141361,178795,24696,50589,147696,145126,183375,211058,191073,69604,173775,210597,159920,37.24,35.48,35.17000000000001
179749,23097,221323,111332,87970,259584,24414,94932,209789,107464,210968,65663,116709,183401,24583,198067,51684,183696,166440,208774,76332,36.95,34.4,34.65000000000001
25572,249396,11975,154290,236654,52657,217030,171810,239252,94471,127586,244511,218293,238422,50783,134912,150964,168970,254288,182953,233939,37.21,35.73,35.390000000000015
211158,132039,255950,240200,7450,166062,94732,64197,157744,112640,79776,93684,154443,31348,23511,131113,230707,177895,137694,52199,30624,37.53,35.21,34.610000000000014
159438,173733,70224,81862,188482,51438,99564,126810,58389,36203,156589,55020,218629,226895,229634,183035,136876,3282,49478,203963,44339,38.3,34.59,35.69000000000001
4471,169865,87270,146209,237092,175991,162598,162167,80248,98207,98934,138247,102017,75798,33248,177924,128124,14109,48588,110857,155695,38.49,34.67,35.56
195641,261705,104271,25160,257156,115671,64306,211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,217909,99619,208692,35.61,34.24,34.12000000000002
20046,135446,111783,123451,79550,184987,214049,107233,246605,22526,50369,195694,178305,69683,118320,127838,189432,205528,252988,45122,4860,37.8,35.49,35.45000000000002
5733,141018,32373,65834,154511,210181,94646,49167,67190,131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,110557,160478,38.3,35.06,34.980000000000004
127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,130193,80130,166322,210958,122489,84774,96069,172816,42737,254480,239363,36.21,33.99,34.19000000000001
241979,162383,98577,182046,158081,69678,83915,169370,104407,255594,127925,191183,207995,41467,245527,216974,76228,146763,1623,163521,117796,36.81,35.09,35.05000000000001
252878,14969,47861,7893,159897,202787,149361,29397,178807,188352,97230,94899,257583,246006,130401,223737,154599,16324,240982,50497,40471,37.38,34.14,34.66000000000001
248352,70583,160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,122919,60834,26255,97232,94888,252172,38000,178496,163995,37.08,35.07,34.640000000000015
63795,159011,83447,37821,9877,164628,175153,25512,187153,27638,11865,169232,125272,121297,189817,235820,18087,164940,8086,183860,144553,38.32,35.73,35.44000000000002
33294,161642,218277,242269,21900,42220,162036,165459,238917,69516,237955,219783,234171,171515,118484,130991,181875,5317,207443,167103,35932,35.41,34.25,34.34000000000001
214499,247307,49491,238229,244873,115575,125609,204078,115206,117198,146431,72458,125155,186772,151865,16690,217953,209767,76483,256396,95274,36.47,34.55,34.780000000000015
74991,94409,246329,8878,21936,131702,224940,72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,187114,22450,65424,214006,37.27,35.05,35.47000000000001
158510,167397,62508,140378,195420,8575,193736,45427,88180,97121,8379,13648,249533,260319,193946,200591,196930,248983,54835,183680,113517,35.66,34.93,34.38000000000001
90040,232032,20341,41322,191763,177162,29893,104766,143425,35571,121648,194778,129638,167615,19708,33567,19391,91855,136384,256507,7989,39.13,35.99,35.83000000000002
48674,137736,185620,39400,48157,73847,193723,39584,132991,149012,222840,101792,208844,58479,247746,58090,182338,147864,187489,238703,32991,36.35,34.81,33.900000000000006
109872,181103,42777,198519,82968,260420,63002,147066,150041,1248,206154,211048,149137,101367,49321,199291,85265,224117,99898,137965,115590,37.71,35.65,35.460000000000015
2536,104205,221477,261494,139143,144456,222831,173559,35720,187792,61261,169120,142586,211093,194741,97576,71276,174734,48535,254956,39166,35.42,34.42,34.16000000000001
43025,180943,163961,35214,100846,19470,16008,3212,10452,123785,198958,15526,30039,170621,186396,141630,26252,176614,96368,156138,8436,37.48,35.48,35.390000000000015
15696,142280,58926,206152,106651,59133,200184,148191,180271,241769,249321,76938,24304,123482,20263,189831,150314,226550,15416,44200,234289,36.87,33.67,34.22000000000001
173371,114802,31472,251149,29418,184012,257752,46609,13110,179295,241120,7965,196637,220401,177192,260355,191218,111497,170646,185682,75242,36.54,35.45,35.170000000000016
67027,116227,60802,52990,213861,225252,171515,204160,140403,206449,169009,56087,72828,155244,3437,66831,138160,207234,191847,195238,255282,37.25,34.14,34.86000000000001
260862,253954,185648,228425,179277,86763,203690,135637,24557,153322,156071,169187,8582,94909,96243,181219,30702,59310,248636,199975,7343,36.89,33.8,34.57000000000002
