n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,15.27,12.32,12.17
369,855,173,753,828,685,874,10.99,10.45,10.170000000000002
315,257,620,217,621,36,595,19.87,13.59,14.250000000000004
697,162,441,653,402,822,740,11.52,9.75,9.800000000000002
880,521,972,380,557,958,455,12.51,9.65,9.910000000000004
514,274,922,36,891,28,372,23.24,15.75,16.54
476,954,326,929,389,433,913,14.49,11.16,11.080000000000002
905,538,168,573,181,241,236,15.47,12.79,13.109999999999998
24,180,332,177,139,522,522,17.97,13.0,14.640000000000002
368,526,690,573,186,915,456,14.47,11.22,10.720000000000002
815,424,752,537,928,930,781,13.74,10.39,10.310000000000002
372,808,607,362,370,879,984,14.74,10.99,10.820000000000004
456,165,977,772,409,732,756,12.37,10.31,10.210000000000003
472,670,543,255,501,285,947,12.1,11.42,11.190000000000001
510,512,527,851,815,362,677,15.29,10.21,10.740000000000004
904,465,921,924,472,359,581,12.89,9.97,10.090000000000003
743,942,570,741,467,498,674,13.7,10.14,10.829999999999998
227,963,332,834,716,855,170,16.44,10.56,10.73
897,929,631,274,791,933,491,11.05,9.44,9.510000000000002
316,310,980,818,723,851,516,12.56,9.64,9.610000000000001
575,530,519,667,630,602,416,13.65,10.53,11.32
319,748,212,500,524,375,956,18.73,13.59,13.709999999999999
700,638,903,77,803,840,349,15.7,11.19,11.430000000000001
743,8,929,834,195,762,108,20.85,13.44,13.180000000000003
60,588,668,50,279,605,232,17.57,12.27,12.190000000000003
698,896,937,108,772,534,139,14.9,10.3,10.800000000000002
874,272,250,844,215,966,901,15.98,11.52,11.310000000000004
61,433,919,734,777,32,58,21.41,13.01,13.66
371,368,176,255,688,24,84,21.69,15.43,15.740000000000004
117,977,69,25,41,746,940,23.79,15.59,16.07
21,382,261,130,832,958,160,18.4,12.77,13.140000000000004
752,188,535,708,1,394,603,17.75,10.96,11.14
44,813,253,155,994,37,4,32.24,21.13,20.939999999999998
352,960,630,642,760,765,115,14.76,10.96,10.830000000000004
292,345,500,31,315,459,564,15.68,11.46,11.710000000000004
784,619,757,46,923,270,773,15.09,11.35,11.560000000000002
411,883,636,722,157,484,981,15.79,11.57,11.440000000000001
230,95,676,703,323,858,104,17.07,12.38,12.34
24,458,807,895,970,130,530,18.35,13.95,14.000000000000002
598,799,402,498,527,335,147,12.76,11.43,10.910000000000002
895,982,349,265,268,620,993,16.25,10.28,10.900000000000002
429,668,18,716,571,982,143,23.46,14.95,14.990000000000004
686,58,259,34,134,165,174,19.84,14.67,14.879999999999999
98,464,650,237,520,938,725,15.07,11.39,11.7
956,32,252,238,731,455,75,17.15,13.06,12.960000000000003
256,82,605,233,639,810,819,14.92,12.05,11.610000000000003
638,726,368,262,700,433,285,15.53,11.45,11.130000000000006
538,768,4,154,36,393,418,27.91,18.94,20.15
164,113,524,741,89,246,104,21.22,13.15,13.38
102,20,186,768,237,107,222,22.86,15.99,15.62
25,533,685,475,464,317,548,16.27,12.25,12.66
657,389,217,701,928,778,986,12.72,10.16,10.180000000000001
215,746,825,444,435,523,21,19.29,13.49,13.830000000000004
595,605,52,902,428,951,537,15.92,11.24,11.010000000000002
595,185,942,96,679,821,491,15.39,11.71,11.54
374,19,531,983,943,121,625,17.06,13.39,13.210000000000004
375,296,706,954,381,315,19,17.83,13.13,13.500000000000002
895,701,422,103,107,313,203,17.66,13.05,12.7
860,793,688,845,16,831,462,19.59,13.2,13.55
61,420,652,497,474,213,910,15.4,11.88,11.520000000000003
602,628,75,5,291,24,381,26.76,17.2,17.54
313,957,740,78,224,773,502,15.35,11.65,11.260000000000002
196,118,585,382,401,733,474,13.62,10.8,10.350000000000001
143,771,353,404,908,124,260,18.52,13.66,13.9
124,125,82,631,870,342,656,14.91,11.87,11.960000000000003
400,982,217,709,107,25,633,16.46,11.88,12.440000000000003
674,481,795,44,740,722,509,18.6,13.26,13.09
297,366,982,468,144,817,383,16.17,11.12,11.630000000000004
275,495,538,886,489,736,977,21.04,12.64,12.959999999999996
745,823,429,954,503,856,696,13.21,10.03,10.670000000000002
303,404,237,160,500,610,265,18.52,12.7,12.440000000000001
561,437,712,695,715,940,86,14.52,10.01,10.070000000000002
599,745,837,589,98,72,364,16.65,12.95,11.980000000000002
180,558,150,825,426,919,68,14.77,10.79,11.160000000000004
817,88,933,916,697,829,663,13.87,10.11,10.660000000000004
38,131,997,303,399,237,725,17.24,12.55,12.64
686,906,697,337,449,176,536,14.68,11.48,11.58
293,114,159,553,972,992,773,17.63,10.9,11.560000000000002
433,98,336,528,254,732,526,15.25,11.86,11.83
263,173,916,161,472,970,720,15.68,11.19,11.41
240,413,895,367,801,782,587,21.85,13.01,13.669999999999996
746,148,477,451,736,30,829,20.18,12.91,13.679999999999998
609,392,902,754,184,402,522,13.76,10.48,10.230000000000002
54,494,280,414,259,727,748,18.16,12.45,12.739999999999998
959,422,722,663,483,368,985,16.25,10.88,10.99
560,338,730,763,933,674,83,14.02,11.1,11.39
779,839,872,743,230,545,636,12.6,9.74,9.620000000000003
192,412,835,682,391,902,650,15.83,10.97,12.219999999999999
936,11,320,475,536,728,928,21.34,13.47,14.719999999999999
904,477,665,181,835,96,17,22.57,14.71,15.659999999999997
412,965,221,746,582,620,395,13.3,10.42,10.370000000000003
927,220,905,995,102,399,835,16.5,11.27,11.47
571,785,820,204,280,762,943,12.58,10.34,9.810000000000004
600,594,196,501,823,626,141,17.66,11.47,11.930000000000001
8,627,694,444,493,259,525,21.99,13.99,14.150000000000002
579,177,478,729,209,995,989,20.29,13.14,13.949999999999998
778,74,358,3,927,497,545,32.69,26.15,25.839999999999996
857,685,674,67,772,605,496,13.0,10.55,10.530000000000005
947,690,944,342,470,273,898,14.17,9.92,9.940000000000003
514,471,28,81,628,772,355,21.44,14.91,15.139999999999999
