n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,173,753,828,685,874,315,257,620,33.18,27.69,27.36000000000001
217,621,36,595,697,162,441,653,402,822,740,880,521,972,380,557,958,33.11,27.0,27.220000000000006
455,514,274,922,36,891,28,372,476,954,326,929,389,433,913,905,538,42.8,30.37,32.04
168,573,181,241,236,24,180,332,177,139,522,522,368,526,690,573,186,36.12,29.6,32.190000000000005
915,456,815,424,752,537,928,930,781,372,808,607,362,370,879,984,456,29.1,22.82,24.880000000000003
165,977,772,409,732,756,472,670,543,255,501,285,947,510,512,527,851,35.03,25.49,25.960000000000004
815,362,677,904,465,921,924,472,359,581,743,942,570,741,467,498,674,32.85,25.21,25.760000000000005
227,963,332,834,716,855,170,897,929,631,274,791,933,491,316,310,980,29.91,24.73,24.400000000000006
818,723,851,516,575,530,519,667,630,602,416,319,748,212,500,524,375,35.88,28.88,28.180000000000007
956,700,638,903,77,803,840,349,743,8,929,834,195,762,108,60,588,40.3,31.07,30.730000000000004
668,50,279,605,232,698,896,937,108,772,534,139,874,272,250,844,215,35.01,27.13,28.01
966,901,61,433,919,734,777,32,58,371,368,176,255,688,24,84,117,47.85,34.69,34.300000000000004
977,69,25,41,746,940,21,382,261,130,832,958,160,752,188,535,708,44.57,32.52,33.790000000000006
1,394,603,44,813,253,155,994,37,4,352,960,630,642,760,765,115,49.18,37.45,36.00000000000001
292,345,500,31,315,459,564,784,619,757,46,923,270,773,411,883,636,36.53,27.93,27.750000000000007
722,157,484,981,230,95,676,703,323,858,104,24,458,807,895,970,130,38.59,30.11,30.44
530,598,799,402,498,527,335,147,895,982,349,265,268,620,993,429,668,31.96,26.83,27.17
18,716,571,982,143,686,58,259,34,134,165,174,98,464,650,237,520,46.55,34.62,35.709999999999994
938,725,956,32,252,238,731,455,75,256,82,605,233,639,810,819,638,38.77,27.74,28.950000000000003
726,368,262,700,433,285,538,768,4,154,36,393,418,164,113,524,741,48.57,37.48,36.67000000000001
89,246,104,102,20,186,768,237,107,222,25,533,685,475,464,317,548,42.46,34.1,34.31999999999999
657,389,217,701,928,778,986,215,746,825,444,435,523,21,595,605,52,36.63,28.61,29.450000000000003
902,428,951,537,595,185,942,96,679,821,491,374,19,531,983,943,121,36.52,28.27,28.870000000000005
625,375,296,706,954,381,315,19,895,701,422,103,107,313,203,860,793,40.02,29.11,30.300000000000008
688,845,16,831,462,61,420,652,497,474,213,910,602,628,75,5,291,43.23,32.3,33.07
24,381,313,957,740,78,224,773,502,196,118,585,382,401,733,474,143,38.2,28.68,29.550000000000008
771,353,404,908,124,260,124,125,82,631,870,342,656,400,982,217,709,39.25,28.98,30.53
107,25,633,674,481,795,44,740,722,509,297,366,982,468,144,817,383,40.56,31.5,30.76
275,495,538,886,489,736,977,745,823,429,954,503,856,696,303,404,237,36.66,26.67,29.159999999999997
160,500,610,265,561,437,712,695,715,940,86,599,745,837,589,98,72,33.47,26.81,27.040000000000006
364,180,558,150,825,426,919,68,817,88,933,916,697,829,663,38,131,35.82,27.52,27.990000000000006
997,303,399,237,725,686,906,697,337,449,176,536,293,114,159,553,972,39.64,28.72,28.050000000000004
992,773,433,98,336,528,254,732,526,263,173,916,161,472,970,720,240,37.51,28.72,28.17
413,895,367,801,782,587,746,148,477,451,736,30,829,609,392,902,754,40.03,30.17,30.309999999999995
184,402,522,54,494,280,414,259,727,748,959,422,722,663,483,368,985,34.79,27.3,28.270000000000003
560,338,730,763,933,674,83,779,839,872,743,230,545,636,192,412,835,36.23,26.96,26.660000000000007
682,391,902,650,936,11,320,475,536,728,928,904,477,665,181,835,96,42.34,32.28,32.42
17,412,965,221,746,582,620,395,927,220,905,995,102,399,835,571,785,38.6,28.62,28.77
820,204,280,762,943,600,594,196,501,823,626,141,8,627,694,444,493,39.55,28.82,29.61000000000001
259,525,579,177,478,729,209,995,989,778,74,358,3,927,497,545,857,49.65,41.0,40.86000000000001
685,674,67,772,605,496,947,690,944,342,470,273,898,514,471,28,81,39.09,29.53,29.720000000000006
628,772,355,177,777,768,961,803,414,261,691,640,806,853,884,736,138,38.17,27.64,28.069999999999997
55,166,511,390,475,691,301,159,10,289,570,478,990,1,375,34,550,41.61,30.54,31.04
870,391,577,453,209,891,692,315,510,664,136,495,706,551,728,936,309,40.49,26.92,27.59
78,264,844,320,311,341,661,971,814,319,669,658,402,530,860,942,95,37.9,28.77,28.72000000000001
520,648,215,400,610,543,868,871,153,817,516,643,91,315,41,238,972,42.22,30.5,32.42
468,574,237,535,284,62,980,114,114,691,838,806,388,877,373,218,326,35.36,26.25,29.8
364,79,342,468,371,170,509,452,890,298,472,916,137,943,735,452,654,36.83,26.3,28.890000000000004
221,951,279,334,162,101,909,243,480,194,770,694,866,382,189,364,143,34.09,27.5,27.19
814,138,238,275,827,563,648,387,409,827,843,767,350,287,899,737,948,29.19,24.1,25.390000000000004
609,514,594,706,749,971,328,760,409,769,730,890,721,958,647,771,992,34.12,26.26,26.360000000000003
733,298,544,637,652,686,74,376,315,404,495,178,264,980,922,362,451,37.1,28.62,29.839999999999993
488,89,915,945,190,322,983,388,130,991,28,106,359,171,367,78,939,40.87,30.2,30.419999999999998
899,904,749,779,667,446,8,555,328,242,844,853,608,399,554,291,480,38.64,28.09,29.330000000000002
653,922,154,368,323,206,948,510,97,994,145,802,209,339,257,144,430,39.78,29.27,30.200000000000006
369,256,91,350,192,252,724,245,745,625,47,344,962,381,663,786,626,38.83,28.98,29.81
63,882,147,181,871,64,440,454,797,278,135,328,535,590,865,119,346,38.73,29.22,28.930000000000003
663,786,727,625,980,404,233,55,401,784,485,501,634,892,324,557,857,35.49,27.7,27.709999999999994
636,611,92,602,522,551,680,507,410,860,708,465,173,421,395,537,463,34.04,26.67,26.82
47,899,110,462,605,131,121,959,943,696,512,937,179,79,402,313,468,40.66,30.49,31.14
817,724,9,259,108,684,359,225,177,25,150,437,685,94,344,994,839,47.21,35.38,35.09000000000001
