n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,2018.41,408.4,490.7600000000007
107,6860,3843,2124,4512,1919,1570,5874,3852,4431,6852,2016.2,241.72,253.28000000000023
4502,3902,3253,5235,7053,1233,1899,5200,1242,7111,4285,2019.52,121.8,124.24000000000026
3194,6072,124,5500,6367,524,1305,6211,4842,350,2467,2013.74,519.97,637.3599999999998
6390,254,6746,7090,2207,3872,4872,5888,3175,5850,6456,1997.88,73.46,78.52000000000011
3497,3235,5964,6561,4726,3642,1098,2994,798,293,1113,2014.34,260.02,272.31999999999994
4054,1777,2113,5505,3573,6381,5133,7006,2466,3450,4155,2019.2,90.9,93.60000000000007
6827,3161,4702,2874,4375,4792,3338,4786,1903,2758,5586,2020.38,188.35,185.2400000000001
234,7015,2291,4962,5499,5698,1336,5723,7050,2673,4438,2018.09,101.99,104.00000000000014
4685,4662,852,5847,5369,1729,5185,6812,4698,2187,2334,2016.46,97.78,101.4800000000002
1019,519,3948,6995,5232,3960,725,2818,6558,545,3362,2016.58,165.46,180.2800000000001
1235,164,2407,3499,6297,3401,974,362,4956,5034,6239,2015.43,215.27,238.0400000000003
368,3094,5885,4803,2711,4512,2286,4140,1932,295,2536,1996.59,92.44,97.12000000000005
59,630,885,4913,4387,257,1616,3341,2388,5000,2157,2016.41,511.7,651.9999999999995
1279,5650,347,7108,2783,2570,2950,1133,7059,3094,3086,2016.78,154.14,155.68000000000006
3771,4260,3163,5274,7101,4879,5578,4581,840,5080,6647,2020.44,199.51,228.6400000000003
4153,2222,3532,5196,5900,5862,1946,2466,3583,2115,4269,1961.39,55.6,58.75999999999995
2482,4492,2776,93,6458,3401,4751,2579,164,3084,5044,2017.07,95.69,101.44000000000007
4826,5178,1091,492,5189,5139,2723,3819,2891,5564,2888,2018.6,285.95,316.4800000000003
4987,5791,2284,6045,4010,181,4828,496,5537,174,3024,2016.17,156.55,174.55999999999997
2057,5144,3738,2446,4855,4927,2621,1453,2981,1517,2561,1980.44,76.57,79.80000000000008
6210,3024,6912,4879,2163,2460,6449,3089,859,6326,6660,1960.8,58.54,57.60000000000002
220,4663,5601,6022,1076,2539,4096,1823,5355,6584,2206,2015.47,513.13,646.2400000000008
1955,2685,1535,5554,3565,5321,5718,794,834,4921,2637,2018.84,539.9,775.2000000000003
2734,5529,6828,1838,3591,6633,7008,1386,654,2758,6079,2017.07,298.44,315.7600000000005
5326,1786,4656,3695,2216,1843,6447,990,277,4338,1563,2015.56,533.4,715.6800000000007
2581,6609,6850,6868,4709,1503,7075,2282,2786,6612,6782,2016.98,133.84,140.16000000000008
5258,700,6604,5073,2828,4829,1062,3451,2391,4246,6503,2016.97,339.53,402.6800000000003
6962,2221,3806,2837,5195,3415,2378,3438,4655,3354,291,2018.78,167.51,182.68000000000038
3385,1277,1634,38,3910,6820,5100,4179,3558,4578,5875,2018.66,510.08,679.2400000000002
1819,264,6107,3741,6854,6171,5431,6127,4251,2367,4455,2017.22,250.2,301.28000000000026
2794,1863,7057,557,7028,4822,2351,983,6637,2003,369,2014.05,90.24,89.99999999999994
287,6577,5682,4196,1625,3521,4726,404,107,3940,6105,2016.6,521.29,689.4000000000004
989,1407,4122,2456,1958,5430,162,4300,4399,3389,436,2016.92,231.14,261.24
5014,930,2796,1027,2068,7058,4431,3909,6648,6408,502,2017.88,374.8,441.2400000000001
2882,1808,1616,1001,4379,6691,976,1403,1961,6485,2242,2015.62,241.07,267.8400000000004
6603,1052,6746,61,3993,5149,4676,7066,3279,409,6197,2015.75,814.06,1249.3600000000044
2223,2033,2200,5063,4319,4257,3465,417,3873,2646,6361,2016.58,285.38,339.7599999999996
6713,14,7020,449,6350,1039,378,1020,408,560,3955,2026.35,884.51,1356.8800000000035
270,6999,5838,705,4222,4113,4014,2587,1286,2577,587,2014.74,428.33,528.5600000000004
2877,3160,5299,3191,4805,2491,2955,2170,1565,2693,3511,1995.87,94.93,96.64000000000007
1013,1045,4550,28,5865,5923,3114,6515,654,4642,1462,2014.55,148.81,149.2400000000002
351,3057,3775,4951,5327,6411,4434,3115,5215,6563,355,2015.43,293.0,339.48
5103,3535,434,3050,5140,4064,6226,5757,2580,3444,5686,2018.54,132.97,143.92000000000016
3426,3775,146,2007,1791,4389,2212,5694,4832,586,6579,2017.03,241.52,263.8400000000003
3480,1838,3488,1067,230,2667,3065,4579,6479,2147,994,2014.79,658.71,902.3999999999997
3802,5657,1008,6661,5992,5425,6961,4343,6491,3083,5468,2020.97,162.6,172.84000000000015
889,6010,2608,4619,4357,844,6648,4814,5870,40,3879,2016.88,229.88,249.88000000000034
1175,1933,6343,3184,363,4318,752,4622,813,5400,3078,2016.48,398.16,496.5599999999995
1467,6712,192,2797,6893,6982,993,208,6913,942,5517,2014.0,445.02,576.5999999999999
3947,6850,5704,2330,4743,2452,6543,727,297,6286,4617,1715.27,38.03,38.40000000000004
4188,4333,5858,1952,874,4542,6135,818,4532,500,4506,2017.37,430.68,560.6400000000002
2656,4620,1478,6783,633,1983,1472,5291,2047,3720,5046,2014.84,136.94,146.48000000000002
5735,6173,3225,2071,3010,4910,3249,2869,4559,3426,682,2016.63,373.65,487.87999999999977
3074,4098,1927,3381,6910,6122,1315,3401,5659,4656,6194,2017.71,73.05,76.32000000000005
4749,5520,4236,5616,3962,1279,5267,3285,1223,1331,785,2013.67,285.92,358.52000000000004
4079,6128,3960,5723,4237,3629,4804,5889,7029,1524,1116,1976.64,47.13,46.16000000000002
2190,6160,1631,1200,4797,4223,2579,1903,6975,5661,4407,2017.62,289.19,333.31999999999914
6385,2423,5499,5778,7006,3384,4876,6993,4788,4789,2188,2019.97,140.75,153.2400000000004
1782,2516,189,2196,3927,6587,3135,1643,1411,4668,2952,2014.41,497.18,645.5999999999991
1956,2638,3953,6342,7076,1176,3427,5714,3928,5746,4907,2014.68,184.3,199.12000000000023
1685,3834,4755,6837,6730,5344,4563,227,3942,5904,592,2017.1,222.86,246.96000000000015
7017,3278,6415,6009,375,3828,1880,1923,5310,5879,6367,2019.94,351.87,398.7999999999995
5532,567,1780,6994,2082,1983,1553,6355,2118,1126,1533,2013.48,147.51,158.28000000000014
5094,5773,5530,7033,301,2089,1390,7086,368,2567,1501,2018.7,156.86,157.32000000000016
3467,745,5971,6544,703,966,758,2164,6831,2390,295,2015.28,316.11,413.40000000000043
2921,3705,4753,6013,5533,2757,56,240,2742,2715,3573,2017.71,162.5,175.0
3110,3980,638,1721,5278,4793,6081,4013,3202,1027,4459,2015.47,450.15,605.3199999999997
2611,976,2250,624,5451,3543,921,3591,4321,2055,793,2015.54,111.01,120.55999999999997
4322,5740,3065,5557,6327,3018,6203,3689,2421,5430,5536,2021.3,186.08,200.64000000000016
5488,5358,6603,6695,2175,877,6178,2773,5511,4637,4392,2017.2,436.81,609.2799999999987
4306,928,5463,4045,4167,2884,487,5882,2411,5558,5962,1979.17,87.1,94.52000000000014
