n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,8679.36,46.59,50.82999999999959
17936,32432,66369,27446,52521,3970,60179,10224.77,46.63,52.20000000000009
63884,59392,51180,64878,75120,25196,52780,5357.41,14.26,13.219999999999995
11739,63582,30694,2620,34965,68180,53433,9897.92,62.74,58.629999999999825
62170,49686,14906,33863,12735,8269,50642,10221.74,49.37,56.280000000000086
49441,14120,7609,44359,30725,11279,65218,7843.43,19.73,19.639999999999993
67739,27252,18630,8437,70741,4910,64050,1664.76,8.67,8.53
25408,19425,59803,58344,37441,73049,46752,2791.12,9.09,9.729999999999995
55852,17691,20748,12794,69705,41128,46796,9810.58,25.22,25.35999999999998
64832,66010,25906,40473,19681,46627,69300,10329.71,61.46,58.789999999999964
37270,66819,9361,66508,71425,28829,45115,5267.02,13.34,12.339999999999996
31966,1561,38758,44988,28808,34975,4411,10305.88,82.68,91.56000000000004
55496,33393,49404,39105,54646,22970,51939,7548.29,18.75,17.660000000000004
15238,21781,3359,26451,21060,39327,15267,5472.17,22.95,18.880000000000027
1732,49866,44802,22302,74596,57095,30371,8860.73,41.59,43.8800000000001
18224,53752,73924,58465,53366,54783,10504,8869.15,29.36,28.96
9171,37846,12466,4460,11174,13962,68281,10111.86,51.31,50.80000000000005
69112,47207,20140,66181,63994,19468,8254,3314.55,10.56,9.83
24861,2220,18401,44668,50637,75192,15826,9290.39,22.08,22.099999999999998
39244,46064,42655,47978,385,65407,27535,10212.23,80.46,82.20000000000002
7951,4341,22540,23304,44239,56496,57871,10313.55,173.81,190.9999999999995
15853,10925,26274,29357,65170,62021,20253,4444.67,19.9,21.75999999999997
49949,15993,14216,59334,16574,57603,67434,5372.43,12.81,12.570000000000002
11852,61773,73906,51609,47291,59681,29559,8767.76,28.46,29.02000000000004
6675,25887,6412,58487,14600,14179,27684,9610.56,34.28,33.95000000000004
603,2964,47723,56678,69190,12233,65874,8785.01,28.74,25.89999999999999
74576,26303,65736,30072,42481,68909,50346,5792.19,11.67,11.81
68130,25713,876,37952,38860,10469,42078,10320.0,93.64,103.47000000000014
52806,29316,38852,10436,71740,54982,48398,4848.86,11.27,11.11
42051,67669,39606,46775,38774,14325,25656,7535.92,22.47,22.81000000000003
63597,48492,49623,40893,26902,38075,52038,5891.11,19.74,21.449999999999953
50262,68636,46633,47472,56033,25674,64217,2681.02,9.86,10.300000000000008
69328,66495,10745,35238,21423,8995,65305,8772.18,17.72,18.689999999999998
35505,55015,15340,35906,38226,35926,66091,1239.74,8.12,8.01
35206,36350,53975,32052,47364,32214,32507,4961.06,11.2,11.439999999999998
66154,60022,32754,30701,68845,25609,48226,1966.87,8.9,8.889999999999997
65096,13860,14631,50848,11039,22375,74284,6286.26,15.89,16.890000000000008
56043,5916,17931,2895,25066,34686,11409,10323.66,140.22,153.87999999999937
12508,60645,60258,36993,74201,12150,16559,9806.09,31.54,30.52999999999999
46867,8647,41932,5073,11004,17997,48005,10011.0,54.32,55.649999999999935
9827,30242,4857,41850,29141,38875,46857,8777.03,22.53,22.110000000000028
42833,8665,68164,14941,45619,56958,20937,6928.25,17.37,17.339999999999993
20589,33412,51025,19498,56521,8536,13077,10337.88,95.69,88.15999999999987
70053,29177,10766,38424,23158,44165,26073,8565.27,21.45,19.610000000000003
14288,6668,7494,72856,23289,22378,73331,1451.8,8.04,8.0
42829,38719,31752,65588,62769,14543,73772,6192.34,18.43,17.259999999999994
10875,18021,17387,29542,42839,28578,53454,9712.85,34.38,39.10999999999994
22793,22146,17698,57726,7975,58767,37662,7645.7,19.1,18.929999999999982
54373,57222,75804,48764,73922,64176,48044,5465.93,14.37,13.930000000000012
69204,24571,40477,34879,62373,16762,36290,7637.03,19.6,18.68
65528,66398,69948,67090,37898,28507,74516,5172.25,12.81,13.049999999999994
69010,51204,17666,64062,62370,16287,38168,8562.63,18.25,19.14999999999998
51652,4201,4581,48691,66401,38808,45487,9506.84,35.47,35.83
49163,3623,18772,1897,10447,24202,58840,10310.35,110.26,110.16000000000007
16699,55774,73937,75851,14161,48852,65846,5269.62,14.46,16.810000000000024
5190,48328,46941,13930,41916,13385,62476,10325.82,102.4,104.05999999999882
22248,30902,62498,47865,75548,45387,48725,5480.88,12.55,12.089999999999993
56299,49140,5056,18441,41042,7988,4253,9908.3,44.4,44.090000000000046
30489,66836,47250,63385,48027,62390,73596,4332.26,11.08,12.349999999999994
22692,39548,18283,34925,2980,57787,37724,2998.51,9.57,9.68
34183,59545,38857,37956,52833,65170,58606,2900.34,10.04,9.369999999999997
11677,65436,57512,44698,17801,75810,14176,8670.28,21.23,18.549999999999994
47365,59825,47413,61607,75095,50282,26633,6293.35,14.88,14.379999999999992
71647,68588,22772,19150,66090,4521,11598,5281.07,17.21,17.15000000000004
71853,40815,28528,19312,52531,33216,25860,4641.96,10.28,10.37
15161,1829,4796,58078,27765,41472,41195,10301.84,74.42,81.1400000000001
3657,719,2177,16796,75483,39637,40710,10335.3,227.73,242.08999999999986
1447,5792,27972,43131,41515,12251,54329,9499.54,33.41,33.89000000000006
