n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
5305,2471,6468,791,1186,8779,1542,5991,9548,163.72,30.34,29.640143925125393
950,8313,3517,614,1408,7104,6851,1144,3943,146.48,27.37,27.69281016613313
1486,9028,6955,968,9264,2028,3657,9551,1013,130.93,24.88,25.070766231576748
9455,9593,6499,812,3622,763,9120,2181,4744,118.6,27.01,25.172218941367763
6867,2363,8858,1929,9353,5054,9179,2961,1688,91.29,23.12,23.21852231207567
9528,9358,3078,6101,1596,8974,1028,9246,976,100.46,24.08,24.890863824122
3374,8133,8711,7005,5146,7628,9593,7424,5924,110.93,18.68,19.231818754947565
4911,4070,2945,3999,1341,9411,4919,8604,8111,112.34,21.65,22.410250928382894
5627,7353,4717,9977,1199,1934,8387,6850,2702,110.7,22.25,21.940657444592198
5604,2490,8011,6909,642,1271,9143,9388,5140,115.6,24.24,23.773276492526435
5572,5737,9738,8137,9501,7474,1126,1533,4422,95.44,21.52,21.356164557009333
7767,1064,994,5072,9469,7301,4662,6320,5685,148.96,28.09,27.864805360704988
369,7564,5823,2753,1918,8088,965,3575,4709,157.44,30.37,30.140938785378776
2119,4056,6519,6405,8134,1320,2725,7359,6580,122.15,19.42,20.118173594641426
9002,4552,2243,7053,9014,4561,6804,5878,6233,86.07,22.01,21.522705176269238
3780,2472,1359,2887,2478,3800,3822,197,7945,119.73,28.75,28.825445650319153
9652,2987,4304,4619,67,2386,6864,8758,6049,172.75,37.34,38.592931731998085
9991,9278,5220,2056,8445,884,7481,9163,6428,103.78,22.3,21.384700526508812
6521,6536,6457,1696,7889,6560,1019,3122,1103,132.85,24.94,25.174640989133234
3420,7219,2659,1801,5571,9842,861,1677,3,270.81,48.98,49.368763947324666
9286,2478,8791,1662,5957,417,1152,3407,6164,129.88,28.31,28.57389063097423
2433,4132,5691,9867,5966,7768,2012,1889,7996,103.53,21.77,22.05241558952143
7634,7870,7927,5109,1407,2361,1674,5613,4337,96.18,20.28,21.37015648805018
7841,2645,8459,378,3362,8654,5926,2401,8899,114.08,23.87,23.87521699622147
443,8652,4883,1491,4278,8493,6008,2736,5827,125.79,24.2,23.742209591332397
3650,8725,8873,8236,5401,3654,3197,3922,6564,128.57,20.67,20.571865850712324
3714,3275,8480,8073,5825,474,457,4577,7737,115.14,26.32,26.575537110133627
4246,3172,9914,5640,7327,5726,5974,1319,3612,96.43,21.57,22.117986363984766
1673,3716,7701,3222,5533,3348,7907,9998,31,164.28,35.05,33.343987090984
7855,5636,1389,1964,6365,3265,7832,2924,7109,127.29,23.69,23.659863718796515
5447,1421,6485,7588,6576,1391,2602,2785,2081,110.02,24.85,25.737339942585145
451,2476,9679,7624,2394,9762,7771,5741,2554,109.89,26.79,27.6827828194404
8989,8983,2146,350,233,1683,8627,2281,7107,162.13,29.5,29.929752099720407
3191,3457,458,4126,3486,4799,8211,3940,9608,147.12,26.14,26.035713187636
5341,4249,8918,6865,2147,997,5796,7506,9557,102.15,21.35,21.572871381211545
8466,6891,8219,2142,8713,2487,8577,8364,306,123.12,26.9,25.728541743993052
7211,3000,9970,64,2454,2823,2319,7757,1971,206.72,36.75,36.52858097513779
9117,1011,5340,8492,8695,9100,7905,1738,9179,122.52,23.85,23.861061369928613
930,4071,3134,4537,691,1601,8318,7408,9203,109.19,23.4,24.325290317275
456,1038,7262,5334,8282,9930,8391,3267,4541,126.62,24.59,26.62624843769951
7411,8325,8737,7832,8319,4057,8572,4253,9167,84.4,19.76,20.022278157159228
3319,7332,2246,6826,1992,6428,7243,5177,1188,143.87,25.56,24.388595878299725
3942,7017,1198,3484,4960,2004,2530,5999,2342,138.26,25.9,26.639471904329227
4146,2248,7663,3597,1542,6525,7983,2667,3665,118.48,23.51,23.545204364000643
2645,7070,8447,6616,5556,6902,3207,5842,5218,116.05,20.9,21.45876692323416
1510,5995,319,5537,9077,7514,7216,296,6297,191.49,34.53,34.51911027363636
5431,8477,4840,8392,1053,1848,3744,1716,1377,120.57,27.24,27.038734980214056
4351,4455,648,2974,4430,2122,6918,4237,6651,89.24,22.62,23.586753395872087
2447,8791,8434,9348,8103,5358,1465,4572,942,93.22,24.35,24.11275892895541
3003,6968,1186,4406,275,1451,4268,1372,9964,171.09,32.11,30.717937180839797
3643,1091,4332,1993,7434,189,5556,9061,6844,134.94,25.72,27.106701129504657
4388,2117,707,8632,3906,1793,2645,4290,825,146.64,28.97,28.48124373752687
2967,3305,5111,4997,8701,3372,4750,7302,8193,95.2,20.21,19.750959985903478
2914,4432,5685,297,4103,605,251,302,8284,216.34,43.54,43.787153213338044
9028,3104,8425,7778,4025,7324,1741,7080,8110,94.81,22.4,20.770940577105797
8944,6440,8301,5042,3525,3761,5614,3254,2289,102.58,22.9,22.894670968718756
6630,5694,891,2126,233,1158,4187,7057,2674,153.33,31.11,31.103792472209427
907,1384,6240,8289,4619,9810,3968,4801,741,131.79,26.83,26.992282946393622
7527,3036,2581,4407,7304,59,4312,5966,5389,237.34,41.57,42.00987509658447
8963,5300,4005,564,5071,3569,5842,2997,17,284.82,46.05,46.599113843332375
5494,6252,1374,7776,4569,8237,3292,4066,8269,89.2,21.51,21.176351733255093
81,1488,4328,1470,2357,6545,9614,682,6454,188.83,39.32,39.89126175372996
368,4909,4984,3814,1384,9594,8670,2543,9774,140.47,24.72,25.769942825136205
6381,5343,8096,2448,4655,2371,717,8404,7032,122.61,24.89,24.24926412097306
8282,2282,8581,8263,9313,263,9569,3767,1394,123.07,26.84,26.821265635982215
510,685,2180,5909,1718,6170,7395,9150,831,165.85,32.66,33.36262090540565
308,8707,4006,8016,4321,54,7486,1148,8240,220.92,39.98,38.586690854993854
8768,1506,8617,1082,7763,4131,1219,4350,3846,92.99,23.26,23.878018736552825
3362,3780,7542,8092,6267,1257,7848,4707,765,114.63,27.37,26.42228715187405
3248,1269,9825,2415,5435,4160,4987,9302,2186,127.44,22.21,23.110632391575145
204,7903,993,7959,4403,1630,3566,8021,4765,138.86,28.38,29.288125116586226
8462,4678,7613,7633,7640,1941,8996,3264,5106,107.68,19.35,19.579181303374874
1406,7748,286,4744,7519,1252,8300,7363,4401,146.45,27.71,27.810322014069534
6338,3437,3452,1222,9526,1479,2322,8586,4289,108.98,21.35,21.35213121430442
5890,2172,9885,8335,4580,1846,5983,3790,8157,93.96,21.33,21.674884441866897
7964,6456,406,2606,58,8055,7385,6642,4947,212.99,36.13,37.33753502533225
2305,6818,5635,6162,5178,1980,5428,28,5317,202.06,40.7,39.5054011105732
5542,6525,1966,3207,192,4748,4148,6098,1064,160.58,33.42,33.55164478092568
6437,6392,9653,1251,5909,7013,4508,790,4597,121.67,23.79,24.411086558472846
1666,845,4679,2439,4084,4353,7147,8371,5170,133.07,25.61,24.56074262217773
3110,6116,7008,475,6554,9079,8998,3333,1320,123.4,23.77,24.387812152805825
810,6731,7386,2270,4689,7955,802,9012,2085,126.77,25.25,26.445845010129798
2797,7736,6797,5630,4616,4878,4190,4262,6655,78.76,21.21,20.82134322577072
3910,4928,7916,9131,6461,1961,2741,2648,1231,96.54,22.41,22.786040530527483
3405,8201,8144,9017,3604,7421,5453,7372,7002,112.95,20.55,20.45032889587161
2287,8974,3152,3999,1486,2862,5602,9107,1492,125.15,27.14,26.06201277549595
5231,3917,6034,4232,9332,3311,329,6763,6272,85.5,21.28,21.00960226821541
6781,8587,3440,6174,4427,5541,1016,8161,4546,125.97,22.21,22.138654193976024
9409,5900,2062,8247,8670,3538,1517,4440,4070,142.53,23.62,23.72266884181222
6300,6549,7304,7075,5112,357,2084,528,6966,112.59,24.23,23.531428524898406
7754,9620,8025,2,1198,6414,8648,7670,7355,195.72,39.6,40.69470615418974
4070,1786,3666,2529,2491,8558,1784,7492,1392,160.1,26.69,26.28616523101458
9035,647,22,2058,3810,9328,615,4977,2096,240.67,51.35,52.17488800400713
