n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,66510,28140,4914,11265,56838,54810,117.38,38.69,38.04805322383908
9156,31544,11889,72226,55642,7747,74115,16226,29260,8108,75642,51993,6499,28977,6105,287.9,111.66,113.25454079495155
72963,17455,37959,54937,18907,70868,15439,74830,40433,73434,23688,13507,74868,24624,48810,50.52,30.33,29.0121431890368
12770,71793,8229,73972,7812,26995,65066,69693,56045,41175,61027,59399,47393,39291,32561,29.25,23.93,24.026915704621235
23562,31994,10728,75290,39354,68838,64895,45020,58829,37740,9594,15475,67100,54804,21621,31.9,23.27,23.8661178657858
44833,19920,64089,55272,5138,10173,73148,75107,41123,44580,45898,65100,59795,9012,12267,50.99,29.34,29.150880201043663
35381,62141,8519,7952,40580,75752,58411,37302,50566,45482,2957,60515,46591,22026,15347,98.61,21.73,21.672095501198378
64709,7727,28600,37674,16952,32455,52153,51242,65078,10561,21805,58875,52644,72016,36416,20.82,17.71,17.716763928289648
17947,56429,72118,36493,54433,47024,49865,30245,19781,10876,23097,19830,30403,30583,1581,39.55,21.23,21.966274511070957
63565,23900,34438,36953,536,19094,54912,70069,48398,74231,41761,16448,67566,7076,59853,161.72,48.85,50.61935432179121
73304,51429,52175,52294,51658,13570,63114,52486,8158,24983,8827,27363,57753,21273,14408,32.28,23.43,24.031210883342453
44571,6891,13419,30,74289,19826,70335,13299,47659,3342,9216,27256,49313,19470,33063,309.09,66.32,67.29328019162585
45533,47731,62147,16101,15119,63972,61078,62966,63417,40875,11257,18889,13393,44909,34702,36.43,22.62,23.065484842549125
62733,21160,67676,3027,26897,69239,47415,19215,71194,3544,69220,39071,11928,34224,67947,54.76,28.4,28.66987158713767
48064,21894,46621,29201,69807,70984,65889,43209,29234,25578,31377,52518,29719,26203,67847,74.1,30.38,30.811102136908268
64589,46604,3798,3661,36623,61897,33970,25381,45125,58619,45812,47793,10556,28896,13389,55.21,28.28,29.779470161846973
29733,61614,25782,44267,26787,63262,250,62845,45089,11112,15716,50926,26125,62656,23399,41.44,31.46,27.991468660798642
56875,43583,11370,51883,60707,52610,11130,20821,22282,16651,3610,19811,60994,19159,62174,41.49,23.95,24.05889356300239
45928,20435,71913,71864,17168,2804,1866,13470,69020,18251,56860,25533,27661,3669,33008,81.68,32.73,33.73927802708653
27889,38399,65688,31527,42728,33995,71349,54920,17180,7982,46371,60052,67732,55132,65752,33.22,26.68,25.10812863716043
17139,69707,19901,68617,66918,2451,57688,24000,515,19634,22589,18554,62061,15772,72938,122.18,59.16,61.845090409386444
8094,42727,67941,69563,72802,63240,13907,73439,7447,32570,25074,36296,5531,12811,66547,59.17,23.73,24.325777803362506
59267,73626,3652,8305,58097,42678,66263,67130,26136,36331,59289,66605,69898,62657,66552,41.2,23.92,24.016640938829994
32460,68578,34025,73336,26553,58658,17974,54609,15941,51427,57949,41416,9508,31541,56143,39.89,33.67,33.28773491667138
9584,27877,39685,16036,20243,47996,18740,33175,17990,61307,28781,12337,52200,63866,21337,43.94,29.42,29.52625313392215
29322,21163,56560,67581,52928,44448,55217,25656,46742,41749,12084,47966,2553,44299,72620,81.46,27.23,28.439867571662855
60118,57731,2370,50376,43450,67821,38725,67143,8426,14791,29957,13733,11018,34808,35641,39.97,25.66,24.67022653345778
5188,23796,35447,16981,55345,33896,53208,19577,70333,67473,74789,64829,42866,11725,36577,53.36,27.92,25.101283572761538
7540,24031,55747,9491,35248,2206,11608,34151,10976,29151,8732,34662,15948,59477,1513,113.24,52.92,51.99072426592123
44453,72491,54756,35108,16937,5663,69063,31252,14346,21161,34327,6603,23743,26446,40893,52.05,25.32,25.68539849019949
39977,69610,26983,38005,58417,65547,23317,35457,45482,2380,32826,4843,2011,2416,66277,234.52,63.06,64.0429445323204
72227,24832,67401,62227,32201,58596,13930,56646,64880,71553,51522,66412,40341,28204,30089,24.69,20.65,20.94687534126409
44918,26034,18313,53044,45554,7128,17015,1868,9269,33501,56458,21397,7261,11073,49922,70.14,32.99,34.35791310705663
66314,36953,31747,38411,5929,60221,24294,20648,35263,58435,474,34503,47728,43113,71706,44.98,24.04,23.488522674859347
42406,32040,4515,40573,28556,46738,23980,140,43952,50020,10995,62212,36559,65898,26342,180.0,37.08,39.27995950152108
32529,66156,648,11908,34625,11764,18856,52364,5461,51639,2948,39275,39877,30514,11073,73.72,35.69,34.94073499157272
69361,20349,51054,42747,64774,19590,37247,18972,5739,67237,56261,66262,18259,68649,66108,34.16,22.72,22.98429001844602
74511,2107,30138,11153,4084,5486,17444,47278,13751,49364,59164,73207,6655,2469,69657,51.23,26.84,26.562317339337252
32054,64132,34575,434,59893,9189,65925,70149,12051,68942,8657,62109,33055,9758,34807,64.73,31.19,31.072975060101488
30773,26898,30243,60337,64742,50142,10058,62784,37659,6127,25990,10154,19323,43486,33284,28.62,21.26,20.78715164115736
39900,74417,17490,1634,63231,7950,63674,35228,13044,28533,64174,38123,67703,37426,60904,223.44,62.26,62.28899045323352
61066,61124,15532,71968,26116,40851,11253,61989,2294,37956,60158,10022,66403,58910,35213,62.79,24.78,25.39988109890886
50704,27503,27618,9779,11836,18578,68690,34315,47127,17380,66682,36643,14768,47865,30327,67.64,26.25,28.478237327217897
65259,63719,51652,3255,20849,470,64447,59082,53139,39577,18442,54549,45083,49296,41428,83.96,33.34,33.52773283464908
15847,43427,228,42539,44338,52200,15734,25656,1536,37988,33189,48787,8516,51498,51139,156.86,61.61,60.27067246724414
10013,47278,56105,36065,6326,36783,13331,6765,37437,19518,32679,34829,57178,66972,41366,138.46,42.49,44.4339125500962
24883,48935,56065,3802,52434,72633,71988,26664,10561,6484,53855,59095,18162,37513,63645,121.56,34.91,34.357652859348725
6419,72103,16686,22382,61890,54377,45044,36929,39029,33520,34100,53242,31282,39431,63331,24.19,20.4,21.506610233454232
73049,51690,15694,21932,21188,9852,27246,65615,65152,72140,28839,59373,43625,58977,56023,37.24,20.35,20.485240196879925
