n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
31190,71333,17094,48490,62135,8588,1725,61503,33994,72192,30714,25132,61638,70906,72041,62436,52053,19741,30398,19873,68574,52.76,38.49,39.14292036159762
51109,1985,8392,20892,5608,39487,4064,35314,61964,50804,55959,51768,75616,58277,17583,47909,12773,4703,17821,64865,28440,183.07,69.39,65.65125862371302
33814,57168,39456,55200,66485,50576,75238,45994,70005,53421,30459,44140,3756,36658,21377,42780,71010,74967,74594,13641,27672,144.15,53.5,49.724187796759104
75174,35007,37349,16309,8317,63176,63374,11602,45099,8730,53800,19761,2637,38520,55986,54420,15586,5792,5890,49519,43378,213.89,100.24,100.84126629460515
72201,36578,66246,30926,4720,40589,948,10088,14171,70199,4112,25871,53469,38222,34520,20473,5562,44540,41134,47211,18130,171.18,53.29,51.78708825868829
49517,49381,60346,68167,50619,73303,13444,66457,35559,56517,31147,39464,57336,33847,68305,39713,71883,44421,1501,54422,41271,76.25,29.22,29.36310451227384
2628,49350,17467,7874,43574,61112,46257,46212,36559,64160,2907,7939,2785,48387,32915,59809,39142,41946,23254,47704,24280,44.31,27.61,26.857589241700413
40982,48385,34620,39374,49435,13745,3528,74613,17225,40634,65537,29168,35307,31286,42963,24562,57047,12716,13348,42200,43745,42.07,35.2,37.65917146661317
29420,57465,22188,10478,44133,28576,74501,59126,35468,29494,15849,4444,69419,25009,41306,75344,24063,36515,44578,11211,45256,63.74,43.37,42.61651514595669
16998,55217,38265,67947,35543,60911,45397,54644,38063,55020,74492,53676,4658,54167,20446,26158,611,62567,66865,56931,73252,105.92,47.36,48.53918740333147
29109,4236,59856,68028,37885,71284,44704,29814,8921,37619,15728,32051,5908,4606,67147,26013,56346,75622,6469,1722,63051,247.72,91.65,91.95093885280224
15835,22520,65953,39306,31332,2601,68808,70385,54231,6979,14888,44741,16437,33092,70907,62547,8043,46116,28941,25864,16019,222.53,106.28,107.38801505229345
70075,15625,22452,31386,35882,16840,983,63897,74828,52465,6544,35572,32539,35204,69109,68114,55441,6681,61983,42351,237,188.9,73.98,75.52780494237271
7187,16628,6053,16335,6531,8967,63283,4326,11288,67555,65813,64224,41405,20583,41232,9407,46044,50567,51070,39861,47295,108.81,55.75,57.3185508702392
34724,25045,43093,56190,16220,16726,72813,457,49838,10472,74282,23403,5631,48925,60400,70952,49842,5693,56569,6955,48813,44.48,32.13,30.49387450185588
65031,41280,55117,54826,60403,2349,32123,28658,70233,35401,9382,55690,29417,55817,17087,3682,42672,49051,73279,34364,15918,78.39,44.65,43.18967842116262
60836,16140,69491,49339,14238,41732,73904,69726,13517,642,62068,18811,30929,50944,5808,69101,12032,73966,13015,49251,23482,75.06,42.85,44.36446315553653
3078,44758,15896,3338,15085,63166,37289,39240,11637,4753,73877,67020,69337,31235,13991,72674,13095,72524,8013,72105,42499,69.82,39.03,35.57348236117957
73921,23648,10136,31735,23563,32763,59525,51606,33147,48165,51988,45912,72959,54816,10913,49194,65576,30836,54110,21052,54430,36.0,27.98,27.530908257252968
74501,67776,63402,20470,52566,19572,21310,12564,65268,63373,67797,58071,24393,17863,35043,26106,19209,67583,41267,30448,70521,63.31,30.24,31.967128453791354
38779,54159,35018,28521,40268,3031,35139,62847,50167,26296,22576,74696,47247,31303,42210,63254,18823,54842,62860,26968,61348,45.29,32.87,33.75655592712036
73022,3639,63084,9486,52463,6009,61262,30094,30772,9078,28491,33314,31731,24854,33898,18019,24534,4818,33424,22244,5901,189.27,58.5,60.8440672557769
41080,24021,55482,11922,11262,15462,12142,34626,38242,4735,46748,59291,44124,902,3851,43883,43446,57176,49764,63687,10219,113.25,51.8,52.92747235029701
27537,64223,51238,16439,71349,41787,15620,36013,9993,56696,14749,57464,69138,32889,12701,69165,49050,48291,59036,38736,34811,77.77,38.15,37.531551870283494
14046,44371,74192,70276,68901,14849,64733,66674,46158,7801,38590,74238,23852,19600,23475,48598,59537,16139,14184,73371,18531,36.32,29.66,29.10557453510763
43454,55068,72734,39395,24497,59992,63225,40952,23118,8991,14079,23755,72578,71189,75478,51361,47083,13088,34844,35499,50250,55.38,31.81,34.496208247235614
7008,17894,5519,62744,66153,35555,32400,67465,46413,43628,52866,58750,70975,9073,46253,65274,14697,19868,35453,13061,14769,89.8,41.68,39.05241997092296
73971,14692,24228,24794,74329,54611,51273,16839,19198,52221,25380,71397,69153,22325,74497,23447,26486,32787,48444,38406,3943,36.98,30.9,30.4312228110012
58305,53376,50219,41411,72431,40580,65249,69347,39243,63448,3954,24967,311,14087,30644,64470,22689,68634,60363,26071,25354,108.45,36.51,36.104820907612975
69408,27772,4857,65594,58225,14624,74187,37126,20002,17771,61242,11630,6633,3344,47172,30594,66316,10202,65352,70632,2477,68.45,43.12,40.570204851845084
44516,42351,43037,45062,17610,10553,4451,10482,45035,26880,8301,26211,57281,28952,63570,41393,14302,5596,53539,10216,26254,90.09,40.45,42.51474787294606
21079,51313,65161,62033,8910,70442,55326,27313,64096,39931,3063,60870,59976,52619,57458,23670,59687,4881,33636,48094,48624,59.88,31.2,31.63006432563555
58686,69380,47386,52665,29340,353,27393,33904,48448,18805,60291,69969,25598,20852,27431,2913,22382,52919,66014,22056,3602,217.77,46.34,45.137868965069984
18252,14427,22050,58030,64261,24222,7827,2939,52836,58723,41662,53443,4304,6699,31357,52861,5129,51984,64650,3494,28693,81.43,41.3,41.80164730761353
31662,12356,50998,62204,24988,21595,43644,15223,45397,16245,6801,38116,36056,61001,39393,64037,32764,73547,34840,3947,44166,125.89,47.43,49.47282979694419
45185,41555,12283,7434,57067,11715,479,13734,3971,11866,2500,22326,65933,4798,63156,7070,24786,66811,43416,26304,62505,212.91,84.15,82.71404205830521
44562,62735,46077,4484,50110,39940,51688,11505,38460,24131,54141,15030,66516,51100,71730,43801,70322,52796,22889,50575,72526,65.4,54.91,55.56229545548221
47085,24107,47556,54358,57468,30068,58258,62995,45241,35318,22248,66460,50698,63846,5601,20170,22501,3008,61201,12058,12725,70.4,42.72,42.58536551617012
41954,31086,7398,6314,58969,61138,43740,48508,218,9444,25538,52341,13762,44363,74566,40805,14435,59025,10602,27577,31547,42.56,30.24,30.29804254898035
6398,20011,18755,1527,14694,30136,37683,27362,28846,73721,67576,55000,66183,41800,70152,24662,61274,23279,10371,5415,14749,124.12,39.93,41.289155258163476
3145,13291,26116,33427,11242,14293,60979,52314,29196,14266,63646,45357,52803,58405,14541,38255,58157,49729,26999,15324,70671,31.84,28.03,28.6910239783067
990,60840,39227,10123,44769,45370,25159,63509,9375,72443,47795,55424,8782,67986,28071,32752,45946,8191,43935,30951,56469,35.46,29.3,29.41454232054074
57541,11034,32891,28558,42366,21663,27123,28669,60760,70217,54885,48205,25053,53644,63463,53343,61524,4583,38278,2374,24193,53.24,34.95,34.33227504681098
12565,3705,19750,38574,65997,68086,8043,61878,5316,25534,27176,36173,64455,56674,4931,45192,61366,25786,37657,18737,13547,46.43,27.75,27.59757559860936
58204,39234,53881,58175,10165,26949,20081,63872,37269,49152,48834,21147,56530,40886,60706,62141,68936,71050,29178,47148,37801,62.74,29.81,32.02598009199174
37380,3855,60707,48954,47094,38980,31798,68100,1318,1872,17233,69581,19544,70233,2733,21722,6587,253,26730,61046,46516,73.94,34.83,34.99446705126315
47555,72435,4603,64248,24253,31292,1728,36282,56669,44337,6719,71567,12296,58984,40844,34304,32405,65353,54816,34125,44503,55.85,40.3,40.31116748614349
