n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,964,168,235,860,317
5,1000.0000,861,965,168,860,317
5,1000.0000,861,108,168,328,397
5,1000.0000,964,965,949,601,397
5,1000.0000,861,108,949,601,397
5,1000.0000,861,108,949,601,397
5,1000.0000,861,108,949,601,397
5,1000.0000,861,108,949,601,397
5,1000.0000,108,397,543,949,601
5,1000.0000,776,747,949,601,989
5,1000.0000,331,108,397,949,677
5,1000.0000,108,397,611,601,861
5,1000.0000,861,168,235,860,317
5,1000.0000,964,965,168,860,317
5,1000.0000,964,965,168,328,397
5,1000.0000,861,108,949,601,397
