n0,monte_carlo,monte_carlo_max_hop,two_hop
812,2.79,1.84,1.8322649572649572
587,5.48,1.45,1.6427323173329365
841,3.3,1.82,1.757461203513835
82,4.45,2.97,3.6354088899636046
496,3.1,2.29,2.3835884353741497
780,2.63,1.69,1.8795848091302636
267,3.02,2.52,2.2940242404620714
37,7.23,3.52,3.7626895493840946
0,32.68,18.7,19.396852365911947
149,3.75,2.83,2.307641648949341
678,5.23,3.82,3.618981481481482
600,4.43,2.05,2.1457251024307906
481,2.64,1.67,1.7098302093866986
988,4.39,1.8,1.8339596949891066
777,2.91,1.8,1.773611111111111
752,2.86,1.73,1.8002873563218391
382,4.54,2.41,2.283704721204721
327,7.06,3.79,4.017303767857074
788,3.4,1.93,1.8999166666666667
22,14.36,6.21,6.187611874115104
279,3.65,1.66,1.6863288085610066
500,2.39,1.8,1.8052164502164503
821,2.19,1.65,1.697536201615149
202,10.01,5.67,5.5810620551350985
747,3.76,1.83,1.7637190082644627
893,2.37,1.72,1.7658195970695973
423,4.47,2.32,2.354236111111111
932,2.21,1.62,1.761302681992337
551,3.53,1.84,1.7439353713712689
552,3.8,2.27,2.554983660130719
698,2.42,1.61,1.5998976353469818
96,11.56,5.09,5.54671195124678
197,3.8,3.26,3.296776315789473
576,2.74,2.27,2.3073685573685574
566,4.29,2.98,2.850710572107631
716,4.12,2.91,2.315853989565191
824,3.2,2.02,1.7236952926534022
746,2.56,1.78,1.767700123950124
271,2.95,1.85,2.156425359317516
678,4.33,3.6,3.618981481481482
822,3.31,2.36,2.329130113583895
624,3.6,2.4,2.3512007550272855
702,2.74,2.39,2.3358064058956916
90,7.11,3.63,3.8062377901218736
864,4.04,1.66,1.748389319827151
434,3.26,2.35,2.3532990157990157
343,5.84,3.74,2.943857079580625
95,2.06,1.97,1.9833956527766887
370,3.57,1.62,1.798041352586807
819,3.45,1.62,1.5658810352648094
419,2.97,2.67,2.341978021978022
824,1.93,1.72,1.7236952926534022
256,6.88,3.36,2.696687750310455
455,3.09,1.89,1.7992001398260453
716,2.68,2.1,2.315853989565191
96,9.92,5.6,5.54671195124678
773,4.84,2.16,2.326869658119658
201,2.47,2.01,1.718195646945647
717,4.89,2.37,2.2737414965986398
650,2.81,1.98,1.734398983999603
815,3.29,1.53,1.7654489305788006
298,3.47,2.14,2.298739593739594
99,5.84,3.04,3.1394955520501617
974,3.61,1.99,1.9144444444444444
46,12.19,6.34,6.04897027380124
602,2.74,2.01,1.9135673234811166
924,2.5,1.64,1.8461763382816014
205,4.61,2.09,2.1925908285041413
847,4.76,1.47,1.6885817074082379
671,3.78,1.85,1.8553846153846154
934,3.2,1.92,1.8364692714692716
369,2.84,2.36,2.3002396514161223
498,4.06,2.66,2.437512423445416
955,3.05,1.78,1.89239417989418
852,1.77,1.95,1.6002478158285038
931,4.23,1.77,1.68543767234629
198,5.8,3.74,3.9306881848180866
527,3.3,2.24,2.451515151515151
589,3.95,1.54,1.7772745843899689
660,4.72,2.46,2.368849206349206
993,2.92,1.78,1.832112332112332
714,3.26,2.22,2.2558243080867517
913,2.22,1.81,1.7728744939271253
824,2.29,1.58,1.7236952926534022
515,3.46,2.36,2.3642212725546057
999,2.76,1.81,1.8397435897435894
938,3.66,2.29,2.4804131054131053
29,4.25,3.23,3.038365265453068
648,1.9,1.06,1.6055324936286013
370,4.07,1.78,1.798041352586807
250,2.93,2.25,2.3094179894179896
616,3.66,2.01,2.1533584701398465
440,5.05,2.77,2.812430775279073
311,3.9,2.68,2.1676548672793814
365,4.27,2.94,2.8930035064650452
603,4.69,2.3,2.2427145730086906
122,6.22,3.54,3.5279016354016353
91,3.8,1.36,1.6515098871716518
512,3.3,1.59,1.7154794556093256
901,4.79,2.43,2.417901234567901
