n_nodes,influence,n0,n1,n2,n3,n4
5,87.1100,265,616,149,504,317
5,87.1100,265,616,149,504,317
5,87.1100,265,616,149,504,317
5,87.1100,265,616,149,504,317
5,87.1100,265,616,149,504,317
5,87.1100,265,616,149,504,317
5,83.6700,610,561,149,504,317
5,83.6700,610,561,149,504,317
5,83.6700,610,561,149,504,317
5,83.5300,101,616,897,504,317
5,83.2000,143,773,93,504,317
5,82.6200,143,773,93,597,101
5,82.6200,143,773,93,597,101
5,80.8500,101,616,149,504,317
5,80.8500,101,616,149,504,317
5,80.8500,143,773,93,597,913
