n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
50494,55125,5306,33936,67013,63691,53075,39755,62468,10012.79,44.3,42.570000000000014
46930,28631,66150,18254,36941,18316,12429,32834,69804,1967.07,13.11,13.030000000000012
19262,40651,12945,9665,43279,61884,73375,13199,46372,8982.69,22.56,23.450000000000003
56907,41444,26801,72420,62522,58024,68334,34143,8163,4548.61,13.71,13.780000000000001
71919,1840,12225,52274,149,64694,43664,31969,42625,10328.56,191.31,209.36999999999995
8255,25043,74384,29059,31275,18677,71170,58716,11955,8368.14,25.89,25.750000000000025
10544,41950,66576,64131,14294,39511,72255,38153,16359,4950.53,15.44,14.599999999999994
71754,43614,70816,26634,71726,37703,58325,12010,50449,4341.83,12.26,12.669999999999998
41555,75451,31733,38054,24100,24823,24475,4321,34086,9722.15,37.88,39.71000000000002
62459,9055,11773,17068,19601,5064,10518,70857,51287,10134.75,61.09,64.51000000000002
68756,36127,68392,30867,28206,54974,36072,59056,64573,4648.43,12.22,11.790000000000003
46840,10796,42509,15119,63759,43944,24953,31855,2124,10326.58,85.96,97.86999999999946
35525,15353,28896,48766,22345,43586,55853,8151,13186,4134.57,11.55,13.100000000000007
19183,28675,5928,75217,70018,9698,3499,16311,24709,10323.3,135.12,140.8199999999999
75491,15688,51276,11997,48514,15210,4769,2835,25505,10322.76,105.59,100.37999999999934
24244,16239,62814,27600,8006,2986,71334,55786,13303,10323.65,73.59,76.40999999999946
34068,9175,28944,9433,39460,45913,57156,23634,8000,8373.5,28.46,28.98000000000001
66012,61227,5161,13227,51285,26129,34096,46996,61632,10213.46,74.4,71.1000000000001
74680,22206,26661,7608,20736,21227,44867,69399,32858,8262.38,31.42,28.15000000000003
15363,57974,22913,1730,61816,53727,74594,66663,40821,10327.3,51.92,54.739999999999995
46812,50940,32890,20108,73478,1630,60024,10364,44029,10232.03,70.44,75.82000000000012
5989,71345,36815,17673,31474,63154,46166,37732,47081,5778.12,15.27,15.369999999999996
17346,40671,50858,54318,10580,199,25206,43830,20981,10335.76,127.38,137.02999999999997
31380,29241,58737,49630,74468,54317,4134,52725,74379,10296.6,67.92,67.09000000000002
54817,6131,21715,58373,8373,33977,20668,58505,69150,10331.75,76.55,77.90999999999998
63866,73584,9,5100,64825,42722,40902,61196,6534,10115.7,58.31,63.940000000000026
54412,24641,71901,10940,17107,1930,52666,54720,41441,10328.08,69.67,73.32999999999998
444,27987,1873,309,69251,12816,24963,15584,26019,10320.95,151.15,157.01000000000008
39638,36697,23884,13130,62338,51995,10662,2863,36007,10330.35,91.7,94.21000000000004
59372,15175,33618,17487,68270,45488,15087,20242,36491,8679.75,24.0,22.849999999999987
2434,5544,5329,26966,34035,73184,41250,48089,74379,10212.57,89.44,88.5099999999995
5505,64813,60118,57074,48817,70507,23368,27242,49227,5988.99,14.83,15.83
38146,1166,18147,19794,35569,43700,44238,48129,12282,10308.04,117.55,118.83
44335,4674,5400,35339,21477,19584,37949,47304,51746,5791.12,33.97,37.14999999999943
71890,16992,38457,15059,62660,31418,6325,40354,23538,10105.29,36.34,37.410000000000025
68557,9288,39671,52844,43059,39220,54358,14241,13028,7436.02,18.64,17.21999999999999
73509,63068,62128,44181,45043,16295,62794,15205,65239,5886.66,13.27,12.65
55906,4957,39571,43919,20403,21830,73988,49226,11393,9196.79,44.62,42.139999999999965
8629,11097,25957,28974,8015,50438,1029,12855,51617,10015.63,52.26,51.58000000000005
72938,68026,37987,58791,64044,28475,55448,10965,48277,8366.47,29.95,30.029999999999937
28853,34198,21834,56521,25158,46991,15074,8369,3620,10325.68,75.47,81.22999999999946
68919,59193,26435,15585,65154,52160,33617,27162,5518,8779.1,27.74,28.189999999999998
28297,19182,13714,25948,60084,49549,47401,71616,19835,6613.59,30.41,36.88999999999948
13729,63950,19451,73912,53203,55474,68318,64933,42265,3722.42,11.03,11.530000000000001
65331,65358,26475,71147,28675,1272,44593,41714,42182,10327.72,115.7,122.24000000000002
4648,68826,19446,33670,20434,49676,38585,61660,8697,9491.12,32.72,34.11000000000001
11094,67702,5166,8697,29503,17104,5325,39380,2003,10315.3,336.84,352.7599999999983
58797,43331,21061,19506,60389,48669,66191,50099,69442,5586.44,13.46,14.569999999999999
65854,4406,75218,11881,67895,10008,55884,27014,37966,10315.05,134.41,139.17000000000002
70178,54767,63204,50930,30614,2684,31,23851,39641,10325.06,347.0,398.6500000000001
66434,74745,33352,43605,8601,64685,34341,39689,53486,10336.12,48.06,50.31999999999999
50352,50289,8160,21468,16688,31319,37629,43781,7278,10325.55,75.9,80.31000000000004
4709,63088,54770,18468,64465,10698,19840,46238,53888,10228.57,40.4,41.59
4611,61116,50683,60146,6164,13301,61720,19840,2651,10329.23,107.35,109.73000000000005
4255,17393,42455,13800,71977,45438,25555,50254,64267,10022.51,58.93,52.13999999999946
14548,7885,61235,44284,16295,38847,16660,50809,38509,7428.37,13.45,13.58
15932,68027,24789,5004,51383,58271,48703,24966,59699,7013.94,19.4,19.130000000000035
46734,9874,5851,5240,63722,33473,3493,68165,74613,10327.0,198.7,204.3799999999999
74946,28308,30101,12252,65852,68643,55064,66467,40017,5997.81,13.07,13.989999999999995
14869,19095,55832,74188,55319,11014,13731,54478,8247,7646.56,23.34,24.249999999999986
13003,54416,20467,4024,58552,56503,54659,3949,65093,10319.34,120.16,125.60000000000004
42532,33106,10294,46203,9218,15909,47088,3850,45278,5880.16,15.1,14.929999999999998
45597,23318,1306,30211,47946,9242,18781,27260,423,10320.47,249.64,264.2599999999997
