n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,94649,219021,44324,192930,212064,175565,223827,80776,65951,158844,55631,159069,9367,152359,79.39,56.12,57.67321042330589
178584,41519,262070,112897,167371,103162,210677,189533,225507,260785,133448,248878,97533,142652,245291,116615,131613,70317,236246,9417,228336,81.68,56.53,57.215374185530976
7194,95424,121869,244277,83483,237961,99618,111047,233777,231752,137822,43119,146934,46513,61898,60451,6254,46326,85234,45505,35834,78.43,53.28,54.51559535965431
133737,133752,94290,261798,134673,176810,146771,47669,260879,234244,116821,208865,108703,192518,137721,237658,238152,199985,95487,207027,155578,79.59,55.52,56.95239630209298
92743,94866,257157,225172,252156,116855,42253,250329,197657,104821,187472,193616,120954,171680,139029,65510,128454,73164,242439,130564,131292,89.61,64.76,66.43764443082006
135106,217979,208723,92779,173456,231434,119193,235851,236762,120851,91953,148820,190286,241259,146166,189732,119682,127561,172722,58146,246571,85.24,58.93,60.18289093094918
85109,213564,183388,218897,43534,229820,238011,161571,70290,202633,238912,125767,81150,79507,250966,209520,185127,217859,132185,147374,135724,82.85,57.35,58.046425878612155
133000,170764,161430,154126,106606,81748,191608,54478,128163,134189,96101,244882,179367,163385,231229,19759,205594,215062,89511,190303,2207,71.09,51.62,53.43364579502528
237935,213662,50175,261375,195240,27828,15403,150579,171156,12821,71591,155110,59406,178907,229504,240082,27856,197753,136934,35782,223856,72.74,54.0,54.36972583325356
69688,64181,216202,55175,247354,230839,15829,110865,235396,187947,199074,8355,14888,94989,94429,45057,65405,176361,6145,21732,30205,108.79,64.8,67.05788824169655
250232,17685,6643,10715,191213,240813,5543,97805,67027,33498,213215,245357,41187,192620,48166,137125,181271,507,101073,154522,11314,81.49,58.93,59.68026582379448
208183,259522,64966,39693,254493,9507,1099,90230,246012,161281,164562,194631,195999,29652,74980,88398,128125,8076,80841,117611,144573,74.04,50.88,52.351785568068294
200794,158637,193972,11998,236459,69190,198092,105343,226084,162947,184901,40227,123936,251339,59120,24498,173232,180196,82917,219781,26751,94.08,61.31,62.63152338849766
6344,117393,206676,229313,248537,33432,135865,153342,204750,103010,127643,134952,85972,37704,229230,251587,89404,67920,68639,158879,254458,78.64,57.81,57.97946658899637
110036,171262,4727,183362,146263,251396,36849,175783,14884,66313,8796,34524,42248,44750,25132,118853,166481,60726,133237,240228,257809,86.38,57.0,58.27508781936446
185622,244876,8231,260708,64686,60941,187136,116574,19280,65740,21084,154989,59822,163620,207508,209769,163554,185990,94327,67268,179453,66.66,49.67,50.652223638615055
110891,73069,137937,196785,1264,39614,9305,100860,107145,42004,29143,134239,189731,23021,63141,26715,26154,5190,47647,196761,60693,70.45,49.94,51.043665047759994
27583,56977,6406,136507,175502,121740,118976,81192,140386,168233,99615,55692,179486,237649,199367,252475,55087,191084,211308,113700,111568,80.51,58.13,59.07752966329346
134087,5589,152325,155016,13430,231063,109580,243500,137642,152395,47507,241334,24585,173878,210411,125777,95992,5107,136107,251833,241552,95.03,60.1,62.037360338086344
31087,160041,96071,75911,180982,257824,244435,97576,80812,4995,229204,179650,108069,26518,27529,80195,52007,220361,203250,176310,216372,71.51,52.41,53.36115683815336
4121,212876,118337,15726,107655,167063,127366,121461,54590,233188,154335,160840,19343,1396,74543,6328,97754,80169,245175,189678,20066,70.63,53.54,55.775061741335705
57452,197914,128567,50425,30347,149829,97883,102703,187675,121431,36612,197546,90423,103558,232703,31910,66627,31921,32232,21105,161622,72.36,51.75,52.33584390322655
