n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,780,267,38.48,17.02,16.756940043646875
37,0,149,678,600,481,988,105.81,40.14,40.41748839769784
777,752,382,327,788,22,279,53.4,21.42,21.813027428717753
500,821,202,747,893,423,932,43.21,15.96,15.214088808147967
551,552,698,96,197,576,566,43.67,16.09,16.26267536262902
716,824,746,271,678,822,624,33.46,14.59,14.635136447946092
702,90,864,434,343,95,370,62.78,20.36,20.70280659282552
819,419,824,256,455,716,96,43.29,18.16,17.645204392941736
773,201,717,650,815,298,99,46.17,20.35,21.32793434770241
974,46,602,924,205,847,671,53.44,20.0,19.544080277895823
934,369,498,955,852,931,198,49.46,15.91,15.373252714327862
527,589,660,993,714,913,824,31.52,13.55,13.838807868474877
515,999,938,29,648,370,250,56.62,19.79,19.47210703536331
616,440,311,365,603,122,91,50.94,19.28,18.692928401071917
512,901,694,537,203,119,622,40.07,16.52,16.31397801436802
678,274,319,736,200,388,495,49.96,20.01,19.839376776072704
228,141,611,214,854,886,897,44.07,17.27,17.352967376070648
714,534,12,193,796,173,17,75.87,28.6,26.905334036466623
663,340,571,926,687,635,633,36.77,16.57,16.324848173251123
313,383,386,540,398,296,129,40.96,17.29,17.704809347579786
695,500,55,189,433,608,764,55.02,20.48,21.443346185776605
407,98,451,251,825,91,913,42.78,16.17,16.22924446735324
617,686,891,910,456,457,802,39.15,14.91,15.198908503444933
851,389,815,78,529,436,482,50.53,17.76,18.10472548101449
310,722,836,418,963,87,196,57.18,19.04,19.836131950679253
764,696,272,462,499,739,802,43.4,17.4,17.031440677204838
988,176,18,22,550,126,257,80.02,29.99,28.32765222037733
603,821,369,192,262,514,462,43.12,15.87,16.04820642375485
337,949,529,260,420,949,900,38.08,15.45,17.878513070714394
431,626,497,274,616,486,672,46.34,16.42,17.90308692598016
490,503,145,738,386,508,313,62.49,21.94,21.872147928159
649,824,478,331,375,675,166,43.72,21.32,22.277956270283894
994,935,945,634,385,711,617,37.12,13.61,14.182920285690175
272,327,661,407,998,499,746,44.86,17.04,17.218252505332135
812,161,959,847,297,573,6,95.49,37.19,37.422632571923096
638,460,987,58,186,30,624,54.23,19.0,19.805217757478395
792,583,114,698,735,379,370,36.28,15.61,14.84462722285302
960,509,873,603,63,941,197,37.44,17.42,17.305897849144657
158,970,275,628,15,432,825,59.39,25.26,25.70616333178431
801,819,833,537,503,77,480,41.7,19.2,18.378944524949066
237,102,379,370,985,148,697,41.85,16.77,16.78404635057513
640,249,621,325,147,38,643,61.85,24.49,24.561432749402766
684,99,731,107,46,661,489,70.12,26.37,26.682518180012483
473,741,921,70,644,31,718,49.17,18.79,18.833909939419225
564,130,631,852,946,85,164,54.36,18.55,18.99015113834999
632,646,933,271,929,858,914,30.9,12.64,12.916886567242763
669,462,511,710,20,810,652,68.24,26.13,25.40017098775133
140,837,966,193,930,956,451,36.98,15.09,16.0808082045206
490,797,450,457,571,283,488,32.67,15.46,15.467770898462309
729,593,65,851,819,298,372,41.77,17.64,17.161962808912456
292,368,962,34,85,514,878,51.26,20.11,19.72340105512518
282,286,280,989,484,441,454,43.47,17.71,18.180806567872406
944,380,32,730,87,255,835,60.56,25.12,24.491913806183838
619,653,244,548,763,33,756,60.4,24.25,24.009360113335113
177,344,379,32,53,974,757,67.75,22.64,23.002486942361184
783,769,972,214,717,443,351,39.07,15.12,15.071300015638416
906,79,161,749,692,116,409,64.84,21.64,21.720911309249143
560,138,475,760,506,654,76,49.38,20.35,21.82074444763529
131,75,358,532,31,190,538,67.24,27.37,27.16293079838824
725,153,188,288,756,154,519,44.3,19.19,19.261631810425783
582,870,397,815,228,967,226,52.88,16.48,16.732628077856745
712,577,732,932,128,429,707,43.38,16.85,16.26417022567769
167,775,324,246,574,586,4,93.29,36.3,36.68325228553542
805,824,582,395,192,778,333,44.24,17.07,16.945015046093566
875,390,538,451,9,407,865,75.86,29.38,30.281434870000346
543,564,870,677,139,733,239,44.83,19.74,19.26586779091786
660,556,824,760,381,278,682,41.43,16.32,16.235539509253627
189,995,152,168,706,640,137,45.47,18.03,18.112405051582137
393,76,62,12,40,483,777,82.98,33.61,34.096709364960894
60,117,666,728,553,102,689,58.54,22.23,21.73076055930434
376,609,32,61,555,230,805,74.31,24.68,25.204592065233925
416,230,781,578,704,944,973,37.27,15.67,16.085416957693223
300,94,482,79,741,587,884,48.51,18.75,18.258926253147706
60,172,915,677,448,122,981,73.31,23.94,23.33141949150519
114,718,182,51,700,941,31,52.46,19.39,19.52738819478889
768,860,692,746,435,666,725,45.27,16.59,16.803999916952147
293,261,454,237,206,835,879,46.92,17.66,18.340260154336132
669,797,548,806,660,219,284,40.58,15.26,15.520626747581785
606,13,261,539,809,749,762,67.86,25.32,24.472692003561917
997,992,725,892,700,338,795,36.79,14.42,14.568258163154805
529,95,598,609,660,33,370,71.73,25.16,25.755820669985297
375,707,119,231,971,781,28,42.66,17.67,18.258369388191312
369,943,708,970,348,446,702,37.06,15.13,15.150700131454249
852,994,52,352,142,31,10,88.91,33.2,34.56443562798442
344,69,496,2,474,848,270,90.37,33.31,34.462715631540206
89,693,604,630,279,235,135,51.82,20.3,20.644399477734048
128,429,558,186,248,678,393,40.66,17.61,18.039428905199596
608,439,577,529,641,850,491,37.73,16.25,16.06914060801408
950,276,259,140,306,909,33,68.3,25.98,26.149955365316522
197,776,459,107,827,180,589,46.65,17.31,17.089347392640775
111,970,950,828,2,525,164,85.14,32.9,34.74144180872494
122,155,606,402,485,497,882,57.55,20.14,19.94014235189483
