n0,monte_carlo,monte_carlo_max_hop,two_hop
3792,1.48,1.46,1.4
5023,422.33,2.01,2.1600000000000006
3058,1.23,1.22,1.2
2188,422.44,3.1,2.7600000000000002
1134,121.93,1.55,1.48
1524,1224.51,8.32,8.399999999999997
7098,21.1,1.24,1.32
5543,342.58,2.26,2.0800000000000005
52,1105.02,7.76,7.599999999999996
2771,1.18,1.2,1.2
4118,1387.16,37.17,36.60000000000024
3798,725.21,3.99,4.32
4953,80.97,1.42,1.4
662,2007.24,106.6,123.16000000000022
2736,965.5,10.85,12.59999999999998
4540,704.81,12.45,10.520000000000017
5051,1.23,1.22,1.2
5735,1246.54,9.09,8.519999999999996
335,361.5,2.31,2.2000000000000006
5965,1005.54,11.15,10.279999999999987
3104,1.43,1.38,1.4
1387,1.0,1.0,1
5762,142.57,1.39,1.3599999999999999
3702,362.09,1.8,1.8400000000000003
5939,441.49,3.46,3.5599999999999974
3461,1305.93,11.22,17.520000000000042
1287,2008.07,293.19,364.0399999999996
1379,1106.05,9.89,11.159999999999984
1949,1889.1,27.15,30.15999999999997
420,301.34,2.41,2.28
908,1.21,1.17,1.2
1084,1.0,1.0,1
4147,1.15,1.11,1.2
4836,1.2,1.17,1.2
518,383.51,2.08,2.12
6342,81.34,1.33,1.24
5639,422.55,4.48,4.559999999999996
3142,1.27,1.21,1.2
6468,221.1,1.65,1.8000000000000003
6112,21.33,1.23,1.24
832,1.0,1.0,1
2385,1.0,1.0,1
1679,2006.89,181.85,215.39999999999972
5523,1.22,1.19,1.2
1837,241.57,11.44,12.08000000000005
5944,61.86,1.29,1.24
6496,263.56,5.12,5.039999999999993
3455,1.17,1.24,1.2
718,1.0,1.0,1
6328,1226.52,10.86,13.679999999999982
2185,161.93,1.59,1.52
1719,1947.81,84.66,82.12000000000016
3248,843.94,2.98,3.0000000000000004
2303,2009.43,159.38,157.07999999999956
2798,423.09,2.77,2.480000000000001
6631,1.56,1.54,1.5999999999999999
353,1968.16,59.16,57.47999999999997
1634,1.2,1.16,1.2
5806,263.01,1.91,1.92
43,2008.99,223.41,241.15999999999934
3368,442.31,6.03,5.3999999999999915
448,903.18,10.75,9.999999999999988
3103,1687.07,12.51,14.91999999999999
6928,1.17,1.18,1.2
4028,423.69,3.32,3.3999999999999986
1139,383.65,6.21,6.0799999999999885
192,1688.69,22.06,23.759999999999966
1939,1.0,1.0,1
3479,1.0,1.0,1
6031,322.82,2.01,2.1200000000000006
6969,724.7,3.87,3.9200000000000004
917,1970.13,161.06,172.63999999999984
4889,141.83,1.29,1.28
31,2007.24,178.68,204.7199999999997
993,2005.85,150.0,160.19999999999987
6261,101.84,1.62,1.72
4740,1.22,1.22,1.2
1619,1166.69,14.27,17.03999999999998
6981,1.26,1.16,1.2
1663,2009.42,120.65,116.88000000000028
2705,1.17,1.22,1.2
67,1.0,1.0,1
684,1986.64,65.16,70.40000000000015
1091,1805.46,47.55,45.44000000000014
4421,1165.67,8.05,11.639999999999986
143,2010.49,98.09,103.28000000000003
4102,383.38,1.72,2.0000000000000004
694,1987.62,77.76,86.36000000000004
4693,141.58,1.25,1.32
4069,323.03,13.59,10.840000000000032
4403,402.21,5.79,5.359999999999991
1623,1.0,1.0,1
3441,402.98,2.24,1.8800000000000003
563,1928.11,51.95,53.280000000000136
3261,321.76,1.77,1.48
1574,241.97,1.73,1.7200000000000002
5232,1025.44,20.83,24.080000000000098
6266,221.8,1.68,1.64
765,1004.09,11.33,11.279999999999982
5741,422.75,3.62,3.959999999999996
