n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,490,158,52.06,16.45,16.050000000000004
92,68,20,411,562,939,296,75.37,20.36,22.969999999999995
819,783,60,227,532,549,368,58.94,18.45,18.719999999999995
283,798,176,846,108,268,219,56.29,17.41,18.11
965,949,26,848,656,826,266,51.05,15.1,15.409999999999997
819,278,198,168,317,296,642,66.58,19.47,18.560000000000002
888,749,983,875,868,901,381,35.64,11.95,11.460000000000004
88,865,620,345,687,397,518,58.01,15.74,16.359999999999996
254,182,253,484,286,91,967,53.19,16.98,17.84
957,837,886,964,560,860,307,33.67,11.3,11.870000000000005
7,930,298,586,721,903,319,74.09,25.54,25.189999999999994
868,783,520,199,423,433,613,51.62,17.0,16.459999999999997
295,441,462,165,238,312,265,54.85,16.13,16.53
832,816,44,83,47,473,641,66.55,18.4,17.129999999999995
287,531,547,663,482,717,351,51.55,14.92,14.889999999999999
148,689,200,68,422,935,207,53.33,18.12,19.189999999999994
650,647,451,282,188,364,446,38.67,13.52,13.600000000000005
764,602,328,649,571,203,926,45.06,13.24,13.290000000000001
331,103,859,63,725,234,284,52.14,18.05,18.459999999999994
783,596,630,882,243,125,339,68.21,17.23,16.349999999999994
957,181,297,470,26,43,365,64.01,19.02,19.82
714,84,917,987,977,292,752,37.7,13.93,13.360000000000001
691,982,334,18,330,295,329,64.67,16.94,16.86
989,156,793,667,420,882,965,49.88,14.9,15.129999999999999
890,635,696,837,79,300,632,50.55,14.54,14.68
196,915,454,299,139,256,390,57.39,17.36,16.32
613,984,162,339,586,9,372,71.51,26.47,25.6
45,465,173,373,802,823,371,56.8,16.65,17.089999999999996
297,585,99,449,212,434,938,48.55,17.22,17.05
212,116,60,63,56,754,172,79.57,23.52,25.199999999999996
609,693,993,153,621,41,559,63.09,16.14,16.389999999999997
502,596,255,329,36,125,854,58.41,18.5,18.18
541,299,792,419,667,205,489,43.42,14.08,13.770000000000005
206,247,449,420,503,37,224,60.86,17.91,19.16
431,454,254,662,910,438,850,54.73,14.9,14.660000000000002
220,510,192,32,37,260,259,69.45,22.82,23.249999999999996
248,538,213,790,237,427,890,52.03,14.0,14.17
267,145,332,52,912,950,322,51.06,16.14,16.509999999999994
578,119,583,412,985,922,668,56.43,14.25,14.86
669,891,809,734,762,41,506,59.46,14.31,16.019999999999996
396,95,440,215,952,894,586,50.77,15.57,15.360000000000003
921,966,946,169,344,303,672,59.88,16.35,16.319999999999997
482,818,922,657,322,834,430,32.31,12.47,12.580000000000004
540,220,670,820,702,820,274,30.89,12.64,14.410000000000004
346,944,401,979,508,76,879,50.08,15.16,13.990000000000002
994,286,984,642,684,195,45,65.46,20.05,18.709999999999994
404,920,634,130,785,991,275,55.15,14.14,14.04
683,876,61,890,171,704,650,46.54,13.8,14.969999999999997
475,582,483,764,413,949,399,63.26,18.83,17.959999999999997
223,817,3,216,944,160,13,90.27,33.24,34.75999999999999
624,897,263,118,405,829,788,55.01,17.05,16.11
801,390,898,227,563,54,899,63.11,18.39,18.45
973,206,165,687,622,338,838,53.4,15.68,15.120000000000003
913,575,792,803,482,937,539,43.1,14.69,14.61
450,27,80,35,712,608,115,65.05,22.06,22.649999999999995
500,574,885,263,622,792,142,55.69,14.66,14.69
42,371,81,786,900,535,926,49.62,14.16,14.380000000000003
10,304,857,355,847,76,87,68.12,20.54,21.0
982,556,464,390,210,806,318,51.25,15.37,16.159999999999997
397,239,776,498,876,989,409,61.81,16.23,15.46
97,79,117,937,635,817,906,56.84,14.51,15.799999999999997
374,524,444,425,878,728,795,47.49,14.13,14.58
454,68,643,902,963,200,652,48.74,15.55,16.449999999999996
309,952,856,490,432,121,817,43.09,12.59,13.410000000000002
571,171,380,895,166,180,723,45.22,15.18,15.14
152,334,506,880,346,264,554,45.16,14.01,13.870000000000005
997,925,4,727,172,5,663,96.69,38.78,41.52999999999999
319,123,558,113,498,805,732,58.39,17.98,18.04
615,495,538,77,533,251,421,56.12,16.28,17.3
867,300,365,234,785,184,884,38.67,12.83,12.870000000000005
641,1,692,54,624,929,320,57.84,20.32,18.640000000000004
557,934,930,478,801,933,581,38.94,15.24,14.260000000000002
312,959,888,518,805,451,627,47.1,13.69,13.250000000000002
632,452,401,144,257,789,611,50.82,16.41,16.47
370,677,348,136,443,84,620,50.88,16.74,16.529999999999998
147,691,828,637,181,292,923,38.98,13.44,14.760000000000005
962,380,202,589,812,358,691,47.29,13.09,13.410000000000002
635,904,95,78,412,661,958,53.15,17.85,16.400000000000002
925,183,337,669,380,334,178,55.06,15.78,16.12
307,904,23,618,20,536,972,67.94,20.08,19.88
772,849,90,820,367,826,832,40.51,13.37,13.010000000000002
976,100,162,186,598,507,676,55.82,17.17,17.939999999999998
587,960,78,778,947,991,119,56.12,15.83,15.98
176,667,490,691,907,763,227,48.47,15.23,14.719999999999999
632,805,851,676,310,873,950,41.78,14.77,14.449999999999998
704,415,902,613,243,918,501,35.11,13.88,13.499999999999998
720,226,317,376,235,763,334,38.39,13.96,14.51
550,641,542,462,920,822,409,50.65,14.49,14.300000000000004
518,410,992,837,320,290,448,38.98,14.11,13.56
421,602,13,257,188,918,553,74.63,23.27,24.879999999999992
469,709,574,629,845,373,413,41.23,15.45,15.810000000000002
973,397,638,28,159,523,69,63.55,20.46,19.349999999999998
469,997,988,645,942,355,618,41.99,13.5,13.46
815,319,932,93,773,264,495,40.04,12.84,12.620000000000003
227,655,950,488,913,618,796,48.76,14.77,14.949999999999998
67,152,946,244,70,306,135,64.91,20.64,21.64999999999999
970,48,167,407,809,595,697,40.8,15.86,15.68
635,560,730,982,551,268,18,58.6,19.2,18.509999999999998
536,251,161,769,99,210,32,64.79,22.81,22.46
972,324,83,124,277,62,899,63.16,18.61,18.630000000000003
