n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
60687,48930,35013,18158,24398,843,44345,65900,60780,10592,43781,72649,5360,49678,22205,59247,55389,73.63,27.61,27.583924684602785
20598,22076,31196,6728,14542,17357,66357,8300,50287,13326,38165,26864,29399,55280,11496,34961,27510,63.63,35.68,36.16856234883583
51975,36855,44782,5661,26146,690,53895,7181,49652,64449,18237,3077,31029,55669,14686,507,15890,105.14,24.44,25.77435578966417
75851,25909,26614,43282,1081,10944,17456,70748,2289,65641,11119,75101,65108,70462,25975,55064,9020,104.4,46.85,53.87324884062449
52184,25187,12244,19052,22617,5400,7100,35388,72752,19569,35168,75403,4487,15903,52739,31036,21199,45.96,30.34,31.79750378734398
66179,5640,47965,68427,74086,11369,45507,14413,47915,59152,27529,52713,26053,75292,2407,49668,43084,39.11,25.12,25.442483766274034
80,56829,14641,27974,29059,58197,35341,42560,11641,40259,37340,13509,67830,7230,3328,49988,73457,38.12,24.31,24.55621195119357
56182,65186,45361,32540,74190,8687,55706,30271,12553,52547,66830,48885,73461,48412,18236,38049,22421,51.55,26.11,26.75832446395738
33936,3850,6619,22643,34466,21523,15763,19440,1556,6399,7983,59039,27341,50971,38566,1939,46469,147.21,79.23,79.2372162824314
37356,18434,63034,73653,36402,17996,11349,72870,38798,15457,8597,55040,59165,18680,73652,50200,22161,97.25,33.31,34.72855923513763
35934,64806,45727,13005,6351,36287,69315,16822,22718,11045,21263,29151,1705,26593,23049,62080,59860,120.03,33.95,35.091577382646804
73301,71500,50893,10904,22681,71908,63184,34398,70179,8727,3771,57114,71349,40469,68615,69073,70401,30.31,27.87,27.41221728407329
8595,75218,71060,39363,8430,29398,18016,13527,13057,64443,59445,7922,64253,6940,3827,48908,31934,184.82,57.03,57.429223450027905
60115,30291,48657,75127,65001,31864,4718,11092,6148,53708,53303,9039,10582,24784,4470,23765,11064,207.74,77.66,80.23632932483838
8503,3914,46503,61635,71698,70198,62210,3404,9871,43755,11088,42136,1123,60797,58871,19474,50605,93.06,48.56,50.54507399981975
62683,18075,13924,45713,30319,59176,16960,25187,28987,14257,14497,6911,15740,9782,10820,48814,13581,40.15,23.23,24.125998060045276
3074,61277,68421,26303,48429,10634,30953,717,33602,67872,25868,2029,57574,33195,2914,13533,68084,185.36,61.53,62.36642195668252
54677,7576,32930,62334,41300,28927,7682,36068,17331,39341,5097,24469,46326,52850,950,39679,12375,99.59,31.69,32.672802822421716
3862,41638,57582,32398,54601,42172,64448,73844,45474,52309,56371,27385,10296,36226,39437,60522,61159,76.01,35.3,36.9698925196042
74506,59756,57662,50465,24423,43185,52712,7717,42601,12035,22356,41617,71287,3521,24715,27668,47789,56.93,28.08,27.81869839322701
18047,11261,44282,58599,50444,27686,71033,43957,9943,2506,72412,55289,61682,29799,42426,67389,65843,85.19,43.21,42.78741496519742
12988,60717,419,37310,69927,26885,9361,29326,1415,41241,5507,11991,19544,43064,21403,12589,66796,162.07,37.85,38.5375524286926
52923,51833,51041,66349,17674,66679,46846,47054,35379,26474,42001,50468,74358,23911,23349,74812,22484,60.7,23.72,23.95024032308829
1238,40110,2637,36505,62755,68490,55984,12286,35757,37349,18836,67755,59176,62758,30416,23473,43391,59.37,25.64,28.19629189993217
19224,45567,6664,71488,36514,45131,3437,75833,24432,70485,12657,59435,17635,44660,27628,71189,17611,117.37,39.04,38.82948055533426
55414,28387,67549,26583,74528,55456,1312,72732,6470,46510,65038,48768,7982,48809,52238,60765,57328,72.02,36.06,34.73737940664981
24999,72873,12943,21765,11126,46482,34104,32390,61547,68881,24423,69620,1578,70755,43970,29223,22715,63.99,33.17,33.34734261940749
3683,7404,26260,44407,37161,17008,43286,39013,51851,4726,10011,53190,32162,59510,60856,5494,41205,78.99,39.8,38.880266541953
22685,18851,75293,26170,68577,49994,65768,19934,49708,4333,52010,18370,37426,54540,63152,23708,12394,50.62,25.13,25.447460500492816
67154,65315,68210,34209,33254,48996,45463,70372,1827,25909,7687,69286,60745,40827,13534,27029,1977,102.46,38.94,40.85285272040963
