n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
6499,4700,6733,660,3973,6244,2143,301,3,1192,5429,16.04,15.81,15.454562194641852
4804,3852,6223,6019,3056,2616,6308,179,2233,4004,6569,16.02,13.66,13.395882277628127
1622,5978,3391,4409,4417,5587,771,1580,4615,4535,5730,19.84,17.97,17.308576773188996
6595,5971,2175,5430,6581,4997,5617,721,6916,3479,2749,15.89,13.95,13.792895051830085
762,2966,6555,3358,6592,2051,3647,5731,768,6189,1615,20.14,18.96,18.274982537985345
5740,5201,6524,2385,799,374,4821,1645,6782,5369,2952,35.62,30.28,29.320825924077837
3987,6821,1586,4216,4717,5280,5717,6598,4126,232,5189,17.93,15.76,16.394936474993695
2960,2006,4929,3520,2493,2927,4826,979,734,4097,5559,23.24,20.05,20.43102239510001
4302,1631,957,4982,5429,2194,2558,5890,1607,3111,3962,15.1,14.17,14.23183805119309
1824,1131,4893,1719,6832,7090,5719,4277,102,1546,6373,19.17,18.13,17.77934900367629
1385,139,5308,2727,4569,5499,5081,5067,2507,3068,3091,20.61,17.31,17.192955914994293
4320,3188,2368,1039,5560,4003,440,1518,3464,4865,6113,13.2,12.73,12.47375202847575
3258,786,3614,2009,6600,729,4941,5490,3654,3663,6421,17.89,13.42,14.15996711226926
6809,3113,6521,626,4232,3493,3857,2485,5780,6689,3351,15.45,15.14,15.069952948550263
703,1574,6115,5572,2177,3697,3994,5919,6422,1410,151,13.1,12.32,12.56327873162968
179,4406,1011,2057,4828,6568,2957,1536,2099,4118,3698,25.16,21.54,22.065756717701507
2698,4234,2087,3363,3454,5014,3976,2194,4935,3888,5376,11.67,11.83,11.738468046882238
3920,4030,1164,5908,3092,4068,2504,5197,6592,3827,2649,18.24,13.35,13.778207025797501
3002,5400,1335,5074,3080,5688,4940,2177,2622,5292,3262,13.13,13.03,12.61105541031336
3997,5974,6499,1295,6780,2382,4586,50,5110,3681,467,20.22,16.3,16.7190451527143
1495,246,4996,6337,4667,918,5587,5886,3038,2965,4075,14.5,14.63,14.579983982646564
6991,4831,510,1578,1264,2205,5025,121,3457,6604,6408,21.6,19.79,19.619488039247617
6554,6664,4299,4027,621,3841,1901,820,3038,2965,1187,15.09,14.89,14.936176482346623
5578,5124,1993,4969,2607,1181,308,5144,5473,797,5848,16.15,15.33,15.03755499907386
863,370,5288,3914,3790,5931,565,5154,252,5745,4517,20.42,16.88,16.656401229398654
1040,5051,6821,684,1319,5063,5170,2172,6868,5359,3702,13.82,13.31,13.113111130327596
4093,5683,166,6482,5221,1122,6703,1546,3611,3925,6377,18.11,14.78,15.06498832372573
