generation number, individual number, fitness, candidate
0, 0, 187.05, [21190, 132924, 1339, 52957, 156258, 42901, 97030, 8682, 128186, 104514, 97222, 238647, 28565, 16137, 251298, 90165, 45350, 128884, 12720, 71174]
0, 1, 182.56, [103636, 184468, 26924, 18682, 16137, 229388, 160799, 64677, 67127, 142892, 201717, 202339, 33788, 50078, 149069, 23180, 201488, 153138, 244107, 178423]
1, 0, 187.05, [21190, 132924, 1339, 52957, 156258, 42901, 97030, 8682, 128186, 104514, 97222, 238647, 28565, 16137, 251298, 90165, 45350, 128884, 12720, 71174]
1, 1, 183.42, [21190, 132924, 209189, 52957, 128884, 156258, 42901, 251298, 97030, 128185, 8682, 104514, 71174, 238647, 45350, 97222, 28565, 16137, 90165, 12720]
2, 0, 190.29, [209189, 132924, 21936, 52957, 1339, 196691, 71174, 156258, 42901, 251298, 97030, 128186, 8682, 104514, 45350, 238647, 16181, 12720, 28565, 90165]
2, 1, 187.05, [21190, 132924, 1339, 52957, 156258, 42901, 97030, 8682, 128186, 104514, 97222, 238647, 28565, 16137, 251298, 90165, 45350, 128884, 12720, 71174]
3, 0, 190.29, [209189, 132924, 21936, 52957, 1339, 196691, 71174, 156258, 42901, 251298, 97030, 128186, 8682, 104514, 45350, 238647, 16181, 12720, 28565, 90165]
3, 1, 185.17, [209189, 132924, 52957, 21936, 148634, 1339, 45350, 196691, 106463, 251298, 71174, 104514, 156258, 128186, 97030, 8682, 12720, 28565, 118057, 90165]
4, 0, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
4, 1, 190.29, [209189, 132924, 21936, 52957, 1339, 196691, 71174, 156258, 42901, 251298, 97030, 128186, 8682, 104514, 45350, 238647, 16181, 12720, 28565, 90165]
5, 0, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
5, 1, 193.33, [209189, 132924, 198568, 52957, 196691, 8410, 142892, 136928, 1339, 70226, 251298, 71174, 45350, 8682, 42901, 12720, 28565, 128186, 16181, 139856]
6, 0, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
6, 1, 194.41, [209189, 132924, 76632, 52957, 196691, 1339, 71174, 249570, 70226, 186197, 251298, 45350, 8410, 261541, 42901, 12720, 128186, 28565, 90165, 238647]
7, 0, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
7, 1, 187.26, [209189, 132924, 259575, 52957, 196691, 45350, 11504, 16181, 1339, 70226, 186197, 136928, 71174, 8410, 8682, 42901, 12720, 128186, 90165, 85241]
8, 0, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
8, 1, 192.56, [209189, 132924, 70226, 52957, 196691, 141259, 8682, 28565, 1339, 136928, 186197, 251298, 71174, 8410, 12720, 42901, 16181, 128186, 90165, 189512]
8, 2, 191.31, [209189, 132924, 216243, 52957, 196691, 45350, 201488, 192319, 1339, 136928, 186197, 251298, 71174, 8410, 12720, 42901, 16181, 128186, 90165, 242700]
9, 0, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
9, 1, 194.4, [209189, 132924, 186197, 52957, 196691, 8410, 8682, 136928, 1339, 70226, 251298, 71174, 45350, 12720, 42901, 28565, 16181, 128186, 90165, 262063]
9, 2, 190.11, [209189, 132924, 56498, 52957, 196691, 38936, 257733, 8682, 136928, 251298, 71174, 8410, 45350, 42901, 12720, 28565, 128186, 16181, 90165, 238647]
9, 3, 188.81, [209189, 132924, 70226, 52957, 196691, 30870, 186197, 210955, 136928, 251298, 71174, 8410, 45350, 42901, 12720, 28565, 128186, 16181, 90165, 38747]
10, 0, 195.78, [209189, 170865, 196691, 52957, 12720, 243759, 136928, 1339, 70226, 186197, 251298, 45350, 71174, 8410, 42901, 8682, 128186, 16181, 90165, 201717]
10, 1, 195.26, [209189, 132924, 196691, 52957, 136928, 70226, 1339, 186197, 8410, 251298, 71174, 42901, 45350, 8682, 128186, 12720, 28565, 16181, 90165, 238647]
10, 2, 193.06, [209189, 132924, 196691, 52957, 34508, 231200, 136928, 1339, 70226, 186197, 251298, 90286, 71174, 8410, 42901, 8682, 128186, 16181, 90165, 238647]
