n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,17936,32432,92.57,38.95,26.865966662640226
66369,27446,52521,3970,60179,63884,59392,51180,64878,17.85,12.39,12.864724255447195
75120,25196,52780,11739,63582,30694,2620,34965,68180,60.34,19.44,21.665798931813192
53433,62170,49686,14906,33863,12735,8269,50642,49441,45.77,18.67,18.735714652003708
14120,7609,44359,30725,11279,65218,67739,27252,18630,17.54,14.16,13.842894240332088
8437,70741,4910,64050,25408,19425,59803,58344,37441,9.24,9.64,9.375701467755643
73049,46752,55852,17691,20748,12794,69705,41128,46796,23.58,15.25,15.847360536090841
64832,66010,25906,40473,19681,46627,69300,37270,66819,84.67,30.46,30.016150068050734
9361,66508,71425,28829,45115,31966,1561,38758,44988,81.74,20.66,20.688773499077072
28808,34975,4411,55496,33393,49404,39105,54646,22970,20.78,13.84,13.711558061484915
51939,15238,21781,3359,26451,21060,39327,15267,1732,21.4,18.15,19.776693422868522
49866,44802,22302,74596,57095,30371,18224,53752,73924,14.17,13.66,13.097119065428922
58465,53366,54783,10504,9171,37846,12466,4460,11174,57.18,21.55,22.92117833703401
13962,68281,69112,47207,20140,66181,63994,19468,8254,96.13,25.12,25.27863391455877
24861,2220,18401,44668,50637,75192,15826,39244,46064,28.97,16.61,16.90370313572385
42655,47978,385,65407,27535,7951,4341,22540,23304,102.58,36.35,30.726645585378154
44239,56496,57871,15853,10925,26274,29357,65170,62021,33.12,11.69,12.423841694028713
20253,49949,15993,14216,59334,16574,57603,67434,11852,13.61,12.48,12.53879888877623
61773,73906,51609,47291,59681,29559,6675,25887,6412,33.49,24.96,24.140330883818724
58487,14600,14179,27684,603,2964,47723,56678,69190,40.27,24.1,24.541993743618008
12233,65874,74576,26303,65736,30072,42481,68909,50346,19.27,16.07,16.062217199497628
68130,25713,876,37952,38860,10469,42078,52806,29316,27.93,13.06,12.975602414037569
38852,10436,71740,54982,48398,42051,67669,39606,46775,63.67,26.33,26.396115298444755
38774,14325,25656,63597,48492,49623,40893,26902,38075,16.67,13.11,12.78206546238715
52038,50262,68636,46633,47472,56033,25674,64217,69328,21.06,11.7,11.697673011871267
66495,10745,35238,21423,8995,65305,35505,55015,15340,20.7,13.53,13.481486140231471
35906,38226,35926,66091,35206,36350,53975,32052,47364,18.47,14.83,14.949518241925752
32214,32507,66154,60022,32754,30701,68845,25609,48226,9.84,9.57,9.530611504670611
65096,13860,14631,50848,11039,22375,74284,56043,5916,101.84,21.32,22.76764334757788
17931,2895,25066,34686,11409,12508,60645,60258,36993,65.48,26.32,27.540000180975117
74201,12150,16559,46867,8647,41932,5073,11004,17997,44.64,20.06,20.54872380390171
48005,9827,30242,4857,41850,29141,38875,46857,42833,19.1,16.55,16.72953837122958
8665,68164,14941,45619,56958,20937,20589,33412,51025,22.64,13.38,14.713546341972442
19498,56521,8536,13077,70053,29177,10766,38424,23158,88.7,27.62,30.57224437376386
44165,26073,14288,6668,7494,72856,23289,22378,73331,12.85,12.95,13.05221886957252
42829,38719,31752,65588,62769,14543,73772,10875,18021,35.66,22.21,22.649994540553525
17387,29542,42839,28578,53454,22793,22146,17698,57726,21.06,15.79,15.32529053370715
7975,58767,37662,54373,57222,75804,48764,73922,64176,18.12,15.79,15.916239495046678
48044,69204,24571,40477,34879,62373,16762,36290,65528,12.87,11.3,11.658983007577453
66398,69948,67090,37898,28507,74516,69010,51204,17666,19.79,13.85,13.9428122405622
64062,62370,16287,38168,51652,4201,4581,48691,66401,26.86,21.97,22.145419969046593
38808,45487,49163,3623,18772,1897,10447,24202,58840,51.29,18.32,18.437777800913032
16699,55774,73937,75851,14161,48852,65846,5190,48328,18.51,20.86,17.564344531444405
46941,13930,41916,13385,62476,22248,30902,62498,47865,46.37,22.63,22.109796642193622
