generation number, individual number, fitness, candidate
0, 0, 187.05, [21190, 132924, 1339, 52957, 156258, 42901, 97030, 8682, 128186, 104514, 97222, 238647, 28565, 16137, 251298, 90165, 45350, 128884, 12720, 71174]
0, 1, 182.56, [103636, 184468, 26924, 18682, 16137, 229388, 160799, 64677, 67127, 142892, 201717, 202339, 33788, 50078, 149069, 23180, 201488, 153138, 244107, 178423]
1, 0, 187.05, [21190, 132924, 1339, 52957, 156258, 42901, 97030, 8682, 128186, 104514, 97222, 238647, 28565, 16137, 251298, 90165, 45350, 128884, 12720, 71174]
1, 1, 185.07, [21190, 132924, 209189, 52957, 128884, 156258, 42901, 251298, 97030, 128186, 8682, 104514, 71174, 238647, 45350, 97222, 28565, 16137, 90165, 207600]
2, 0, 189.69, [11791, 132924, 97030, 52957, 1339, 242700, 14428, 156258, 42901, 251298, 58312, 128186, 71174, 45350, 97222, 238647, 16137, 12720, 28565, 90165]
2, 1, 187.05, [21190, 132924, 1339, 52957, 156258, 42901, 97030, 8682, 128186, 104514, 97222, 238647, 28565, 16137, 251298, 90165, 45350, 128884, 12720, 71174]
3, 0, 191.11, [11791, 132924, 58312, 52957, 55681, 97030, 1339, 257969, 251298, 14428, 242700, 42901, 156258, 71174, 128186, 45350, 97222, 12720, 28565, 200897]
3, 1, 189.69, [11791, 132924, 97030, 52957, 1339, 242700, 14428, 156258, 42901, 251298, 58312, 128186, 71174, 45350, 97222, 238647, 16137, 12720, 28565, 90165]
4, 0, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
4, 1, 191.11, [11791, 132924, 58312, 52957, 55681, 97030, 1339, 257969, 251298, 14428, 242700, 42901, 156258, 71174, 128186, 45350, 97222, 12720, 28565, 200897]
5, 0, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
5, 1, 191.15, [11791, 132924, 52957, 221112, 215285, 15074, 55681, 243866, 28565, 177837, 251298, 156258, 257969, 97030, 71174, 14428, 45350, 128186, 97222, 97805]
6, 0, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
6, 1, 189.88, [2077, 132924, 52957, 248272, 71174, 215285, 103636, 177837, 243866, 28565, 55681, 251298, 156258, 257969, 97030, 45350, 128186, 42901, 242700, 72957]
7, 0, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
7, 1, 186.83, [11791, 132924, 52957, 14428, 220371, 215285, 42512, 202339, 243866, 28565, 177837, 55681, 156258, 257969, 97030, 71174, 42901, 45350, 97222, 11504]
8, 0, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
8, 1, 190.3, [11791, 132924, 52957, 76632, 181934, 215285, 14428, 112758, 243866, 28565, 177837, 251298, 156258, 257969, 71174, 45350, 128186, 42901, 97222, 24205]
8, 2, 189.04, [21190, 132924, 52957, 55681, 97030, 215285, 129729, 242700, 243866, 28565, 177837, 251298, 156258, 257969, 71174, 45350, 128186, 42901, 97222, 12720]
9, 0, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
9, 1, 191.99, [11791, 132924, 52957, 177837, 42901, 215285, 74204, 97222, 243866, 28565, 55681, 251298, 97030, 257969, 71174, 14428, 45350, 128186, 242700, 110235]
9, 2, 191.65, [11791, 132924, 52957, 101579, 55681, 215285, 257733, 251298, 28565, 177837, 156258, 97030, 257969, 71174, 14428, 42901, 45350, 229560, 242700, 12720]
9, 3, 189.2, [11791, 132924, 29931, 90286, 29897, 215285, 97222, 251298, 28565, 177837, 156258, 97030, 257969, 71174, 14428, 42901, 45350, 128186, 242700, 12720]
10, 0, 194.79, [11791, 132924, 52957, 28565, 38747, 215285, 71174, 213227, 243866, 177837, 232214, 156258, 257969, 97030, 14428, 97222, 42901, 128186, 242700, 12720]
10, 1, 193.42, [11791, 132924, 52957, 215285, 177837, 28565, 243866, 55681, 257969, 97030, 14428, 251298, 42901, 156258, 71174, 128186, 242700, 45350, 97222, 12720]
10, 2, 191.54, [11791, 132924, 52957, 177837, 251298, 215285, 238647, 97222, 243866, 28565, 55681, 156258, 97030, 257969, 171702, 14428, 42901, 128186, 242700, 12720]
