n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
7070,6955,463,750,695,2957,6844,10.13,8.81,8.816168852498173
1385,6029,6627,5486,6994,2524,2060,10.36,9.03,9.368962676025205
4963,1738,4970,292,4761,5580,1297,8.88,8.05,8.238849435309913
3528,5230,3223,6583,5922,7047,4170,10.29,8.72,8.742097502324611
3047,4457,3644,4112,2197,294,224,8.83,8.21,8.168751932240086
2982,3808,2608,3113,3470,4306,1347,13.46,11.52,11.85633421788619
4591,1453,1934,1889,195,1447,2663,8.41,8.34,8.106982132282129
1422,1119,4179,4179,2946,4208,5525,6.6,6.57,7.710426537646511
4586,1489,3650,6527,3396,6016,4303,14.7,13.45,13.419240696570972
6249,2983,6469,4861,2898,2964,7036,8.15,7.97,8.072767265820657
3651,1320,6176,3275,5858,6050,3779,9.03,8.6,8.515392076915354
5365,4344,2047,4014,2286,4080,4102,7.86,7.3,7.389196861153831
4222,6811,6522,2899,5420,3724,3776,9.83,9.37,9.344486148644204
2873,4650,5946,4567,5929,3740,3986,7.12,7.14,7.201494121302907
5397,1817,2659,6673,5730,6840,1360,7.87,7.61,7.693729215235065
5049,2196,6332,3930,2535,2484,6547,9.67,8.49,8.577138502309394
5785,6808,4130,4605,4241,4156,5336,15.15,12.98,12.847451157914962
5044,4816,3331,2554,5987,1702,4005,7.2,7.21,7.181842513091787
4193,3003,5605,5105,617,6424,6720,11.03,10.21,10.068638199916803
2797,5946,68,6676,1567,6101,869,7.14,7.16,7.226099914745356
481,4705,5348,400,2237,4847,1856,8.86,8.92,8.594169674412864
5590,870,6179,4279,1118,6995,2177,17.21,12.75,13.428772054423217
2005,6756,1724,494,3464,5873,6221,8.34,7.7,7.900697329943709
261,465,2968,2950,1408,2043,5511,7.41,7.38,7.303066958972351
192,679,943,552,207,334,5975,26.38,19.93,20.118500032501505
173,3056,2094,1046,6662,1287,6019,16.65,13.88,14.243069933493231
1505,4285,5664,15,3158,4828,353,15.02,11.58,11.943463311712389
6505,2030,1240,297,34,2819,5040,23.7,19.02,19.694486166575697
5142,6082,6124,926,2343,2762,4003,9.95,9.1,9.260504908983707
252,2526,3675,4517,6274,4957,6061,8.57,8.08,8.073124277261188
374,2162,6190,3291,7065,5092,5778,10.43,9.03,9.412983347366627
1257,3873,1847,765,5413,5631,2591,9.47,8.91,8.91587420657798
6868,835,198,3668,6458,1044,4245,16.07,12.31,12.586394659008688
4791,6398,3219,3988,4217,2686,1178,10.76,10.47,10.96239525949389
2793,2122,2144,4964,3438,5351,147,9.15,8.36,8.380061375294304
5730,4570,1151,5493,465,2072,274,16.1,13.64,12.896637386516323
1078,1320,1398,785,3714,5202,1897,47.78,36.18,35.87889011539372
4163,5800,257,2021,1904,5848,3642,12.41,11.8,11.257278660593448
602,2054,658,4843,1869,5113,6484,8.57,7.81,7.644915563052851
6555,5111,5812,2947,2102,5607,3465,8.06,7.57,7.630386390599423
2283,4310,6149,39,1237,290,3151,9.68,9.02,8.843005042399229
3348,1312,910,4194,5929,719,1973,10.35,9.86,9.758959980018558
834,817,162,1488,6148,1896,861,7.13,7.13,7.16203039462502
1780,200,4265,5484,3804,3718,2537,10.68,10.11,9.934993579523024
4387,5257,3112,1740,5608,6230,1721,17.76,15.18,14.965832554926982
5971,6603,3553,3486,4190,174,4760,8.98,8.07,8.078633272696212
4844,419,3424,4301,4762,1484,768,15.14,13.16,13.3144910335349
5433,6575,3930,2999,159,4253,971,8.85,8.25,8.260707575436756
5001,3002,2372,5655,3049,2525,156,11.23,9.87,9.943186126206479
5614,3377,828,860,2506,1625,6886,8.85,7.87,7.888436625701543
6351,5509,6761,128,6652,3698,491,13.73,12.95,13.083614805281607
3364,5220,3980,3795,1705,4822,5026,7.86,7.41,7.554239815340935
604,43,2329,197,3054,2505,5927,13.77,11.11,11.692644220265933
627,1795,6184,4017,1575,948,4682,8.67,9.03,8.829668236052687
3058,3209,5864,3794,1144,6173,2825,12.06,11.35,11.195456955338077
3236,997,2082,997,1007,659,5050,8.75,7.45,9.241665650969761
6963,2740,5251,3203,1736,5674,863,8.59,8.79,8.62017130459324
202,5064,5399,3853,6366,353,5927,10.83,9.36,9.590820624710062
5781,4079,2381,2929,3744,1158,6543,7.44,7.42,7.513078418715693
3071,2203,3966,4311,7092,3912,5894,8.1,7.76,7.7711016817471235
5963,6589,3432,4031,6848,5572,2431,10.08,10.05,9.904588954208162
3233,1897,1281,4004,4886,2125,4493,9.79,8.54,8.619501125272574
3503,5698,5563,5727,690,4799,5962,21.48,17.88,17.097440074436552
6699,4716,786,582,2916,1442,4466,13.53,12.33,12.564845416476134
1200,6605,3414,547,6541,705,5581,18.59,16.79,17.20723423785629
6633,5309,307,1052,2427,3199,1898,36.81,28.76,28.829598269821727
5803,5494,5579,2698,3595,1413,4292,8.38,7.75,8.051904504755305
2351,918,1278,4430,6191,3471,787,14.2,12.85,13.323174706620156
2693,4231,2036,5860,4212,2107,1389,17.62,16.69,16.15487267650751
1290,3776,5760,1920,3310,2937,6412,11.41,10.09,10.239993351661283
6261,4697,5971,1185,3822,3614,5888,9.9,8.95,8.824964317192034
240,6633,4875,3139,6035,1478,3218,16.17,12.71,13.051438529956755
4179,438,3952,2244,3317,2078,5820,13.48,11.32,10.889669173985304
5990,3376,5778,5307,3870,2949,4485,7.95,7.93,7.7593082015234
2709,5843,6108,5394,666,6239,6714,16.29,12.84,13.813642501805393
6980,5945,1843,4365,5089,1539,3299,11.59,10.13,10.029519158355289
6687,5463,3133,5200,95,2563,3805,7.56,7.09,7.1593178112519285
4289,5829,3819,5325,1453,6685,773,21.38,18.88,19.077118688310758
140,3300,1773,5975,4663,4967,3160,12.44,9.72,10.145529260489536
1765,822,3194,6681,4568,6283,6566,10.41,9.88,9.878437318172816
1634,2247,6096,4802,4753,1568,4012,12.72,11.29,11.197489969456083
6587,5012,1129,69,5016,5559,3558,14.16,12.75,12.209506278130242
3949,2078,4206,4637,1421,3826,5838,17.15,16.73,16.98991774198545
1679,6227,596,2869,24,3976,4367,10.54,10.15,9.598551050013693
6858,5481,5393,536,6182,4846,3973,13.23,9.91,10.395979858794297
5527,2743,3762,2186,4119,3770,225,18.67,15.7,15.407416919506227
653,5025,6176,2847,1422,6222,6146,7.98,7.51,7.652875311184862
6425,3313,2091,5529,5121,6450,6827,14.21,11.85,12.014551733945334
7078,5894,1104,443,1331,4091,3126,13.7,12.48,12.652637640859592
3806,5535,2415,1276,85,2315,4566,8.27,8.18,8.067008663582392
3828,14,3002,278,4407,6963,3132,7.95,7.81,7.907670791432953
4622,3627,1674,5541,2526,4081,5317,7.37,7.69,7.532301830168066
1092,3963,5649,4411,5825,2479,628,8.39,8.39,8.27529522469049
2113,6753,2564,2491,2733,5294,6519,17.84,17.16,15.673317963694778
2557,5352,5265,3219,4244,6887,761,11.77,10.6,11.122629996230552
4165,5188,1725,3204,4884,4345,6948,9.05,8.36,8.246409078918223
6970,1225,6536,4134,5151,730,2523,8.74,7.79,8.003753511295754
335,1908,3748,4598,1901,4281,2273,16.42,12.87,12.987379151134949
501,916,917,5532,6706,6450,3106,12.76,11.66,11.656028828849104
7017,2986,1750,2608,2917,633,2741,10.32,8.55,8.48362053345962
