n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,41,265,988,523,497,414,940,802,849,310,189.48,42.82,43.999999999999986
991,488,366,597,913,929,223,516,142,288,143,773,97,633,818,189.87,36.9,36.760000000000005
256,931,545,722,829,616,923,150,317,101,747,75,920,870,700,187.47,41.83,42.879999999999995
338,483,573,103,362,444,323,625,655,934,209,989,565,488,453,202.54,49.78,57.75999999999996
886,533,266,63,824,940,561,937,14,95,736,860,408,727,844,196.83,58.0,63.23999999999999
803,684,640,1,626,505,847,888,341,249,747,333,720,891,64,187.48,38.53,39.480000000000004
195,939,581,227,244,822,990,145,822,556,458,93,82,327,896,192.28,37.44,44.279999999999994
520,955,501,111,308,564,298,723,127,560,340,834,944,553,208,181.39,39.38,40.11999999999998
986,818,617,560,601,294,455,93,610,817,394,324,589,247,297,192.56,42.14,42.31999999999999
188,193,841,191,33,627,672,266,487,70,91,695,775,133,897,190.3,44.68,48.519999999999996
153,945,39,862,82,919,716,945,849,553,699,400,857,722,537,191.13,44.13,48.080000000000005
282,534,831,241,869,220,916,695,603,845,972,429,593,281,461,190.07,39.94,41.27999999999998
504,676,656,717,938,812,365,84,332,627,118,498,601,645,343,191.57,44.29,46.16000000000002
865,194,248,16,749,277,119,722,225,380,813,174,340,436,835,205.72,48.25,50.32
63,103,801,149,875,714,224,46,836,587,649,931,958,547,616,205.55,51.54,54.68
696,75,27,127,650,193,620,850,589,122,400,93,379,853,118,192.67,57.62,58.71999999999999
37,620,22,199,984,993,189,735,126,490,215,744,819,62,959,206.09,51.19,55.27999999999999
695,23,557,435,635,103,855,266,71,226,73,662,308,358,446,206.57,56.13,58.63999999999999
184,62,515,478,40,610,103,716,400,204,266,367,926,749,481,202.74,47.96,52.359999999999985
858,923,940,583,173,714,688,208,989,785,59,807,692,162,865,179.9,42.62,43.63999999999999
165,350,542,256,120,611,943,452,681,179,13,482,697,419,921,205.32,52.74,53.04
582,895,520,939,318,664,365,397,857,673,256,157,574,707,12,194.6,55.48,59.31999999999997
468,759,80,343,756,46,557,287,138,245,780,976,493,360,624,195.61,44.46,45.160000000000004
294,689,367,604,969,913,648,874,635,135,732,317,397,766,424,200.53,42.76,44.47999999999998
848,666,82,1,608,196,715,342,163,245,228,652,458,387,727,197.57,48.03,46.480000000000004
896,689,581,895,424,32,411,892,718,581,428,790,678,726,47,195.97,45.3,49.879999999999995
169,456,65,265,718,161,457,540,906,498,929,574,618,773,0,196.59,59.52,62.23999999999998
905,39,506,333,319,857,478,51,828,842,896,997,831,425,192,197.25,52.22,55.31999999999998
561,986,648,85,857,742,133,15,411,972,694,427,323,3,218,211.74,78.0,83.40000000000006
14,734,772,2,842,691,541,626,100,195,121,622,664,203,894,191.95,53.7,54.28
309,286,705,186,102,487,874,944,406,642,83,22,281,935,463,199.78,44.46,50.760000000000005
819,811,118,882,262,136,669,533,836,666,660,355,117,892,158,192.71,44.45,46.0
285,871,19,43,41,210,697,265,571,322,969,375,960,581,931,210.14,56.68,56.67999999999999
869,43,866,767,984,718,622,671,506,729,659,924,469,655,445,181.63,35.4,37.120000000000005
381,892,550,182,212,384,601,298,9,141,154,277,341,345,808,199.82,70.06,74.99999999999999
376,735,95,346,798,635,36,42,276,167,153,597,296,369,404,187.94,49.69,51.2
561,132,300,117,489,748,245,956,49,315,183,877,535,746,72,200.79,54.57,64.43999999999997
309,412,855,336,306,424,111,101,574,930,492,485,345,861,817,189.68,43.45,44.91999999999999
999,831,351,127,490,118,716,509,436,38,309,343,752,703,915,186.82,40.5,40.040000000000006
159,941,170,641,578,384,825,997,654,89,67,827,86,202,767,200.79,46.06,45.28
226,62,394,8,100,403,569,531,296,459,942,500,807,598,731,190.63,49.38,52.239999999999995
695,222,433,85,377,225,267,599,795,170,441,196,367,117,65,200.46,48.57,48.28
841,884,873,718,28,924,538,462,770,693,206,121,509,407,262,203.96,47.0,49.27999999999999
212,656,43,970,816,221,638,149,107,202,469,387,370,559,846,203.9,42.64,45.44000000000001
154,107,610,499,151,577,415,653,696,433,898,533,507,695,939,180.75,37.73,37.800000000000004
909,330,853,510,510,650,686,895,206,555,624,953,224,9,348,198.75,53.27,61.199999999999996
722,985,764,920,325,837,329,36,537,151,895,263,617,802,159,200.0,50.48,52.040000000000006
862,388,596,301,735,723,826,481,67,819,86,528,889,937,40,183.67,38.87,41.44000000000001
67,230,133,41,307,15,777,864,459,338,882,164,819,152,889,202.33,56.24,60.51999999999999
671,471,991,380,517,391,922,542,514,34,587,92,694,813,824,177.5,41.92,41.59999999999999
530,776,614,78,764,436,927,772,211,296,548,922,612,427,845,176.72,44.54,42.11999999999998
995,493,865,810,995,397,622,600,239,871,885,817,20,672,906,197.89,47.48,50.11999999999998
0,758,186,309,519,583,260,340,67,505,880,268,965,844,310,189.93,54.94,56.36
791,417,393,829,392,63,167,656,957,130,244,293,746,849,342,193.48,42.26,41.559999999999995
56,964,36,492,427,144,503,911,884,616,734,83,689,715,155,204.71,55.85,61.519999999999996
829,361,421,36,626,477,395,469,48,103,482,796,155,20,33,207.44,64.81,70.39999999999998
612,632,135,645,331,107,716,562,664,354,199,392,802,795,796,197.05,36.29,38.88
502,113,902,61,624,717,478,629,647,956,345,666,127,992,698,188.93,44.47,44.879999999999995
730,636,303,807,869,130,981,933,396,818,300,938,763,893,980,170.45,35.67,35.959999999999994
697,829,124,531,881,804,193,39,800,401,455,380,774,195,466,202.59,43.28,43.6
365,808,647,77,979,45,923,956,40,497,261,922,27,967,532,199.69,55.56,58.440000000000005
682,582,585,896,221,235,95,794,839,905,910,642,798,514,715,204.31,42.73,42.400000000000006
536,430,519,312,968,116,149,436,913,579,432,945,86,958,107,187.4,38.58,41.11999999999999
