n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
31190,71333,17094,48490,62135,8588,1725,61503,33994,72192,30714,9399.56,31.23,32.17000000000002
25132,61638,70906,72041,62436,52053,19741,30398,19873,68574,51109,7552.65,19.05,18.11
1985,8392,20892,5608,39487,4064,35314,61964,50804,55959,51768,10326.74,314.03,351.3099999999993
75616,58277,17583,47909,12773,4703,17821,64865,28440,33814,57168,8869.41,37.49,36.70000000000006
39456,55200,66485,50576,75238,45994,70005,53421,30459,44140,3756,10324.39,61.31,62.059999999999974
36658,21377,42780,71010,74967,74594,13641,27672,75174,35007,37349,9699.67,46.72,52.43999999999944
16309,8317,63176,63374,11602,45099,8730,53800,19761,2637,38520,10347.8,109.73,108.80000000000021
55986,54420,15586,5792,5890,49519,43378,72201,36578,66246,30926,8474.43,31.77,30.980000000000018
4720,40589,948,10088,14171,70199,4112,25871,53469,38222,34520,10319.31,204.0,213.46
20473,5562,44540,41134,47211,18130,49517,49381,60346,68167,50619,10106.77,42.49,44.36000000000004
73303,13444,66457,35559,56517,31147,39464,57336,33847,68305,39713,7029.2,20.54,22.11999999999999
71883,44421,1501,54422,41271,2628,49350,17467,7874,43574,61112,10322.66,90.81,94.33000000000018
46257,46212,36559,64160,2907,7939,2785,48387,32915,59809,39142,9610.26,35.75,36.869999999999976
41946,23254,47704,24280,40982,48385,34620,39374,49435,13745,3528,8149.61,50.54,42.72999999999946
74613,17225,40634,65537,29168,35307,31286,42963,24562,57047,12716,9294.77,28.86,30.309999999999974
13348,42200,43745,29420,57465,22188,10478,44133,28576,74501,59126,9522.83,30.15,36.379999999999875
35468,29494,15849,4444,69419,25009,41306,75344,24063,36515,44578,10314.33,83.95,90.98000000000002
11211,45256,16998,55217,38265,67947,35543,60911,45397,54644,38063,9918.59,32.38,32.90999999999999
55020,74492,53676,4658,54167,20446,26158,611,62567,66865,56931,10327.14,85.94,90.78000000000004
73252,29109,4236,59856,68028,37885,71284,44704,29814,8921,37619,10318.51,77.55,81.50000000000021
15728,32051,5908,4606,67147,26013,56346,75622,6469,1722,63051,10329.03,120.76,121.39000000000007
15835,22520,65953,39306,31332,2601,68808,70385,54231,6979,14888,10328.23,180.32,191.61000000000004
44741,16437,33092,70907,62547,8043,46116,28941,25864,16019,70075,9104.02,28.91,30.289999999999992
15625,22452,31386,35882,16840,983,63897,74828,52465,6544,35572,10314.88,108.99,120.78000000000003
32539,35204,69109,68114,55441,6681,61983,42351,237,7187,16628,10330.98,132.3,140.50000000000023
6053,16335,6531,8967,63283,4326,11288,67555,65813,64224,41405,10232.56,45.59,45.659999999999975
20583,41232,9407,46044,50567,51070,39861,47295,34724,25045,43093,10327.56,144.77,146.86000000000007
56190,16220,16726,72813,457,49838,10472,74282,23403,5631,48925,10224.72,55.96,60.54000000000004
60400,70952,49842,5693,56569,6955,48813,65031,41280,55117,54826,7135.06,37.02,37.359999999999395
60403,2349,32123,28658,70233,35401,9382,55690,29417,55817,17087,10209.1,48.6,47.67999999999998
3682,42672,49051,73279,34364,15918,60836,16140,69491,49339,14238,9296.2,31.58,30.349999999999987
41732,73904,69726,13517,642,62068,18811,30929,50944,5808,69101,10323.92,78.65,86.48999999999953
12032,73966,13015,49251,23482,3078,44758,15896,3338,15085,63166,10326.39,81.04,78.78999999999965
37289,39240,11637,4753,73877,67020,69337,31235,13991,72674,13095,10115.99,100.07,108.65999999999897
72524,8013,72105,42499,73921,23648,10136,31735,23563,32763,59525,5893.1,14.67,15.889999999999997
51606,33147,48165,51988,45912,72959,54816,10913,49194,65576,30836,5481.52,23.52,26.769999999999943
54110,21052,54430,74501,67776,63402,20470,52566,19572,21310,12564,7120.69,17.43,18.369999999999997
65268,63373,67797,58071,24393,17863,35043,26106,19209,67583,41267,5681.97,20.39,20.49000000000004
30448,70521,38779,54159,35018,28521,40268,3031,35139,62847,50167,9604.11,36.91,37.029999999999994
26296,22576,74696,47247,31303,42210,63254,18823,54842,62860,26968,3112.13,13.41,13.939999999999996
61348,73022,3639,63084,9486,52463,6009,61262,30094,30772,9078,10311.44,169.55,177.7299999999995
28491,33314,31731,24854,33898,18019,24534,4818,33424,22244,5901,9605.25,36.3,35.60000000000001
