n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
7585,6116,4376,2269,3049,105,5543,8237,7597,9907,1324,17.62,16.1,15.239999999999997
5472,9081,670,6209,2775,7405,6923,2574,2759,3899,841,19.92,16.68,17.16000000000001
1817,2169,8294,9673,1037,6285,1665,4770,3358,3674,6910,16.3,14.55,14.68
1437,4370,3438,6496,4606,5597,707,3268,86,6736,897,17.41,16.9,16.759999999999998
6206,8056,2279,384,3878,6958,1835,9778,63,1986,9481,17.99,16.36,16.21
3238,3326,5410,135,1368,2182,8843,286,8205,1389,9387,15.72,14.01,14.25
8138,8807,3246,6883,1127,6523,3148,1530,9499,2381,2827,15.44,14.95,15.020000000000001
9976,675,887,4423,9094,9934,2446,4396,9425,560,1987,16.6,14.86,14.840000000000002
6592,3879,2649,8272,705,5995,8553,9670,9260,1421,5688,20.44,17.7,16.510000000000012
1801,9570,5989,7394,3441,6589,3256,9411,300,6208,9957,17.68,14.45,14.97
5385,10,7103,1830,3496,3632,7274,4417,5320,1455,5032,18.89,17.47,17.560000000000002
4667,1688,8478,903,416,6248,9182,7022,8148,5670,4067,16.3,15.32,15.310000000000004
9273,1085,6963,3783,1569,6568,8353,6110,9182,6051,2279,13.99,13.57,13.630000000000003
4756,2802,4242,481,827,2830,4308,2690,1970,9937,2430,16.57,15.54,15.450000000000001
194,799,997,7379,3417,6371,4820,242,5808,4669,2304,17.93,17.11,17.000000000000004
7879,9206,4550,2249,1418,9108,4849,1932,1074,6880,7395,16.61,16.02,15.580000000000013
2335,9206,6275,9636,2770,4491,9785,9969,8100,5715,1625,19.09,16.0,15.930000000000012
793,4535,8664,2102,2839,1380,2657,3643,213,3324,2881,17.65,15.71,15.840000000000003
7760,7482,9691,9162,8937,6361,1363,2835,8988,7898,9714,16.67,14.21,14.44
4299,8772,1090,471,9519,9588,7139,8918,5058,8576,8634,12.65,12.46,12.65
8800,1074,9402,8882,4920,1053,3674,2252,1690,1632,8055,19.53,18.39,18.01000000000001
7430,990,8031,867,9878,478,6113,3991,7514,3786,6082,19.48,16.11,17.609999999999996
9390,8125,3983,589,9780,1386,768,6713,6662,9642,1129,14.45,13.66,13.580000000000004
1322,3098,558,9963,2970,1383,1062,489,5812,7704,8962,15.25,15.57,15.040000000000003
8774,7776,425,1233,5469,1386,5267,140,7599,7358,9670,20.1,15.79,17.120000000000008
2434,6325,7835,2259,1740,5714,3789,7397,2120,3148,3623,20.22,17.94,17.530000000000012
1782,1812,863,1967,1222,1352,6101,1697,384,7659,8552,16.72,15.43,15.660000000000004
3287,6053,1329,3869,89,4200,8484,3233,253,7196,4149,16.46,14.51,14.920000000000003
364,1691,8510,6834,947,4116,7791,5162,9916,3615,960,14.41,14.71,14.410000000000004
4508,2166,4917,637,3058,5790,6606,118,4959,1546,482,27.02,21.65,22.050000000000026
5204,7197,4049,6825,9898,5271,8056,9230,5684,6538,7046,12.93,12.67,12.850000000000001
3423,1287,4528,4929,7565,7644,9313,7469,7207,6308,3052,13.68,12.78,12.850000000000001
5398,6589,964,5325,1504,2794,5202,8910,440,3089,3458,15.66,13.79,13.870000000000005
5973,2255,1407,5535,7324,9937,9822,6305,3460,8879,5494,14.09,13.42,13.4
1242,313,9051,6911,7710,3724,5303,8423,8230,1623,7589,17.73,15.25,15.750000000000005
52,4663,8740,3360,1170,3665,176,5155,688,1498,2443,20.55,17.88,18.18
5383,2675,1573,8349,6615,6479,6380,9610,8293,2209,8334,17.55,15.89,16.069999999999997
5855,5881,4422,3309,5250,6308,9294,2988,2918,9351,2810,13.94,12.84,13.0
154,5013,329,4563,7844,8561,6998,1535,4469,4668,2354,15.5,15.16,15.200000000000001
8469,7397,7844,3802,2934,5423,2403,5695,9845,833,8936,13.99,13.87,13.550000000000002
4564,5641,429,9479,3054,8810,1582,7429,2204,5582,3453,12.97,13.24,12.87
8898,2201,6926,3548,8443,3322,9316,6932,164,9091,808,17.98,14.7,15.010000000000002
5813,8129,6096,997,6101,6529,7595,7166,3124,9109,1617,14.56,14.58,14.380000000000004
2720,9624,1390,5810,4263,4048,7693,8610,3052,8702,197,13.91,13.27,13.31
8844,5496,3652,2839,460,925,9610,9520,3282,5550,4645,16.9,15.3,15.030000000000001
2126,5410,4876,6481,590,1251,6648,4020,7438,7607,686,22.17,17.2,17.260000000000012
5150,2835,2356,9411,3271,8572,9516,6249,8221,2491,6213,14.46,13.2,13.319999999999999
541,6501,2296,4678,6817,7894,2963,1549,8394,8164,8526,18.7,16.96,18.15000000000002
4276,4156,6124,5682,8796,228,3238,960,8660,7593,5103,14.34,14.48,14.220000000000002
1691,3378,247,3244,7612,2021,4173,5086,4839,3694,189,18.48,17.58,17.160000000000004
2919,6793,4454,6063,5705,5294,9167,2629,9058,479,2180,15.45,14.16,13.899999999999999
3438,1459,768,3451,317,4232,7187,5866,5783,9135,1236,14.19,13.42,13.480000000000004
1538,6688,6983,2889,968,3969,9378,2545,8326,9388,6911,14.5,13.19,13.560000000000002
5965,3150,5714,8444,8448,6696,559,2641,8939,5128,4534,14.87,13.73,13.870000000000003
7492,4760,4712,7146,8727,6943,1701,933,5880,3650,6763,15.61,14.52,14.75
4253,5978,7406,6134,1066,6681,8330,2996,1046,1936,5284,18.01,15.85,15.59000000000001
6932,8101,313,5062,7134,1291,6391,4240,3197,9576,7716,18.0,15.5,16.200000000000003
2767,9961,486,3966,4785,129,8499,1947,9712,9456,95,22.47,19.54,20.72000000000001
3291,7218,1672,6236,8293,4490,3051,1211,8631,8592,5046,15.81,13.62,13.73
2359,6899,2977,3245,4999,7746,4656,7777,8287,5144,8295,15.07,14.07,14.170000000000002
7592,957,9672,8709,7813,1455,1335,6679,5524,1215,7832,13.8,13.91,13.700000000000003
2664,9629,8731,9988,2453,8007,6766,8776,8142,1908,9463,13.87,12.74,12.940000000000003
8345,201,4667,7175,9559,1307,9336,4336,9122,2783,4513,16.0,15.5,15.18
110,5402,8372,7242,8492,6103,5309,2879,2652,5196,5219,14.54,14.15,14.040000000000001
5422,7816,1343,5334,4645,1538,9217,4189,4921,982,9972,14.64,14.6,14.290000000000001
6447,7760,1138,5006,6766,3812,7398,4820,6167,7406,8365,16.22,17.45,15.81000000000001
688,3427,2692,1947,9400,1128,1307,1532,4704,145,7894,16.88,16.09,17.49
