n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,66510,28140,93.62,33.7,33.769981427547805
4914,11265,56838,54810,9156,31544,11889,72226,55642,7747,74115,237.31,105.62,106.52390285777814
16226,29260,8108,75642,51993,6499,28977,6105,72963,17455,37959,33.97,13.53,14.817292833525489
54937,18907,70868,15439,74830,40433,73434,23688,13507,74868,24624,40.14,22.51,23.551273599575484
48810,12770,71793,8229,73972,7812,26995,65066,69693,56045,41175,24.47,16.95,17.823678880037516
61027,59399,47393,39291,32561,23562,31994,10728,75290,39354,68838,19.98,16.8,16.708598111791204
64895,45020,58829,37740,9594,15475,67100,54804,21621,44833,19920,21.05,16.54,17.164906056312567
64089,55272,5138,10173,73148,75107,41123,44580,45898,65100,59795,42.26,20.56,21.187690821318558
9012,12267,35381,62141,8519,7952,40580,75752,58411,37302,50566,18.83,16.1,16.470017514386864
45482,2957,60515,46591,22026,15347,64709,7727,28600,37674,16952,59.51,16.89,16.64987248071806
32455,52153,51242,65078,10561,21805,58875,52644,72016,36416,17947,18.66,13.14,13.092277738503174
56429,72118,36493,54433,47024,49865,30245,19781,10876,23097,19830,47.3,18.26,17.784417756722732
30403,30583,1581,63565,23900,34438,36953,536,19094,54912,70069,208.24,38.93,39.273771684599495
48398,74231,41761,16448,67566,7076,59853,73304,51429,52175,52294,29.88,21.84,20.640404730769475
51658,13570,63114,52486,8158,24983,8827,27363,57753,21273,14408,33.63,18.86,17.91109220091126
44571,6891,13419,30,74289,19826,70335,13299,47659,3342,9216,384.39,47.99,49.616649551126045
27256,49313,19470,33063,45533,47731,62147,16101,15119,63972,61078,36.98,28.56,26.44575549082678
62966,63417,40875,11257,18889,13393,44909,34702,62733,21160,67676,62.76,20.83,21.0269911972996
3027,26897,69239,47415,19215,71194,3544,69220,39071,11928,34224,30.93,19.95,20.439240382060213
67947,48064,21894,46621,29201,69807,70984,65889,43209,29234,25578,40.38,24.83,25.04421298249267
