n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,861,757,667,944,542,29,860,476,794,965,255,664,182.99,48.87,52.95999999999998
53,922,160,115,380,480,889,252,389,556,104,587,255,13,748,221,417,286,186,213.09,63.78,67.43999999999998
938,888,784,398,163,780,816,73,142,632,632,455,129,135,1,995,892,5,214,217.51,61.91,75.19999999999997
792,220,983,169,893,170,296,321,984,203,552,897,694,640,209,186,963,991,707,200.29,49.17,50.56
201,989,988,915,392,305,22,369,424,169,958,149,270,66,339,308,837,617,600,220.29,53.51,56.4
3,610,694,724,346,67,317,363,838,313,492,713,323,189,492,483,721,180,58,210.61,83.54,87.32000000000006
262,998,961,23,972,767,366,865,413,18,562,806,428,374,385,592,861,9,463,207.58,72.16,78.47999999999999
47,724,185,638,978,977,201,121,773,251,951,839,964,473,352,524,363,914,537,211.51,52.29,53.72
256,794,473,110,603,766,799,816,376,880,302,37,443,968,93,213,348,525,625,210.51,50.96,53.12
371,940,151,348,282,946,719,558,94,319,702,324,313,181,817,80,641,152,738,209.89,59.41,62.31999999999998
705,316,495,165,737,49,82,615,546,945,415,32,243,758,608,352,846,256,466,214.66,62.68,67.19999999999999
666,431,149,57,938,653,33,820,505,342,858,212,133,749,577,972,135,645,918,210.86,64.42,68.63999999999999
806,423,109,172,444,381,152,60,865,430,301,144,464,944,635,872,173,999,534,195.45,50.67,53.720000000000006
464,983,499,705,747,325,490,280,298,481,413,923,150,115,386,841,544,982,183,201.87,46.71,48.84
642,959,511,888,346,184,91,503,278,527,800,561,888,514,369,64,804,814,793,196.65,52.24,59.07999999999998
364,711,601,679,35,777,313,372,572,721,684,287,855,497,271,788,707,733,300,200.82,44.48,45.52000000000002
979,968,348,665,182,594,872,11,485,560,792,256,333,687,280,474,295,836,512,215.03,62.55,64.91999999999997
662,689,816,365,356,280,659,353,755,960,848,418,358,944,863,176,890,887,704,203.52,51.58,52.16
460,999,373,979,342,530,145,542,170,203,856,370,959,874,488,289,708,80,736,199.85,59.09,66.43999999999998
686,747,426,175,631,799,958,594,528,681,958,430,309,638,566,793,887,652,277,199.31,49.06,52.16
737,28,200,163,600,451,639,665,185,224,777,702,184,646,735,42,482,231,169,207.52,64.84,67.08
55,913,136,113,324,991,185,494,198,561,36,425,476,359,389,678,626,73,604,216.2,59.77,63.6
209,243,735,924,382,0,358,415,974,285,876,419,887,117,705,851,560,382,987,206.68,65.99,73.52
36,563,628,308,97,302,558,524,347,973,594,300,981,360,838,132,429,419,832,208.64,59.77,60.51999999999999
577,657,551,378,478,145,160,610,391,577,488,980,203,991,136,623,93,359,840,186.89,47.54,51.23999999999999
914,677,0,391,110,333,579,938,629,552,144,333,644,897,912,577,384,439,442,202.59,59.7,67.55999999999999
231,505,298,491,995,725,388,393,984,875,935,162,610,608,266,758,308,508,257,198.01,51.55,52.719999999999985
425,20,326,967,314,503,951,293,146,488,24,124,675,636,983,454,251,300,40,214.11,69.73,73.99999999999999
800,139,846,401,13,491,545,573,280,249,957,485,800,37,251,501,274,864,158,204.1,57.75,62.15999999999999
738,292,300,504,622,486,530,660,884,618,901,761,916,121,16,778,129,307,289,199.85,55.11,58.27999999999999
