n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,937,618,15.7,11.83,11.469999999999999
485,640,594,67,620,13,930,23.7,15.72,15.820000000000004
857,480,265,564,239,196,734,13.96,10.18,10.670000000000002
481,553,856,562,487,406,654,10.87,9.58,9.620000000000003
881,154,237,650,155,888,948,16.19,11.42,11.94
535,399,759,15,687,795,65,24.42,12.58,13.38
163,776,980,605,43,308,798,15.76,10.74,11.510000000000002
31,843,886,275,484,609,736,19.56,12.98,13.489999999999998
942,899,396,731,807,943,437,12.47,10.94,10.600000000000003
404,745,820,590,455,987,958,13.55,10.84,11.249999999999998
137,899,374,99,36,139,506,18.15,13.79,13.970000000000002
222,264,988,688,446,797,641,11.5,10.16,10.320000000000002
875,308,431,519,853,395,587,18.15,12.72,12.789999999999996
359,546,599,417,598,237,925,12.29,10.56,10.550000000000004
344,698,937,951,29,876,286,20.16,11.61,11.92
620,687,712,167,715,881,334,14.21,11.07,11.190000000000003
987,554,926,585,582,106,730,13.21,10.42,10.220000000000002
671,216,648,851,587,273,291,15.65,11.52,11.350000000000001
127,64,493,874,654,495,90,15.8,11.36,11.370000000000001
352,819,68,420,918,154,20,22.07,14.96,15.150000000000002
300,437,787,425,893,121,45,18.42,13.01,12.780000000000001
619,629,779,46,386,735,600,17.71,12.46,13.000000000000002
338,564,902,944,285,517,241,13.35,10.2,10.240000000000002
36,317,7,78,110,614,548,28.97,20.95,20.560000000000002
32,971,202,994,417,298,625,17.83,12.01,12.020000000000001
269,159,706,43,888,347,321,18.39,12.41,12.889999999999999
368,981,141,918,882,386,385,14.09,10.7,11.210000000000004
471,890,532,395,659,887,609,15.06,10.22,10.560000000000002
697,572,105,635,996,963,830,13.52,9.83,9.570000000000002
519,277,441,649,737,732,243,14.7,10.19,10.810000000000002
958,308,447,264,533,310,561,15.95,10.41,10.71
347,11,807,425,593,322,20,26.77,18.01,18.479999999999997
385,630,603,647,136,61,648,18.06,10.93,11.670000000000003
642,340,477,361,695,939,361,11.28,8.93,10.360000000000003
623,723,285,755,501,22,603,17.83,13.26,13.1
62,977,692,21,986,378,257,21.63,13.54,14.08
643,467,305,606,615,327,181,16.08,11.37,12.04
372,189,320,776,378,864,609,16.85,11.0,11.13
270,307,806,386,107,790,832,13.42,10.45,10.730000000000002
27,994,582,700,752,134,317,23.63,16.27,16.52
512,227,669,823,275,244,335,13.17,10.75,10.420000000000002
191,694,445,665,714,99,104,18.03,12.22,12.720000000000002
615,329,971,341,691,853,229,18.28,11.18,12.170000000000002
448,829,876,983,173,81,344,17.45,11.47,11.560000000000002
759,665,223,906,582,461,277,18.66,11.23,11.570000000000004
230,805,123,34,542,980,195,14.63,11.29,11.350000000000005
322,826,856,858,588,187,884,12.23,9.96,9.830000000000002
285,348,826,847,657,87,825,13.79,10.17,10.090000000000002
634,353,603,132,431,298,530,20.95,14.73,14.969999999999992
812,870,277,475,354,649,426,12.18,10.74,10.500000000000004
297,429,581,419,36,942,423,18.47,12.81,12.740000000000004
159,204,4,488,965,852,901,25.94,17.56,17.310000000000002
637,522,444,572,972,949,734,20.16,11.37,11.44
227,33,763,467,856,771,678,15.76,13.59,13.35
765,531,986,295,556,349,911,18.64,12.84,12.3
232,882,69,878,602,994,293,12.65,11.33,10.89
122,829,250,46,35,925,822,15.21,11.77,12.090000000000003
710,524,946,203,918,904,921,13.17,10.35,10.600000000000003
440,590,50,13,492,763,123,25.63,16.45,17.529999999999998
175,515,307,244,678,20,537,21.43,15.5,14.8
549,423,54,961,934,626,116,17.3,12.22,12.260000000000003
349,128,258,995,882,553,488,13.6,10.88,10.900000000000004
831,801,62,360,226,202,125,19.27,13.45,13.579999999999998
547,908,836,122,175,245,810,17.12,12.72,12.150000000000002
280,943,910,825,131,843,942,14.65,10.48,10.36
7,499,643,584,883,409,51,25.8,17.56,18.85
774,277,254,275,632,539,532,16.19,12.33,12.360000000000001
433,52,484,330,795,839,1,15.45,12.11,11.400000000000004
877,56,793,129,47,127,51,18.8,14.81,14.520000000000003
70,494,998,33,874,729,88,20.29,12.57,13.490000000000002
527,514,501,323,160,322,73,20.85,14.16,14.739999999999997
359,395,662,398,600,311,369,17.65,11.57,12.230000000000002
271,195,336,438,126,130,568,16.37,11.42,11.070000000000002
3,733,740,389,814,81,580,32.88,25.97,26.129999999999992
182,43,382,471,618,665,801,19.03,12.49,12.690000000000003
554,389,651,820,44,637,907,21.97,13.56,14.279999999999998
441,54,381,642,508,778,719,20.36,13.55,13.740000000000002
322,430,973,710,428,471,18,19.21,14.25,14.560000000000002
250,223,548,276,711,604,73,16.88,11.42,11.95
822,435,229,436,133,900,28,20.77,14.58,14.729999999999999
958,333,383,992,919,572,809,11.58,9.56,9.530000000000003
891,268,124,475,707,126,961,16.01,11.44,11.390000000000002
832,749,678,870,908,542,811,15.36,10.81,10.89
385,683,111,751,326,577,544,13.9,10.94,12.049999999999997
105,831,601,733,5,484,146,23.96,15.31,15.400000000000002
241,792,398,45,539,94,577,18.53,12.44,12.000000000000004
101,675,901,384,183,839,24,17.49,13.98,13.290000000000003
349,861,872,124,26,864,117,19.66,13.44,13.100000000000001
689,493,856,713,975,291,592,13.26,10.67,10.560000000000002
306,817,90,37,785,577,523,16.41,11.71,11.850000000000001
541,732,244,109,567,766,102,16.7,11.63,12.289999999999997
956,566,62,563,332,890,577,15.33,12.23,12.11
184,847,79,247,184,661,255,13.23,10.74,12.710000000000006
465,630,716,771,965,403,258,13.03,10.12,10.280000000000005
376,613,406,961,358,569,428,13.84,9.78,9.870000000000003
989,85,384,512,240,996,951,16.37,11.57,12.319999999999999
422,863,765,990,164,425,707,16.32,11.2,11.73
582,774,593,690,946,529,702,11.48,9.54,9.710000000000003
495,159,658,410,918,908,152,17.13,12.77,13.259999999999994
166,98,509,766,495,938,715,13.87,11.35,11.050000000000002
