generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 100, 20.62, 34.86, 24.134999999999998, 24.8325, 3.0941245530844417,0.9973333333333333,0,[1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
1, 100, 22.61, 44.69, 28.865000000000002, 29.379499999999997, 4.026917524608618,0.968010101010101,0.2819850831899024,[13. 13. 12. 12. 14. 12. 12. 12.]
2, 100, 25.33, 49.77, 35.83, 35.4565, 5.729435290672197,0.9078383838383839,0.1136719624076976,[38. 36. 16. 16. 37. 16. 21. 20.]
3, 100, 27.83, 63.45, 43.989999999999995, 44.073299999999996, 7.014824168145629,0.8381111111111111,0.2748643761301989,[81. 84. 16. 16. 46. 16. 21. 20.]
4, 100, 37.36, 68.75, 51.93, 51.9375, 6.591839860767251,0.7885959595959596,0.08353033884948774,[121. 111.  16.  16.  79.  16.  21.  20.]
5, 100, 44.09, 73.23, 59.849999999999994, 59.7789, 6.4616918674601,0.73910101010101,0.06516363636363642,[150. 135.  16.  16. 116.  16.  28.  23.]
6, 100, 49.59, 84.3, 65.995, 66.21520000000001, 6.673533169169087,0.7072929292929293,0.15116755428103226,[165. 155.  16.  16. 146.  16.  53.  33.]
7, 100, 59.2, 84.9, 72.845, 72.7429, 5.8149158712744935,0.6784747474747475,0.00711743772242003,[179. 159.  16.  16. 181.  16.  94.  39.]
8, 100, 67.53, 90.94, 77.86000000000001, 78.0509, 5.149646996639673,0.6583333333333332,0.07114252061248517,[199. 172.  17.  16. 211.  16. 114.  55.]
9, 100, 64.89, 102.06, 81.475, 81.9095, 5.737831537262139,0.6343232323232323,0.12227842533538602,[212. 189.  28.  16. 225.  18. 126.  86.]
10, 100, 73.99, 102.06, 85.84, 86.53129999999999, 5.554106526706163,0.6087272727272727,0.0,[227. 210.  33.  19. 245.  22. 141. 103.]
11, 100, 75.89, 102.06, 89.78999999999999, 90.0309, 5.98859885031549,0.551060606060606,0.0,[243. 219.  40.  27. 255.  49. 156. 111.]
12, 100, 81.73, 103.27, 93.065, 93.1763, 4.638218764784602,0.5077272727272728,0.011855771115030313,[245. 223.  58.  31. 264.  99. 169. 111.]
13, 100, 81.91, 109.1, 95.72999999999999, 95.88699999999999, 5.280230392700681,0.46813131313131306,0.056453955650237225,[246. 228.  58. 118. 267. 101. 171. 111.]
14, 100, 90.64, 111.15, 99.47, 99.34269999999998, 4.505182760998714,0.4407676767676767,0.01879010082493136,[249. 233.  87. 172. 272. 102. 172. 113.]
15, 100, 92.22, 111.92, 101.78999999999999, 101.69369999999998, 4.902021757397655,0.41493939393939383,0.006927575348627944,[273. 250. 115. 176. 280. 105. 186. 115.]
16, 100, 93.57, 114.76, 105.1, 104.49470000000001, 4.619260428899847,0.38835353535353534,0.025375268048606178,[304. 262. 130. 181. 285. 119. 193. 126.]
17, 100, 93.64, 116.8, 106.91, 106.0767, 4.882005336949151,0.37190909090909086,0.017776228651097875,[315. 276. 144. 202. 297. 127. 205. 134.]
