n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
1857,3034,3075,1034,1582,5773,358,1210.75,23.08,23.49
697,1121,2027,6645,4148,1715,3282,1633.14,48.74,51.380000000000074
5258,248,3761,3992,3712,3198,4054,1633.67,63.47,63.46999999999995
4695,1574,6803,3298,733,3973,1918,1646.76,72.44,83.19000000000003
6217,163,5743,2185,4261,3339,3885,1652.29,53.57,54.920000000000044
3105,5947,931,5430,2116,795,6670,1634.85,73.57,70.50000000000014
516,3165,5080,6795,3090,882,5413,1097.32,22.11,26.55000000000005
475,2772,1920,5663,704,4076,5322,1652.17,87.84,86.6700000000001
4233,1703,4763,6622,1164,4970,527,1651.96,102.47,100.8100000000001
4421,306,4003,5749,1588,1214,7047,1636.49,63.4,63.490000000000116
4742,3737,5971,4787,3646,2340,4565,1224.48,17.54,18.27999999999999
2922,7004,3490,1105,1296,6261,4925,1650.25,76.24,72.0799999999999
799,4356,5653,2570,5751,2924,5274,1041.28,19.34,20.45000000000001
6909,4052,4125,5111,1619,2529,1230,1494.02,33.09,33.89000000000003
2914,4331,2329,4176,5382,585,6620,1621.3,50.86,51.22000000000008
7018,4156,5745,4464,1801,2819,1997,1311.63,19.83,19.470000000000006
97,2422,2811,1800,2185,275,3468,1633.76,57.48,54.060000000000045
2087,3087,2444,6834,5778,3415,1435,796.14,13.08,13.799999999999994
5385,3246,952,1361,5432,6980,209,1604.26,45.35,48.50000000000005
1653,6278,1316,2457,954,108,6524,1014.81,15.29,15.439999999999994
6261,3116,2800,6851,1393,4662,3568,750.87,15.74,14.790000000000017
1898,1139,3359,4620,3654,3335,3423,962.99,14.22,13.309999999999993
656,4821,573,2365,5872,779,278,1651.83,144.57,164.51999999999973
698,5433,872,6260,4267,4319,2950,1070.79,21.11,21.45000000000001
1258,6616,4136,3999,5801,1216,4951,1653.61,110.27,127.05000000000015
515,1553,138,1150,2791,3164,5392,1650.53,59.0,58.29000000000001
4699,989,6092,2452,2879,2665,2998,1650.32,242.12,279.6199999999997
24,5290,6845,4087,1720,496,5056,1484.48,38.14,37.48999999999999
271,6220,6623,6688,4751,1408,1456,1588.15,52.61,53.580000000000055
2764,3531,3616,990,682,1642,4959,1654.21,160.06,175.63000000000005
1834,4073,6646,3876,6473,1265,3121,1501.14,40.56,43.19000000000009
999,888,4757,5906,3708,5307,1035,1652.45,63.78,66.18000000000008
5892,3600,4214,5943,740,5861,3860,976.76,16.68,16.94
4619,3225,6688,2955,3730,1847,417,1540.98,32.18,33.570000000000014
1617,400,3655,912,886,1730,5940,1656.33,113.03,127.13000000000011
37,5802,4920,5009,185,5367,2982,1192.42,24.35,24.750000000000032
6793,3542,4324,764,6135,6190,4916,1638.09,58.58,67.50000000000003
4117,6711,5776,4661,1643,4108,1879,1649.59,147.34,157.96999999999977
2655,4306,3146,6094,4258,5302,1607,1557.27,30.26,32.69000000000001
54,2372,5023,2428,654,6089,2629,1605.98,63.11,62.71000000000018
