n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,108.8,11.54,11.920000000000002
64,261,120,507,779,138.49,14.3,14.88
460,483,667,388,807,118.08,12.57,13.000000000000002
214,96,499,29,914,155.54,23.47,24.359999999999985
855,399,443,622,780,106.71,13.69,13.280000000000001
785,2,712,456,272,104.76,16.76,17.399999999999995
738,821,234,605,967,93.65,14.47,13.719999999999995
104,923,325,31,22,167.23,22.19,22.960000000000004
26,665,554,9,961,175.27,34.03,36.6
902,390,702,221,992,79.58,10.46,10.48
432,743,29,540,227,106.4,14.93,15.200000000000003
782,448,961,507,566,124.88,13.74,13.160000000000004
238,353,236,693,224,113.59,18.09,17.599999999999998
779,470,975,296,948,63.15,8.59,8.64
22,426,857,938,569,131.43,15.74,15.16
944,657,102,190,644,101.38,15.95,15.279999999999994
741,880,303,123,760,77.09,12.72,11.88
340,917,738,996,728,83.95,12.38,13.519999999999992
512,958,990,432,519,96.46,11.38,11.360000000000001
849,932,686,194,310,101.96,12.38,12.44
290,601,996,903,511,131.45,12.98,12.88
866,963,517,402,603,94.35,10.1,9.879999999999999
873,35,491,248,761,139.99,16.33,15.8
816,413,424,680,177,119.79,15.39,15.159999999999993
375,561,903,719,794,62.38,10.93,10.48
690,755,383,88,449,130.96,17.84,18.639999999999993
679,520,110,797,167,109.27,13.48,13.600000000000001
533,860,402,379,501,69.61,9.8,10.32
750,30,480,44,315,162.82,24.06,25.75999999999999
720,868,629,607,592,101.96,11.05,11.8
403,662,174,172,514,134.71,17.95,18.679999999999993
232,12,789,204,552,143.6,24.4,22.99999999999999
942,880,561,237,414,93.62,11.28,11.639999999999999
526,352,975,867,591,99.0,11.92,11.440000000000001
361,470,931,275,675,104.22,11.27,11.720000000000002
561,623,980,746,5,148.42,24.93,24.519999999999996
392,802,877,840,977,82.88,9.82,10.56
907,960,758,524,828,123.78,15.29,15.68
132,531,796,574,210,123.58,19.61,20.639999999999986
436,972,57,492,890,131.45,15.96,17.91999999999999
373,583,567,204,963,81.99,11.71,11.52
516,423,496,832,365,73.68,10.66,10.360000000000001
424,354,1,551,553,107.95,12.49,12.360000000000003
638,805,627,339,469,114.95,15.12,14.48
614,28,823,235,650,134.77,24.24,25.239999999999984
181,563,598,185,881,105.63,13.56,14.079999999999998
93,817,564,816,871,116.86,18.56,16.679999999999993
836,953,261,33,861,135.27,17.81,18.199999999999992
966,689,72,85,888,121.16,18.73,17.279999999999994
17,463,14,772,773,171.35,33.35,33.16
287,255,275,112,816,96.43,14.39,14.480000000000002
639,189,352,297,71,120.83,16.76,16.200000000000003
171,163,261,540,974,118.45,13.07,13.16
172,672,279,663,728,102.07,13.5,14.319999999999993
301,465,719,329,508,128.1,15.46,16.359999999999992
485,116,24,319,395,150.75,21.87,22.240000000000006
351,431,815,192,264,129.59,19.93,18.99999999999999
111,259,921,747,522,131.93,16.67,16.15999999999999
214,988,620,442,836,114.62,18.1,18.359999999999996
998,21,230,18,406,156.5,29.87,29.639999999999993
149,36,736,982,164,147.95,24.19,25.04
456,721,518,694,436,78.46,10.27,10.920000000000002
557,852,225,999,645,118.15,14.92,14.16
816,711,528,461,228,63.59,10.0,10.52
536,664,31,404,691,135.43,21.9,22.159999999999986
589,822,328,675,646,93.77,11.37,11.120000000000001
436,60,755,305,128,136.55,18.63,19.83999999999999
991,217,896,48,313,102.41,12.88,13.800000000000002
72,879,78,317,939,136.92,20.95,21.479999999999983
961,305,761,162,426,120.22,12.33,13.240000000000002
578,258,133,8,574,156.63,24.44,25.079999999999995
899,870,38,604,839,89.02,11.83,12.080000000000002
222,985,922,583,471,81.87,11.72,11.32
175,847,888,890,997,105.79,11.69,12.720000000000002
798,720,637,521,38,106.89,16.88,16.71999999999999
387,205,355,101,210,127.82,18.69,17.639999999999993
587,690,918,443,605,123.49,14.79,16.39999999999999
198,504,106,960,681,121.58,17.33,16.080000000000002
399,303,516,511,17,138.31,17.8,19.759999999999998
333,626,892,411,921,108.38,16.88,15.439999999999996
288,18,160,205,878,141.1,24.16,25.679999999999993
335,830,576,801,138,110.53,13.85,13.800000000000002
347,439,218,272,690,107.47,12.1,12.680000000000001
98,857,388,954,560,85.81,10.63,10.92
352,936,903,857,703,103.1,10.87,11.200000000000003
547,496,786,545,240,100.28,15.65,15.519999999999994
66,742,41,86,136,134.91,20.12,20.559999999999995
173,170,932,551,218,115.72,15.26,14.440000000000001
274,777,340,614,518,87.57,10.03,10.44
861,261,376,346,348,104.05,11.14,11.56
116,298,240,888,966,106.11,17.32,17.439999999999994
618,798,977,732,908,76.28,12.34,13.159999999999993
500,138,593,564,788,76.81,10.12,10.120000000000001
106,328,40,416,74,139.07,24.15,23.519999999999996
389,886,807,150,848,103.39,13.21,15.799999999999994
128,349,117,629,601,140.68,19.86,19.12
800,948,387,78,584,110.91,13.95,13.440000000000001
563,229,579,83,975,99.85,14.01,13.8
273,373,912,302,577,87.98,10.56,10.64
547,947,117,468,918,135.27,17.68,16.720000000000002
