n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,153743,123274,253104,199158,192632,97821,83725,201887,74.95,48.94,50.07999999999999
5738,71486,128146,210217,51932,191319,228722,108529,238701,141113,141361,178795,24696,50589,147696,145126,183375,211058,191073,78.18,51.73,53.55999999999998
69604,173775,210597,159920,179749,23097,221323,111332,87970,259584,24414,94932,209789,107464,210968,65663,116709,183401,24583,78.33,48.34,50.4
198067,51684,183696,166440,208774,76332,25572,249396,11975,154290,236654,52657,217030,171810,239252,94471,127586,244511,218293,81.18,49.62,51.96
238422,50783,134912,150964,168970,254288,182953,233939,211158,132039,255950,240200,7450,166062,94732,64197,157744,112640,79776,79.09,48.95,52.040000000000006
93684,154443,31348,23511,131113,230707,177895,137694,52199,30624,159438,173733,70224,81862,188482,51438,99564,126810,58389,83.84,52.31,52.83999999999999
36203,156589,55020,218629,226895,229634,183035,136876,3282,49478,203963,44339,4471,169865,87270,146209,237092,175991,162598,81.38,51.23,53.39999999999999
162167,80248,98207,98934,138247,102017,75798,33248,177924,128124,14109,48588,110857,155695,195641,261705,104271,25160,257156,82.23,51.89,52.440000000000005
115671,64306,211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,217909,99619,208692,20046,135446,111783,76.03,48.56,50.399999999999984
123451,79550,184987,214049,107233,246605,22526,50369,195694,178305,69683,118320,127838,189432,205528,252988,45122,4860,5733,84.76,51.59,53.03999999999999
141018,32373,65834,154511,210181,94646,49167,67190,131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,110557,79.04,50.39,51.679999999999986
160478,127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,130193,80130,166322,210958,122489,84774,96069,172816,74.44,48.99,50.63999999999999
42737,254480,239363,241979,162383,98577,182046,158081,69678,83915,169370,104407,255594,127925,191183,207995,41467,245527,216974,80.29,50.23,50.76
76228,146763,1623,163521,117796,252878,14969,47861,7893,159897,202787,149361,29397,178807,188352,97230,94899,257583,246006,80.67,48.97,50.839999999999996
130401,223737,154599,16324,240982,50497,40471,248352,70583,160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,73.36,48.87,51.519999999999996
122919,60834,26255,97232,94888,252172,38000,178496,163995,63795,159011,83447,37821,9877,164628,175153,25512,187153,27638,83.23,52.92,54.19999999999999
11865,169232,125272,121297,189817,235820,18087,164940,8086,183860,144553,33294,161642,218277,242269,21900,42220,162036,165459,79.91,52.21,52.239999999999995
238917,69516,237955,219783,234171,171515,118484,130991,181875,5317,207443,167103,35932,214499,247307,49491,238229,244873,115575,72.57,48.26,49.760000000000005
125609,204078,115206,117198,146431,72458,125155,186772,151865,16690,217953,209767,76483,256396,95274,74991,94409,246329,8878,80.73,51.07,51.96
21936,131702,224940,72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,187114,22450,65424,214006,158510,167397,77.77,52.2,52.959999999999994
62508,140378,195420,8575,193736,45427,88180,97121,8379,13648,249533,260319,193946,200591,196930,248983,54835,183680,113517,78.81,48.43,49.83999999999999
90040,232032,20341,41322,191763,177162,29893,104766,143425,35571,121648,194778,129638,167615,19708,33567,19391,91855,136384,84.9,53.89,53.87999999999998
256507,7989,48674,137736,185620,39400,48157,73847,193723,39584,132991,149012,222840,101792,208844,58479,247746,58090,182338,79.42,49.78,50.71999999999999
147864,187489,238703,32991,109872,181103,42777,198519,82968,260420,63002,147066,150041,1248,206154,211048,149137,101367,49321,78.09,51.31,52.63999999999999
199291,85265,224117,99898,137965,115590,2536,104205,221477,261494,139143,144456,222831,173559,35720,187792,61261,169120,142586,71.17,47.24,48.239999999999995
211093,194741,97576,71276,174734,48535,254956,39166,43025,180943,163961,35214,100846,19470,16008,3212,10452,123785,198958,77.32,51.62,52.239999999999974
15526,30039,170621,186396,141630,26252,176614,96368,156138,8436,15696,142280,58926,206152,106651,59133,200184,148191,180271,82.25,51.54,52.879999999999995
241769,249321,76938,24304,123482,20263,189831,150314,226550,15416,44200,234289,173371,114802,31472,251149,29418,184012,257752,76.76,50.31,50.72
46609,13110,179295,241120,7965,196637,220401,177192,260355,191218,111497,170646,185682,75242,67027,116227,60802,52990,213861,77.3,49.87,51.44
225252,171515,204160,140403,206449,169009,56087,72828,155244,3437,66831,138160,207234,191847,195238,255282,260862,253954,185648,73.2,48.95,50.48
228425,179277,86763,203690,135637,24557,153322,156071,169187,8582,94909,96243,181219,30702,59310,248636,199975,7343,94467,84.15,50.66,52.47999999999999
241517,181463,248481,89286,114197,179746,218225,254592,13566,90179,36542,7968,2576,88131,17848,127123,676,121537,217142,75.77,49.29,50.08
69126,22943,177500,154857,161535,71625,60350,34702,33012,109895,143070,47669,63691,256162,173782,100638,257420,155666,112484,85.18,53.24,53.599999999999994
147729,135677,164330,217723,125943,243410,70818,66365,35854,78395,232796,8614,50470,198722,117550,27453,211909,46160,151010,80.58,49.19,50.75999999999998
28426,248532,243378,212214,679,134628,42065,31434,39842,155371,103056,124176,127456,225904,227949,139144,201124,181996,141946,81.78,51.58,53.79999999999999
212760,208506,123324,56462,220697,168878,235759,101804,40461,201978,240949,120083,227998,238672,224132,2795,88542,109469,66013,81.68,51.78,52.440000000000005
83718,34820,74916,97252,154234,224140,177887,95127,58537,1404,204480,79933,46307,21634,106862,163185,162617,201388,60689,73.39,48.08,50.15999999999999
242908,168319,23388,50916,99720,107960,32993,197419,238660,239366,219405,38676,136263,243474,250096,13197,136388,137589,203534,79.04,50.19,51.95999999999999
253930,127940,241463,95489,231465,260679,86164,220647,186749,155105,102144,227338,71566,170247,174004,209132,253480,17491,68568,74.32,49.07,50.959999999999994
34471,10803,28680,154392,158102,160276,188654,259320,40663,214947,132418,132777,29778,205065,180242,200661,204217,253666,22719,86.26,50.54,53.23999999999999
22675,256903,218309,174298,197910,32736,56654,92022,88696,41484,255216,190831,214590,240318,64022,45910,252997,48243,59133,80.25,49.16,51.19999999999998
164857,32899,225313,125586,193712,243174,120000,163143,28970,190435,160988,35832,119422,254589,210705,51462,149921,97282,192409,80.18,50.38,53.27999999999998
37908,254567,87099,164098,69108,238989,17899,71817,197320,401,16020,231316,171526,7831,125740,260475,165370,119470,83387,69.36,45.78,46.83999999999999
16065,2958,71999,233959,189086,26577,100681,244744,163534,88066,26720,193334,219058,225171,97819,37214,218307,198122,38615,85.83,51.65,53.4
97093,174928,199735,122949,195008,106016,206444,5068,247931,139385,233021,219689,39546,27230,258418,116854,97913,3265,234028,79.98,50.21,52.31999999999999
260601,247071,254151,33427,177842,144526,125857,69545,18449,125363,31737,104650,184812,52050,208273,142424,259281,255624,225896,76.91,50.75,51.4
44549,114796,86738,66923,210116,142040,203244,90677,77147,142816,180546,231752,71644,118738,145684,257218,231641,188312,201720,68.92,48.03,50.76
11990,131203,195787,65449,173418,258282,163063,254577,861,138139,230396,214299,129840,145994,140714,66788,44634,221310,9289,78.43,52.27,53.84000000000001
84090,3651,225194,55011,149577,79731,49977,40373,72892,15260,71473,190685,79316,184152,257549,231224,98102,57052,185453,81.35,52.92,55.160000000000004
190947,44976,155838,717,23620,213686,229376,216990,93660,151270,48479,91699,48044,125174,242311,167578,57873,124695,100746,79.2,52.22,52.76
233278,143389,163128,94148,32211,171959,192272,22979,254600,112704,14272,153235,233512,162258,53423,159634,115104,70582,57377,81.8,53.54,54.39999999999999
167289,257941,254857,14784,126471,173669,168819,132048,219405,138197,66149,136600,69634,167883,254339,94659,78828,206100,111696,81.17,50.33,52.43999999999999
