n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,4.08,3.48,3.410089168762598
51912,62767,20312,7.5,6.27,6.247363211509658
11809,8718,2597,116.3,15.24,15.594890500177696
52637,72011,37929,4.36,4.29,4.2317008786908
7713,29088,68201,19.56,6.37,5.840831707605465
70343,47218,36265,4.2,3.93,3.8325098340690955
22631,13917,34304,4.5,3.35,3.6208091462928502
28101,3360,34112,3.0,3.82,3.300233599172167
35618,25353,21603,3.0,3.93,3.443772758325177
40612,37963,48810,9.23,4.88,4.852206919693365
11366,44224,50847,42.58,7.98,7.8754936818084955
66316,32620,23303,3.89,3.52,3.5112207133404403
32417,62074,36699,4.99,5.44,5.1973698360602905
11710,71780,39353,6.69,4.42,3.8844114294954486
945,38265,75021,168.93,37.81,36.21838346898126
40863,66633,25575,3.81,3.75,3.6729352758223457
54256,55539,37775,4.38,4.18,4.1057802547045625
56497,59162,21144,3.01,3.0,3.071834227347116
30569,39991,34033,8.22,5.55,5.699332174061893
5667,10626,6071,5.32,4.05,3.879363962261766
60643,36756,68009,5.6,4.65,4.544856764109521
70073,61766,44937,6.02,4.78,4.939268558325557
19013,25634,8708,4.02,4.11,4.178303206514373
54105,26564,57822,5.56,3.71,3.7506484053755305
36215,24078,46639,8.61,3.26,3.457361088964306
57137,42030,73207,5.86,5.45,5.56724567418653
26045,42406,13235,4.86,4.01,4.390108555513207
8075,29998,36369,10.35,4.36,4.635063160991277
31118,16009,43393,4.65,4.18,3.895013624226875
23270,38132,60164,11.66,3.23,3.2074588259124925
3365,5611,46803,7.79,5.93,6.600792324845099
10827,37445,42876,4.3,4.19,4.0770301980922845
2383,42311,37879,6.01,5.38,4.748652057888231
42162,20042,53795,4.42,3.89,3.8989076196154677
10191,38457,25089,48.12,41.78,43.12689663288215
58214,38272,17883,3.56,3.56,3.670893821850796
32774,50021,20827,13.2,5.98,5.804824220711919
43425,75116,1231,10.66,5.43,4.7391166267474265
47621,5871,59609,11.93,5.15,4.763491166980355
22225,47866,47542,4.73,4.69,4.60464170290732
38054,74901,12727,9.68,4.97,5.228931699386752
57583,27162,55568,3.7,3.37,3.3145616400303695
27252,14892,7777,28.33,7.72,9.459711457120603
8153,7244,22107,57.17,13.91,12.4776105958264
19613,5359,71595,11.12,5.74,5.86641109646662
64312,32644,42130,5.83,5.66,6.038907618146768
4662,16026,69368,21.36,6.79,7.761927094588492
38391,53650,26248,3.0,3.06,3.054091288252714
62621,26446,31701,22.22,3.17,3.2286822618152367
57516,53821,64479,4.14,3.2,3.270472958193401
4832,28712,55210,3.43,3.32,3.424377758182062
58130,32582,56077,3.11,3.1,3.0794470319777587
28274,65349,24603,3.26,3.08,3.120897675641753
4148,4824,33343,36.33,11.06,11.861820679357775
33211,31770,68901,4.98,4.67,4.618565664288617
27271,30338,54674,3.22,3.21,3.439105242500551
34299,18573,42600,3.95,3.22,3.380189983239328
6720,41224,74100,30.73,5.98,8.945225668161028
15316,74672,52817,3.11,3.09,3.093419925446211
5308,64787,50786,16.16,4.11,3.9955592485081755
12177,56375,27645,4.35,3.49,3.504125939099967
75013,21686,44117,3.84,3.02,3.0107075758802795
38824,61764,41292,5.16,5.11,5.19747790661046
55048,69209,28211,5.95,5.12,4.818721034862604
35166,44371,51404,3.0,3.0,3.00956788875159
65062,9749,36710,4.09,3.41,3.439391624329904
25068,5838,51747,14.22,5.7,5.746235568795807
16729,35316,7927,3.66,4.29,3.785151483514308
21923,60892,74606,7.4,3.61,3.727908628146171
61890,52917,51176,3.52,3.75,3.6064919482785482
28644,429,27681,28.78,9.66,9.97826606781737
20544,1718,33729,35.04,8.28,7.893377204357602
15189,51876,49949,7.36,5.14,5.461371895647165
29141,72169,6999,4.29,4.26,4.728852772838678
26433,21220,43338,3.64,3.55,3.6700047919643346
73711,61801,68997,3.91,3.87,3.84906929663467
57624,3459,10353,31.39,6.46,7.390516253045467
4480,14800,64072,17.1,5.11,5.190159097345216
73505,33679,18187,13.47,7.61,8.319467991659854
5423,47522,10445,6.79,4.44,5.113982029754684
68548,1382,38920,13.98,6.01,5.649978119565147
45470,9795,11159,3.42,3.41,3.442090627879553
71221,59476,49959,12.52,7.71,7.86553162630293
26915,40785,50938,3.84,3.93,3.7971383418204385
30631,63786,52436,7.39,3.52,3.710509461074307
12467,10118,15001,44.13,11.55,11.471456154028338
47956,67171,56879,4.58,4.39,4.389343773896313
54511,58227,8771,6.32,3.74,3.5693363165468086
25670,39623,62741,4.2,3.55,3.4863999492954987
55373,15489,73176,4.49,3.98,3.7408573184229494
21938,48706,21341,22.93,6.79,6.048848747298347
23114,19569,42802,4.16,4.42,4.093611251631013
64783,44379,33896,3.87,3.7,4.01275557516817
71023,639,22112,24.84,9.03,9.234323946943064
729,40870,15853,8.42,4.72,4.833124995311863
71427,14527,63767,7.96,7.33,7.655448717948718
63471,68984,9920,28.47,8.09,8.088830722364888
68251,32170,53893,10.33,6.79,7.7264877863144985
38463,46765,30042,12.97,5.66,5.4477384169309095
23647,221,6936,11.08,7.62,6.806086206128196
