n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,490,158,92,68,20,411,562,939,296,819,103.94,40.46,40.92999999999999
783,60,227,532,549,368,283,798,176,846,108,268,219,965,949,107.66,37.34,38.709999999999994
26,848,656,826,266,819,278,198,168,317,296,642,888,749,983,90.1,32.49,34.269999999999996
875,868,901,381,88,865,620,345,687,397,518,254,182,253,484,94.29,31.93,33.07
286,91,967,957,837,886,964,560,860,307,7,930,298,586,721,99.48,40.76,41.36
903,319,868,783,520,199,423,433,613,295,441,462,165,238,312,88.94,32.68,33.7
265,832,816,44,83,47,473,641,287,531,547,663,482,717,351,97.12,33.46,34.57
148,689,200,68,422,935,207,650,647,451,282,188,364,446,764,87.34,34.32,34.6
602,328,649,571,203,926,331,103,859,63,725,234,284,783,596,86.49,33.36,34.36999999999998
630,882,243,125,339,957,181,297,470,26,43,365,714,84,917,91.65,38.67,37.82
987,977,292,752,691,982,334,18,330,295,329,989,156,793,667,85.95,31.16,32.53000000000001
420,882,965,890,635,696,837,79,300,632,196,915,454,299,139,87.37,33.49,32.66
256,390,613,984,162,339,586,9,372,45,465,173,373,802,823,107.67,43.73,43.54
371,297,585,99,449,212,434,938,212,116,60,63,56,754,172,99.61,40.15,44.209999999999994
609,693,993,153,621,41,559,502,596,255,329,36,125,854,541,97.04,36.51,36.24
299,792,419,667,205,489,206,247,449,420,503,37,224,431,454,99.93,35.45,35.49000000000001
254,662,910,438,850,220,510,192,32,37,260,259,248,538,213,104.75,37.43,39.449999999999996
790,237,427,890,267,145,332,52,912,950,322,578,119,583,412,87.87,32.4,34.68
985,922,668,669,891,809,734,762,41,506,396,95,440,215,952,78.94,30.11,32.370000000000005
894,586,921,966,946,169,344,303,672,482,818,922,657,322,834,86.02,30.93,30.72
430,540,220,670,820,702,820,274,346,944,401,979,508,76,879,79.37,28.41,30.330000000000005
994,286,984,642,684,195,45,404,920,634,130,785,991,275,683,84.69,33.42,34.88999999999999
876,61,890,171,704,650,475,582,483,764,413,949,399,223,817,85.11,32.42,34.33
3,216,944,160,13,624,897,263,118,405,829,788,801,390,898,105.96,50.36,51.819999999999986
227,563,54,899,973,206,165,687,622,338,838,913,575,792,803,92.16,35.14,34.92000000000001
482,937,539,450,27,80,35,712,608,115,500,574,885,263,622,105.21,38.13,39.05999999999999
792,142,42,371,81,786,900,535,926,10,304,857,355,847,76,94.24,33.18,36.15
87,982,556,464,390,210,806,318,397,239,776,498,876,989,409,89.64,32.52,34.88
97,79,117,937,635,817,906,374,524,444,425,878,728,795,454,78.59,32.0,32.41
68,643,902,963,200,652,309,952,856,490,432,121,817,571,171,84.59,31.36,31.540000000000003
380,895,166,180,723,152,334,506,880,346,264,554,997,925,4,101.7,45.98,45.669999999999995
727,172,5,663,319,123,558,113,498,805,732,615,495,538,77,111.23,47.06,48.699999999999996
533,251,421,867,300,365,234,785,184,884,641,1,692,54,624,94.71,34.7,34.52000000000001
929,320,557,934,930,478,801,933,581,312,959,888,518,805,451,70.18,29.72,28.72
627,632,452,401,144,257,789,611,370,677,348,136,443,84,620,89.14,35.44,35.339999999999996
147,691,828,637,181,292,923,962,380,202,589,812,358,691,635,75.39,27.76,29.670000000000005
904,95,78,412,661,958,925,183,337,669,380,334,178,307,904,92.13,31.22,33.88
23,618,20,536,972,772,849,90,820,367,826,832,976,100,162,89.06,36.71,37.400000000000006
186,598,507,676,587,960,78,778,947,991,119,176,667,490,691,84.83,32.66,33.91
907,763,227,632,805,851,676,310,873,950,704,415,902,613,243,73.91,30.19,30.469999999999995
918,501,720,226,317,376,235,763,334,550,641,542,462,920,822,71.84,28.92,29.71
409,518,410,992,837,320,290,448,421,602,13,257,188,918,553,94.15,39.04,40.16999999999999
469,709,574,629,845,373,413,973,397,638,28,159,523,69,469,93.99,35.2,37.02
997,988,645,942,355,618,815,319,932,93,773,264,495,227,655,77.84,27.82,28.96
950,488,913,618,796,67,152,946,244,70,306,135,970,48,167,92.55,38.06,38.599999999999994
