n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,173,753,828,685,51.41,30.43,30.39029299479115
874,315,257,620,217,621,36,595,697,162,441,653,402,69.6,42.7,42.524348158396975
822,740,880,521,972,380,557,958,455,514,274,922,36,55.77,34.64,33.94070577011996
891,28,372,476,954,326,929,389,433,913,905,538,168,58.17,35.75,36.506080414471285
573,181,241,236,24,180,332,177,139,522,522,368,526,59.75,42.22,43.58661024195392
690,573,186,915,456,815,424,752,537,928,930,781,372,40.25,24.98,25.386557762300438
808,607,362,370,879,984,456,165,977,772,409,732,756,42.9,29.49,30.095279646594296
472,670,543,255,501,285,947,510,512,527,851,815,362,48.17,29.99,29.93206646483107
677,904,465,921,924,472,359,581,743,942,570,741,467,43.5,28.07,28.210342177232633
498,674,227,963,332,834,716,855,170,897,929,631,274,37.14,26.47,26.014124878770836
791,933,491,316,310,980,818,723,851,516,575,530,519,40.97,26.72,26.05574161997277
667,630,602,416,319,748,212,500,524,375,956,700,638,52.05,30.51,30.577132689198862
903,77,803,840,349,743,8,929,834,195,762,108,60,62.27,39.95,40.69612648454193
588,668,50,279,605,232,698,896,937,108,772,534,139,53.54,30.4,30.168471825411945
874,272,250,844,215,966,901,61,433,919,734,777,32,62.78,34.98,35.151541190530516
58,371,368,176,255,688,24,84,117,977,69,25,41,95.24,59.32,62.36078751628629
746,940,21,382,261,130,832,958,160,752,188,535,708,60.28,38.65,39.29907996807826
1,394,603,44,813,253,155,994,37,4,352,960,630,85.03,49.68,48.80050014867227
642,760,765,115,292,345,500,31,315,459,564,784,619,57.62,34.95,35.1225556928152
757,46,923,270,773,411,883,636,722,157,484,981,230,49.65,31.37,31.976191467409862
95,676,703,323,858,104,24,458,807,895,970,130,530,56.62,33.32,34.21854218385267
598,799,402,498,527,335,147,895,982,349,265,268,620,48.27,30.55,30.608838504448133
993,429,668,18,716,571,982,143,686,58,259,34,134,72.18,42.29,42.41298058276463
165,174,98,464,650,237,520,938,725,956,32,252,238,60.74,35.63,36.35063715335566
731,455,75,256,82,605,233,639,810,819,638,726,368,45.43,27.65,27.92656056674952
262,700,433,285,538,768,4,154,36,393,418,164,113,81.64,49.58,49.82801337986919
524,741,89,246,104,102,20,186,768,237,107,222,25,81.24,46.96,46.94745888368548
533,685,475,464,317,548,657,389,217,701,928,778,986,40.01,26.58,25.718364707466684
215,746,825,444,435,523,21,595,605,52,902,428,951,66.71,41.35,41.485094204819596
537,595,185,942,96,679,821,491,374,19,531,983,943,62.97,37.12,38.093912688716365
121,625,375,296,706,954,381,315,19,895,701,422,103,62.89,38.2,40.4092824468385
107,313,203,860,793,688,845,16,831,462,61,420,652,60.85,38.36,40.3889986288058
497,474,213,910,602,628,75,5,291,24,381,313,957,73.09,42.71,42.97297067049348
740,78,224,773,502,196,118,585,382,401,733,474,143,50.81,30.24,30.202101378652266
771,353,404,908,124,260,124,125,82,631,870,342,656,49.51,32.44,35.89160401158125
400,982,217,709,107,25,633,674,481,795,44,740,722,67.38,40.98,41.23946951800143
509,297,366,982,468,144,817,383,275,495,538,886,489,56.97,31.47,33.262948249969234
736,977,745,823,429,954,503,856,696,303,404,237,160,51.68,29.86,31.28543508500356
500,610,265,561,437,712,695,715,940,86,599,745,837,50.26,29.17,28.803546396364062
589,98,72,364,180,558,150,825,426,919,68,817,88,62.34,34.42,34.625550259273666
933,916,697,829,663,38,131,997,303,399,237,725,686,42.6,28.8,28.43788211550695
906,697,337,449,176,536,293,114,159,553,972,992,773,58.09,31.11,31.227920949819623
433,98,336,528,254,732,526,263,173,916,161,472,970,55.22,31.42,32.56370111987036
720,240,413,895,367,801,782,587,746,148,477,451,736,39.26,25.11,24.9175651717682
30,829,609,392,902,754,184,402,522,54,494,280,414,55.56,34.71,35.181177092500164
259,727,748,959,422,722,663,483,368,985,560,338,730,42.48,27.49,27.18901731477117
763,933,674,83,779,839,872,743,230,545,636,192,412,41.38,28.67,29.10257859213935
835,682,391,902,650,936,11,320,475,536,728,928,904,58.93,35.34,35.34759876438927
477,665,181,835,96,17,412,965,221,746,582,620,395,65.14,39.48,39.378455317778
927,220,905,995,102,399,835,571,785,820,204,280,762,43.27,26.69,27.17311720344021
943,600,594,196,501,823,626,141,8,627,694,444,493,58.78,37.06,36.2711699046813
259,525,579,177,478,729,209,995,989,778,74,358,3,127.76,79.18,80.54716878471321
927,497,545,857,685,674,67,772,605,496,947,690,944,46.08,27.81,27.566565281345493
342,470,273,898,514,471,28,81,628,772,355,177,777,71.0,39.57,39.78491678008488
768,961,803,414,261,691,640,806,853,884,736,138,55,49.44,27.48,28.18869419517094
166,511,390,475,691,301,159,10,289,570,478,990,1,65.22,39.27,39.18671321417723
375,34,550,870,391,577,453,209,891,692,315,510,664,47.39,30.71,29.802276739507317
136,495,706,551,728,936,309,78,264,844,320,311,341,57.39,32.5,31.504353957723314
661,971,814,319,669,658,402,530,860,942,95,520,648,40.66,27.59,26.380132120686
215,400,610,543,868,871,153,817,516,643,91,315,41,70.28,41.93,41.81660279736936
238,972,468,574,237,535,284,62,980,114,114,691,838,56.94,36.33,40.15730810283546
806,388,877,373,218,326,364,79,342,468,371,170,509,59.55,38.71,38.78539283858985
452,890,298,472,916,137,943,735,452,654,221,951,279,41.02,22.94,25.89641204198624
334,162,101,909,243,480,194,770,694,866,382,189,364,49.83,30.83,31.355121277178565
143,814,138,238,275,827,563,648,387,409,827,843,767,47.47,28.23,30.05980358739077
350,287,899,737,948,609,514,594,706,749,971,328,760,42.46,28.76,27.350073239622922
409,769,730,890,721,958,647,771,992,733,298,544,637,42.29,26.24,25.775238509664373
652,686,74,376,315,404,495,178,264,980,922,362,451,63.04,36.38,37.40282448033151
488,89,915,945,190,322,983,388,130,991,28,106,359,61.84,37.26,38.606259073853934
171,367,78,939,899,904,749,779,667,446,8,555,328,62.58,34.92,35.23104339953838
242,844,853,608,399,554,291,480,653,922,154,368,323,51.76,31.66,30.389859916904005
206,948,510,97,994,145,802,209,339,257,144,430,369,62.15,36.47,37.181577343188096
256,91,350,192,252,724,245,745,625,47,344,962,381,59.66,38.08,37.429240474756554
663,786,626,63,882,147,181,871,64,440,454,797,278,50.55,32.07,32.31030651126543
135,328,535,590,865,119,346,663,786,727,625,980,404,40.05,27.12,26.977502278906307
233,55,401,784,485,501,634,892,324,557,857,636,611,49.13,27.05,28.652658397510752
92,602,522,551,680,507,410,860,708,465,173,421,395,40.81,25.29,26.508407966537682
537,463,47,899,110,462,605,131,121,959,943,696,512,53.94,33.02,33.329714755462426
937,179,79,402,313,468,817,724,9,259,108,684,359,97.08,52.59,52.836968081129
225,177,25,150,437,685,94,344,994,839,664,476,50,58.52,37.82,36.44051085648312
878,920,486,247,66,493,142,572,31,141,712,514,555,54.84,36.21,36.60662752729155
61,49,204,559,940,6,841,833,535,345,698,541,896,94.27,53.16,53.79587790476021
244,143,380,503,1,134,553,119,252,110,477,216,817,46.83,31.03,30.37311296741372
54,630,220,641,388,344,637,663,879,403,925,957,734,51.87,33.03,32.333509585855424
537,519,799,938,691,166,523,107,853,837,155,642,980,39.9,29.87,30.092987445884024
215,177,386,206,304,348,441,147,437,133,407,321,816,59.47,39.21,39.588812149306435
306,830,101,575,102,484,278,291,540,783,500,286,234,44.11,27.16,27.038369037322173
430,719,140,715,560,674,106,31,616,564,769,206,217,58.28,34.33,35.14402494950655
199,400,593,40,660,141,640,24,760,268,719,739,486,60.31,34.5,35.9812463931969
552,48,754,790,881,842,229,855,147,612,320,39,705,61.65,37.18,37.52928157293037
200,110,143,651,710,557,938,190,781,978,94,703,920,53.03,31.6,31.700838950421023
889,475,644,298,986,213,161,843,332,717,839,283,870,50.69,31.62,31.84020033224121
924,530,582,69,422,919,425,683,737,34,466,304,675,64.04,37.1,36.75642632133661
882,124,651,719,751,278,966,932,16,219,428,341,267,60.34,37.19,36.726919277796014
550,745,401,607,538,765,945,913,205,440,790,131,709,45.1,28.95,27.802988032877742
174,805,895,458,892,465,993,354,392,484,627,260,629,47.32,29.64,30.863099692951675
195,594,487,455,196,773,480,870,587,345,316,72,174,49.59,29.06,30.085352919201533
378,619,641,880,482,227,786,630,669,674,590,906,131,40.69,26.27,25.87380139643072
698,956,315,890,212,548,856,843,306,100,12,807,891,69.43,44.34,43.86124744980574
29,202,320,59,326,546,262,811,741,680,351,842,451,53.68,32.49,33.67713470412455
