n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
62380,155357,142666,34189,96981,240109,158314,124270,164028,152266,17177,158754,3451,238241,219537,123006,67988,144384,61428,50264,261002,37.2,35.31,35.52000000000001
187996,123276,141813,219273,144082,124873,104106,167527,225711,39483,60796,166424,39746,227552,242702,137148,102219,194314,3970,176006,203747,38.34,35.62,35.77000000000001
16785,41785,198765,251002,154953,11216,78975,204492,8129,215894,226892,70629,123928,155910,188435,241213,230375,101609,187204,206598,241460,38.4,35.79,35.520000000000024
111918,103537,190873,209953,151233,116554,252731,245258,35166,230389,95818,25547,9407,35643,129730,56881,67628,253094,176171,114337,204202,38.12,35.28,35.91000000000002
164272,224192,78912,110401,132970,218491,101152,150476,91989,140011,153373,106843,153158,60918,237031,88280,178777,240053,243517,7513,224500,37.72,34.59,35.27000000000002
73317,259781,158811,175970,182338,42755,183137,225610,85561,252872,142020,237160,149934,149188,27282,187122,171838,55345,165930,218001,259017,36.89,34.87,35.25000000000001
150348,70014,74699,32619,16635,126353,223855,167446,259471,126748,23204,90198,209871,17461,107600,235168,39522,5275,77041,111972,201534,38.61,35.32,35.740000000000016
108841,228790,31173,11584,158594,161096,199657,11780,99039,188334,153714,86757,144402,230924,241665,257067,73157,132492,61853,261753,9440,36.55,35.03,35.01000000000001
81178,1896,20177,28342,157224,140398,8225,248747,51743,254654,106938,76444,160030,69041,40946,180809,11124,256871,227483,89080,82268,36.94,34.54,34.77000000000001
94423,251306,36261,235053,225891,99035,98763,120693,228036,136334,101238,168791,227234,156146,178512,146606,26888,162562,255035,246578,212733,38.66,35.08,35.64000000000002
132914,71119,113034,166275,188825,187595,62294,245481,78928,114673,256323,67694,136610,79427,143767,88842,3003,206673,108844,258855,152034,36.56,34.93,35.36000000000002
82542,5256,98701,161427,154456,165722,34935,15749,166076,164453,87149,122224,92514,178069,240474,92425,159610,185322,73118,193471,128320,38.7,35.02,35.23000000000001
5815,154501,15879,250305,177214,5571,252524,96774,65830,164618,119619,78285,155365,157667,83892,46509,95408,48561,81964,198733,96771,38.23,34.47,35.44000000000001
221207,156138,69241,78749,206386,98870,27491,202446,213137,7057,254639,149227,179236,192721,34451,81269,131074,58336,171369,210713,70615,36.19,35.32,35.000000000000014
62572,85927,49124,177750,114094,170272,182993,25433,26697,157476,84401,248813,87491,176928,218507,58840,114931,212275,224273,251839,44376,38.39,35.52,36.04000000000001
20957,88266,194529,170454,57152,231970,149003,118253,70936,58989,206309,31698,8889,138838,251024,50018,82612,211491,219206,219801,150689,38.17,35.21,35.420000000000016
48126,226421,73031,89157,211609,217041,168280,22422,211355,162354,90513,154528,33997,110434,76531,135894,208106,222815,71086,121823,90794,37.36,34.33,35.25000000000001
166246,109289,76126,110040,148984,107353,9317,241333,108335,40893,52316,1222,125135,247272,218245,230681,163226,258713,133730,113862,146504,36.93,34.42,34.99000000000001
249079,258410,243106,188025,58219,8472,195434,119713,219335,197494,173798,196087,136056,252540,75770,142569,89409,233230,59628,225845,17843,38.66,35.53,35.98000000000002
224914,154318,254532,75238,31456,212386,64103,11816,9212,236875,210489,181850,134295,242182,52027,235029,231619,235844,112692,151244,12938,38.16,35.38,35.100000000000016
3445,126103,195375,31670,45041,131907,78613,62664,173774,5202,137616,140770,108462,13958,246164,239359,160475,29776,89483,32874,66184,36.78,35.6,35.750000000000014
254801,225880,141814,125094,212743,205081,16087,92233,57882,51729,32039,140151,232688,214122,31250,44905,62772,207532,71764,241635,233212,37.0,34.07,34.42000000000001
211301,33681,215875,241369,1967,127795,164785,149656,226113,104930,13089,198309,71145,65079,70408,162028,138219,136228,110882,13362,123967,37.74,36.42,36.15000000000001
