n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
84890,248477,39544,103500,170638,12657,18988,215292,140478,24675,95863,152774,15204,238473,133021,56281,9829,22530,113677,109621,18312,36.54,35.84,35.46000000000001
63088,23779,144453,111285,15495,216754,148230,32453,248368,58520,165314,164477,152829,248436,16216,151284,153496,103987,12999,255919,57955,36.76,34.54,35.18000000000002
12211,145926,225042,34910,75919,109874,37815,141737,30878,149661,80866,146868,213942,178782,47376,27015,152462,149737,167487,49249,97621,38.03,36.06,35.94000000000001
25540,143587,186675,16459,147945,15624,162269,53990,130132,178362,139387,112090,203745,82351,122054,153501,242074,118799,94786,78582,65123,37.67,34.45,35.280000000000015
208241,47124,183237,204427,63988,21457,150581,78708,137677,129791,229412,90040,191219,117659,75481,159634,256946,19189,30950,134200,109608,38.05,34.83,35.780000000000015
43243,198479,89667,39841,244651,128178,110545,10277,252187,175168,20347,200427,146296,150215,206856,229501,214526,82247,89161,182267,91797,36.91,35.11,35.06000000000002
155810,130200,152016,208900,119591,18025,220192,24535,247642,70762,124282,182725,174103,17039,15904,191669,183891,81161,169640,151505,260334,38.69,35.74,35.70000000000001
178582,215462,116822,74605,187859,101132,232532,175283,90965,5914,246585,121030,93182,44052,160148,30695,129418,15454,57201,201387,75348,36.31,34.62,34.570000000000014
33905,193557,64910,104306,102485,240337,228438,130156,21123,43611,117751,105288,144032,72833,231573,35894,214769,112858,226488,144236,72986,37.63,35.49,36.08000000000002
185177,108867,258596,94049,178971,231785,99730,251063,60490,39563,21753,46194,39661,60806,172626,61167,3162,127130,217866,154435,47800,38.12,35.19,34.940000000000005
68877,73906,1073,38188,109824,140139,96797,159858,148462,83522,249848,32896,181008,225234,135132,249095,161898,171695,177261,193930,14153,38.0,36.16,36.02000000000001
119706,235807,228322,204464,249531,229248,178408,209157,146609,102859,104351,104589,103316,27141,126228,166275,104973,16317,49967,17654,258124,38.36,35.49,35.30000000000001
54726,115507,42546,28817,89143,157477,13782,26838,61,148578,39653,140671,26598,248761,95318,160887,6684,18432,229200,54513,160974,37.03,34.86,35.16000000000001
98626,38941,166306,66127,250470,91066,157883,95463,124295,32202,30239,222543,127944,260335,256330,122156,125932,126834,81750,22514,37779,37.38,34.9,35.490000000000016
26787,196522,89819,194078,69404,125467,217279,181418,42320,135353,6054,53795,249295,249566,138479,94831,38430,180897,142389,239637,7089,38.36,35.64,35.86000000000003
198742,138440,78142,256508,168536,226315,23857,182503,221629,68449,135894,96128,238094,43789,93243,202358,58403,139615,141968,204224,131779,36.36,35.25,35.470000000000006
86419,166839,58469,160754,212732,206674,258192,198789,223511,51156,211308,62754,214521,105037,193953,210587,59438,52407,135695,129179,93208,36.8,35.33,35.35000000000001
191628,7596,259418,7323,207123,73247,123794,67941,50762,181540,158633,250744,90251,117238,211960,245634,189563,259008,91624,250347,255463,37.87,34.61,35.23000000000001
95587,21112,57792,26779,59466,123228,51565,88535,53575,126524,163595,258277,236010,159976,220315,500,125691,238341,171174,90179,209621,36.25,33.8,34.58000000000002
168593,22224,218798,173168,31432,238492,101852,205076,186513,196644,52250,125313,233048,46798,113750,206867,166682,87167,22740,209931,248031,37.4,35.24,35.11000000000001
254714,189222,103766,121414,105221,194865,248197,22261,190001,41643,44565,260338,33302,7221,39623,154877,237201,121989,211419,171929,38318,36.69,34.81,35.12000000000001
160320,216664,156203,256981,124349,172298,245751,91857,40871,143827,143729,34336,5609,3733,209546,254513,190413,170308,26941,138040,196475,37.46,35.77,35.63000000000002
244744,36503,113720,258618,228522,51067,216571,229089,55323,7338,66016,55778,76799,131376,63055,200194,153730,85456,67990,142698,109841,37.11,34.45,35.03000000000001
218679,34360,15965,238555,193966,92742,235327,120104,173663,152921,213659,237055,135465,110265,216829,240575,230206,131504,34278,139414,39802,37.48,35.43,35.09000000000002
137234,133836,4903,228800,115376,203556,48000,159528,1030,203433,209497,39269,45179,37108,124123,162293,190105,31545,145876,16188,85454,37.31,34.86,35.30000000000002
178869,135882,139126,145605,126481,205592,203552,27815,231532,146878,14895,65141,50149,72592,11062,202443,25623,133094,118535,147253,7304,36.19,34.55,34.77000000000002
199227,234359,239203,16611,116194,85357,160570,255160,132527,158895,134260,52272,181595,72662,118579,133210,139797,211645,125314,133104,246808,36.77,34.93,34.800000000000004
64921,183295,137156,229778,229632,246986,243219,68050,241902,146673,234030,247271,53107,220200,117316,35948,109218,31882,102855,115898,82832,37.52,35.84,35.740000000000016
19017,175939,63082,112286,19168,55755,175498,79371,205504,32073,235150,203668,40487,246285,187726,168678,173082,95992,37481,66350,231429,37.78,35.17,35.16000000000002
35980,253636,122614,57563,195738,249693,24674,104400,231979,127732,42675,259488,175068,218220,58644,42327,185158,113120,260590,135162,105856,37.38,34.42,35.36000000000001
88897,110435,51313,93484,83499,24168,189307,95932,5107,88599,145240,120237,115463,184326,4740,100753,86900,135642,163558,77451,134286,38.56,35.79,35.98000000000001
251861,16853,29582,258233,240791,206664,59914,254724,229740,27467,22036,69616,71282,10377,237475,204209,47592,70895,198122,33962,214899,39.77,36.25,36.180000000000014
110691,222714,238921,177202,214690,247988,67792,106416,39155,140666,240955,134947,149578,129659,183610,85733,23451,73154,15080,209607,180408,36.19,34.25,34.81000000000001
48062,111494,234693,18982,70496,245982,4412,166314,23217,210142,68302,21952,159430,224455,58302,17464,69324,226171,31897,118954,3026,38.21,35.13,35.02000000000002
88906,260651,144982,109513,242920,239973,70217,162975,33875,11326,138127,186000,62504,245924,28692,254073,42322,68654,13206,47486,52892,38.53,36.04,35.64000000000001
244382,81786,164802,79955,139220,199097,53967,76011,116834,131095,176201,46635,70915,90964,210679,4761,260701,65653,9686,4022,4832,35.6,33.62,33.51000000000002
192172,132554,144454,256390,49664,134803,124455,64403,245011,117192,27861,172574,214675,170421,113292,172100,129761,143106,218789,232974,103045,35.42,33.96,33.91000000000002
254361,132824,80683,180287,56408,257540,60179,89837,52068,218178,231192,185263,191062,166717,36626,106089,259375,91108,257394,14257,219411,35.83,34.29,34.68000000000001
34031,3736,18539,163957,194219,230648,67002,112916,42794,14523,22147,174385,220533,99845,228206,132629,175778,254523,73907,156966,63494,36.27,34.25,33.87000000000002
