n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
5102,2092,6076,2937,6514,5656,6893,6061,5341,4342,237,6884,3814,6356,2040,5316,424,1284,927,28.13,26.05,26.084859759660844
3045,3842,7114,2019,3119,4454,835,4701,2042,107,5989,1775,3343,2289,1491,7106,6272,3190,1307,25.52,24.22,24.07562670635989
6241,6530,589,1136,5062,5058,3644,1037,1083,14,43,1715,6337,1765,1358,1363,2369,2569,1629,30.03,26.59,27.081071238081925
4417,5552,5125,1677,1488,5657,1612,3139,2447,176,2958,3398,1359,1193,2161,533,2718,2468,6696,40.73,32.81,32.283626321186816
4940,4801,27,4882,5553,5797,2768,540,2539,2911,6705,2507,3938,5705,2586,1513,3942,3871,5772,28.23,25.43,25.97484394254115
1442,466,2098,187,6142,2929,6921,3311,148,4497,6453,3431,2999,3083,4739,6891,74,3709,382,32.8,28.66,27.388198190515823
5797,1482,5109,1609,975,6190,2015,6713,3786,2821,4198,2906,4298,2055,6353,3791,885,4831,6130,30.89,25.85,26.546161381967885
6397,6530,3008,7042,2423,300,3546,746,1707,2791,4201,5003,2970,1214,2784,2258,5755,4465,754,35.78,28.64,29.466954979428493
2559,5619,2595,2508,1453,6543,640,5134,1219,5907,5645,2533,3963,1323,5899,397,663,4920,4370,23.89,22.81,22.5676154302523
3325,260,1944,6066,4865,2816,6769,2049,3732,5332,3455,1192,456,5229,268,6567,4043,2737,6868,25.96,24.94,24.95038655777694
1696,1069,5993,4620,1087,5164,6455,3390,873,1382,3559,3055,1222,481,6920,3445,2415,1156,3712,33.28,30.12,29.07921385443646
5082,6981,1386,4277,3715,3998,5642,5976,2602,3924,2244,2384,3850,3307,1200,922,3088,6734,4356,52.92,46.82,47.3164725492639
1469,5136,4090,7109,2772,1475,730,4029,2230,4220,6406,4490,7105,4119,2959,516,6439,6513,6347,20.7,20.74,20.55817151465986
2913,5690,4812,5439,281,6222,2504,2977,4581,5771,5474,2300,6842,3978,2169,6305,5659,5865,2407,25.64,24.46,24.463507651497796
2785,5322,1463,4756,6978,94,3885,4480,6338,2053,2669,5502,2242,3792,2366,6690,4098,5303,5518,30.69,28.28,28.6122127823515
6534,2921,2849,2243,5276,2831,6044,6784,3346,2867,6904,1412,7102,5638,3684,2984,2738,4244,1162,24.41,22.89,22.936805555697795
4336,1361,1627,6853,2965,6994,3909,2317,5664,645,5895,5495,5983,3413,1407,5052,6392,4758,4230,25.32,23.07,23.29050736708006
5452,3447,2479,5109,4531,6346,7103,5217,2217,5901,226,1602,1310,4804,3613,5112,5325,1480,1794,24.99,24.73,24.025862304508443
6217,5619,1478,5168,5885,342,3863,1853,1357,443,1093,907,2599,1487,3953,1584,4491,292,3403,63.14,46.31,46.78767227020109
3811,2876,3115,5427,5011,589,4834,1674,1948,5881,3063,5,2871,3320,2281,7011,3359,7097,942,37.42,32.7,31.405382663092468
5643,6810,4483,3062,295,4505,5026,2468,776,2418,4466,4199,2780,4758,2401,2880,6705,1058,3433,34.8,32.12,31.859444701829474
3352,6660,4619,5261,4410,3026,3829,1164,1284,4881,3135,4619,3907,1631,1089,4985,744,2876,6727,41.51,37.17,38.860204170346655
5420,7,3128,884,2670,4635,5039,4418,1152,2666,5156,4622,3078,3516,3536,1854,4042,2387,3928,50.73,39.08,38.72587244582036
5802,3111,3144,7003,1302,4880,4865,2128,6070,2464,4065,2056,3403,161,2614,2518,4028,2346,1173,25.77,24.3,24.474803484484667
3907,194,998,5407,5092,3632,2011,2401,327,6403,1117,6773,3214,108,3934,4362,4590,2242,1994,69.61,50.59,50.988155802167796
3885,6405,301,2012,4015,2192,6913,1267,5910,2340,2401,4032,4981,3888,4245,5282,7073,4946,6090,25.5,25.77,25.571437463979507
968,132,6229,1032,2463,2312,4370,5800,2753,5026,2431,5990,4340,218,3803,2865,2957,5584,6103,27.8,25.62,25.251966281984735
6657,4839,1085,298,23,2067,4532,3732,5617,881,5631,4469,1566,119,3519,6376,6615,3503,4873,27.04,26.23,25.411038639765106
4715,5644,5801,5179,5315,3947,7034,6891,3157,3897,3210,5589,6978,5895,1609,2428,3809,6799,6211,20.46,20.86,20.67296622158773
541,2487,6850,26,5690,6381,3545,4768,2345,5311,6395,3870,2547,1168,1355,3919,5695,4498,4077,25.85,24.13,23.846260880085904
2709,4406,1257,3486,4799,4435,6650,397,560,6001,1884,2188,6714,697,6486,515,5436,209,2728,27.4,25.63,25.352675787917782
5919,3517,562,3319,5744,3986,400,1010,6898,1002,1795,5034,5289,6753,910,5836,1102,2396,5781,25.29,23.64,23.63984755747252
3587,1226,1499,5002,1517,3390,6570,1320,550,5098,1746,356,4550,886,5408,3106,6107,589,2292,40.25,34.99,35.10393007164358
471,4678,4712,969,6081,3264,5109,1100,81,3536,749,2576,5615,4916,4009,4010,2895,5375,3065,24.53,24.21,24.16381221145761
456,1132,5712,2414,1237,4658,5171,5553,4143,2377,4545,4504,5086,1807,2156,517,4519,1930,2082,64.89,52.87,53.959928210316384
6820,6148,2321,4235,1095,6619,1920,7073,3040,3713,6035,3185,1468,1074,5843,153,5365,2798,698,28.35,25.99,25.427692471344685
4695,5471,294,746,7072,1022,4148,4865,3715,1954,3193,3789,3935,2648,881,6524,4347,241,4440,29.93,25.99,26.442500047417564
5939,3150,439,6948,1235,3517,5579,6507,1827,6140,950,686,5448,4025,6722,1732,1144,5746,5118,37.92,32.0,31.60685786752406
3079,2902,6847,1925,2374,2730,5027,5778,2856,6521,3160,3097,1117,5920,6808,2935,5307,2424,6590,77.02,58.92,59.67652194273959
5171,3550,6976,2967,4239,297,4854,4696,1760,6063,1478,3240,518,794,303,271,1526,1658,1602,37.23,33.2,33.59350717754599
323,4014,3940,5416,6228,2855,3,3497,3851,2462,5074,3511,2648,3813,3783,817,1569,1267,5352,23.33,21.86,21.787668663307503
1302,583,3069,3159,3847,1246,4522,2081,903,2272,6704,1323,6147,2351,5504,1926,271,3948,262,27.41,26.41,25.796069811249126
2820,6160,3022,2589,482,5633,178,5519,3740,3864,6953,1277,965,6433,5476,2656,2384,3718,5525,54.99,47.32,45.487278780450566
1965,5974,1337,274,1646,5855,204,4708,1888,5377,640,5059,3285,5789,2983,5574,2554,1511,3834,25.68,24.1,23.67193960034501
2961,2319,547,5999,5881,3834,1338,6355,1970,1438,5506,1710,359,5290,4986,3527,5950,2217,51,25.7,23.55,23.836402374211314
3784,498,3711,6383,5581,3360,1390,368,272,4492,6844,6858,4251,4630,2867,768,5869,583,1941,28.14,26.07,26.253160206118512
6579,4023,753,3860,440,5593,1994,5277,413,4074,3254,6402,492,392,2092,6827,3338,3652,2506,27.56,25.64,25.233971721922593
5246,420,308,1593,1469,5699,4166,5247,3296,1540,4352,1914,691,2571,6478,884,711,4439,1326,22.63,22.77,22.704087606677422
4901,617,7018,5981,1756,5119,142,3614,4420,2929,3985,3466,4681,6292,3085,4278,5120,1087,5944,29.47,25.94,25.798818402608283
101,6194,2519,5641,3678,6769,1834,4542,947,1136,2553,3958,717,6388,6327,2158,6712,3298,2563,27.81,25.03,24.81986601336364
1086,1063,4397,671,3863,2005,5711,690,6543,3511,4726,5458,2010,2259,503,4035,5739,2037,393,42.47,34.43,34.35294889303032
5763,1637,6522,2343,3061,807,588,3445,6303,2571,3111,6162,6301,4555,0,2342,5358,6223,1077,24.8,24.51,24.439906954637067
4708,231,3622,1175,6691,5632,5369,6400,153,5963,386,5744,3502,2192,872,6652,6596,3132,4603,24.84,24.01,23.837455566246085
1066,2631,540,2510,1387,1125,2151,4077,5536,2647,2338,278,520,4443,6256,6053,4564,228,225,24.01,22.31,22.239250791270372
996,414,1065,6770,2925,3571,7043,2114,5013,136,1893,4320,3513,1026,2968,1648,2706,2934,101,33.93,29.7,30.162525679588285
1337,4787,5072,6774,1336,5954,780,2196,4344,4963,1402,5165,5811,1179,3655,6264,3559,6510,3518,29.88,26.34,27.016210661898874
968,2731,2597,3652,1870,3776,4884,3556,1405,3616,396,6287,5472,1315,4363,3877,4025,4882,13,39.26,30.88,31.91340828986878
848,1039,6670,6967,3436,5615,428,1700,8,269,4726,1931,3948,5775,2902,3217,3802,1766,1649,48.14,37.4,36.946338411503504
2269,6731,1647,2484,4607,4225,2924,6263,6152,6432,1978,3003,2881,6626,2033,6670,5432,6882,6961,29.85,27.46,27.758867683159487
508,5063,4049,3283,2860,1171,1170,6813,1952,4015,3125,309,768,1389,3252,808,6173,5879,2305,55.35,43.5,43.60574179868998
1632,6524,6529,6185,2654,3908,5594,3851,7070,4372,5104,746,6556,1630,3083,5641,82,848,4192,44.67,36.96,37.12145737412603
4958,4806,5086,1513,6662,3187,182,2598,5553,221,4999,2556,4207,3136,4105,3900,4470,5761,5657,32.53,28.7,30.024474240130967
3269,3684,6452,6680,4746,5675,4566,5490,500,4396,1201,6542,3413,2972,4862,165,5566,6307,4277,27.34,25.31,25.087925876346965
1694,2327,2346,636,223,714,6338,2915,5002,4754,7069,6222,5852,3384,2513,118,2249,5866,1920,38.2,32.63,32.40837416345312
590,309,6171,723,5488,2462,2878,5633,6563,6866,6050,4962,5005,4603,1710,3957,4232,753,991,29.88,26.59,26.94050115217452
