n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,19.483,11.3276,11.317025288994621
190,887,692,6,346,58.095,32.1914,32.45399492739402
514,474,919,619,82,21.455,12.343,12.399494242839781
342,567,958,631,716,17.9952,11.1896,11.146564432093257
41,745,388,173,720,27.973,16.1482,16.16436641444173
968,462,974,742,432,16.6972,10.4342,10.467424303477987
160,172,243,52,113,29.7024,17.438,17.513715083631432
135,518,892,946,604,17.956,10.9696,10.804971928265815
64,792,704,392,808,19.567,11.6332,11.613465785090563
764,908,104,941,298,20.6968,12.4052,12.366939281777876
209,690,229,743,812,21.3934,12.9522,12.986842081474304
431,910,89,791,273,17.9518,10.9914,11.032676941659874
933,214,406,287,349,22.1264,13.5676,13.700394259841369
828,44,204,725,907,31.038,17.8006,17.883474595789018
5,900,421,56,917,32.8722,18.5164,18.900038137479385
387,866,503,142,24,31.991,18.4418,18.64275401894823
242,434,753,928,871,17.712,10.6612,10.615453262650192
114,987,611,3,124,106.4044,61.1948,62.07098036931621
782,592,202,916,872,22.2792,13.2086,13.174271228324406
207,338,8,913,85,31.8866,17.7376,17.865294737865824
136,552,939,17,512,28.1006,15.5244,15.624897605067037
86,586,508,550,943,17.906,10.8212,10.819378728905992
202,430,70,407,196,28.3664,16.71,16.819934697192853
654,783,95,717,593,16.5036,9.4926,9.519316882180087
148,176,962,623,736,15.353,9.0322,9.026494549555748
981,42,55,276,568,18.3476,10.7724,10.80987246185656
699,620,872,152,763,20.445,12.1668,12.04085229664212
274,754,589,35,124,22.8886,13.021,13.033703641977915
889,722,412,973,927,14.2134,8.943,8.961050969087516
242,165,625,517,44,34.0664,19.4732,19.470028055737316
753,374,865,690,534,15.6456,9.472,9.554623388307597
604,578,793,704,88,22.9066,13.7736,13.746602940946985
888,355,112,884,902,21.6186,12.6272,12.628335613473023
598,374,462,215,411,28.1986,16.3666,16.434093471995755
203,969,588,763,18,44.4696,25.1784,25.262583709825044
388,818,622,336,0,50.2106,28.1422,28.279928413427648
443,114,218,227,454,21.8238,12.5888,12.547483449633715
276,332,834,90,314,23.9042,14.1776,14.196427669497258
644,291,105,529,802,18.7494,11.0366,11.033214933664325
56,26,390,799,573,27.0384,14.9362,14.838594239900626
826,438,509,354,726,20.389,12.194,12.198704553903255
796,254,579,755,67,26.0884,15.0512,15.104146982374257
435,663,236,98,987,24.232,14.1456,14.192277001818871
778,410,522,381,978,18.8188,11.4534,11.48752662052421
880,573,378,142,683,16.2848,9.9126,9.879972837458455
297,175,709,863,896,21.1278,12.6464,12.747427979428192
265,30,51,962,998,29.5196,17.2906,17.281611490148396
829,176,269,969,168,17.6624,11.1346,11.144670511634908
123,621,151,12,49,53.3468,30.8892,31.2095493809367
62,461,213,805,398,22.6034,13.4062,13.420984779846918
301,626,15,989,817,24.945,14.8158,14.841451518186158
363,291,144,492,575,21.314,12.2638,12.157609131322998
284,140,984,88,765,25.7268,15.1732,15.205162288084894
569,303,712,120,67,22.168,12.7276,12.747836456183439
430,462,145,720,575,17.0476,10.356,10.30972063869625
782,813,392,602,908,16.157,9.3412,9.277023929159167
822,173,679,732,280,18.1754,10.9872,10.993377713087904
790,611,901,623,506,18.6956,11.2352,11.143625786994996
357,101,945,49,283,29.618,17.7428,17.824714275767423
541,131,177,817,644,20.1362,11.9484,11.924400896342597
840,86,166,798,808,17.5402,10.5148,10.490827510674956
227,879,13,207,180,38.3564,22.1544,22.14009841500138
485,467,605,572,558,14.3304,8.6398,8.610658337857426
397,85,177,561,493,22.844,13.3868,13.282904224571721
607,969,268,548,68,21.2092,12.9874,12.896709568683928
963,666,29,594,599,18.9158,10.988,10.943932194732536
910,446,557,316,536,16.815,10.7952,10.785033610023422
539,550,657,931,815,15.3708,8.939,8.996397720465128
67,898,658,587,555,20.638,12.1058,12.132957623215763
978,307,65,742,229,22.4494,12.92,12.958284578786607
737,140,105,102,716,22.4678,13.3956,13.434978609552047
503,464,61,501,910,18.9448,11.3078,11.476367740328085
652,744,54,695,617,27.6012,15.8402,15.897721372816708
29,382,249,899,469,20.9306,12.2122,12.405426636333221
236,380,842,985,747,20.6184,11.7852,11.842579720870132
586,639,507,896,248,18.3604,11.1008,11.122408389543015
36,637,611,86,627,34.9674,19.6838,19.727919466314532
48,694,419,416,602,21.1326,12.855,12.86346222816431
70,82,193,34,622,21.9224,12.571,12.565655534657337
770,185,86,66,30,26.47,15.3102,15.458852849427252
363,639,481,560,548,19.1704,11.842,11.787911414514689
486,26,720,794,77,26.3042,14.2902,14.357140396973913
341,86,801,329,8,38.7114,21.5378,21.667536846239656
474,976,459,604,152,15.398,9.2438,9.42777049088426
999,395,489,852,141,22.568,13.129,12.949318419698425
108,914,357,687,236,27.7638,17.1824,17.325712274583292
462,798,132,196,991,20.015,12.3938,12.46025876461206
226,111,113,53,122,32.7784,18.705,18.679527189194243
76,960,660,999,84,35.9366,20.8868,20.85817139538227
381,106,758,24,478,32.8534,19.4884,19.56248409607348
641,534,205,378,895,16.46,9.8154,9.853443639311006
649,83,241,5,262,38.5998,21.844,21.89379694999672
781,530,699,202,15,32.942,19.6,19.83485014509811
449,259,966,625,22,25.2236,13.714,13.669186011086488
983,105,531,819,427,18.0734,10.5972,10.610938330589464
59,920,257,486,872,22.1354,12.8132,12.783153220437866
322,619,895,225,654,19.0868,11.4604,11.483495289836108
60,697,281,135,307,24.53,13.9514,14.103384031263731
39,819,191,998,361,33.4596,19.4144,19.431297170196437
805,923,412,953,7,46.9916,26.6862,27.007562276871848
