n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,18.4,14.32,14.463820551033827
162,3289,4500,2370,6557,6268,482,1818,4262,19.61,17.37,16.82906052425701
4396,2951,2266,6387,1414,6773,869,2144,1756,14.41,14.22,13.977512388010993
210,6790,5248,6608,2132,6557,2226,1584,1350,30.45,23.47,23.995131785594122
2538,2372,5136,7105,5995,7001,6951,3050,710,13.2,12.31,11.691954569496149
6920,4963,2764,5502,3177,4144,2038,1456,2026,13.08,11.87,11.998911487125874
3879,2293,731,6700,7090,4486,6885,2459,59,21.0,13.95,14.92068819377598
2391,4688,5774,2553,6947,6268,4164,1598,3391,18.02,14.56,14.639823962305076
3471,4906,2360,3531,3697,1321,1910,2499,2127,14.37,12.07,12.566238043321809
6656,6532,354,664,379,3790,5131,2297,4250,11.62,11.44,11.525253649136838
4379,5308,3860,5741,2808,1188,5519,1602,544,13.17,12.91,12.424750254355313
3381,1660,5202,5182,3613,2263,1504,2914,3571,13.09,12.14,12.023238832392343
6118,4823,2626,5197,4575,1627,2650,827,6876,10.48,10.19,9.904631739115116
504,5801,1874,2273,6268,4769,5041,7062,1944,18.13,13.98,13.984313698296692
1000,2712,1454,2383,3760,210,350,2925,5712,26.46,18.72,18.449331801154166
676,2340,6020,5531,2679,148,2644,2367,2635,11.92,11.69,11.870834848426318
1252,6350,5340,3362,7056,5083,5570,6700,636,11.96,11.2,11.2793881760001
2403,5060,1568,3638,2392,1117,2048,3126,4905,22.55,18.17,18.6619141330552
1301,2714,4694,76,2976,366,3725,1389,2991,11.79,11.38,11.065539722005813
6420,6589,2971,2378,4681,795,3598,1697,3473,19.46,15.2,15.21159978218165
1703,930,486,509,452,6038,1381,4878,5544,14.43,11.78,11.63555585095801
1225,4968,334,4474,4019,4773,2040,2633,291,15.78,14.54,14.440688233444222
1001,6839,4335,2399,6338,3353,5338,1640,3913,17.15,14.62,14.596072303519794
1652,1981,3594,3363,4029,302,1794,3450,3633,9.93,9.81,9.75777057923094
2036,5303,3504,6807,1767,4084,1537,259,301,12.6,11.66,11.626625341757412
2083,2075,1985,4306,1704,6326,1896,3417,2143,13.58,11.67,11.244764583246932
1160,2662,420,2576,4631,957,4667,3301,5349,24.86,16.67,17.349994051462673
5357,6478,5876,6100,331,4049,3174,761,3523,23.94,21.07,20.336609517870965
1727,4688,1355,2757,2426,5381,3860,6549,5263,9.9,9.63,9.681942725811489
2580,6675,3440,4325,1763,5363,6565,5619,6562,11.38,10.51,10.470937064817672
2197,2773,3212,4066,609,7033,2294,5143,5475,9.82,9.65,9.624417531540129
