n0,monte_carlo,monte_carlo_max_hop,two_hop
17611,24.49,7.15,7.008369042463937
74606,1.0,1.0,1.021681216496737
8271,1.0,1.0,1
33432,1.0,1.0,1
15455,1.0,1.0,1
64937,1.36,1.2,1.2857142857142856
58915,1.03,1.04,1.0130362235838115
61898,2.54,1.81,1.84220450375234
49756,1.78,1.21,1.1274285499416727
27519,1.57,1.67,1.670614435815441
12302,3.08,1.22,1.1437262967397972
63944,1.0,1.17,1.3840347323367725
3715,26.57,6.34,6.043120303370997
51093,1.0,1.0,1.004523468931903
56723,5.09,1.3,1.3366253783162838
276,47.61,6.49,6.055628032926093
58377,3.77,2.16,2.13430439341514
34908,1.4,1.17,1.1957632895694004
29984,1.0,1.0,1
13399,7.3,3.0,3.3514511745463773
41606,3.89,1.34,1.3350694444444444
4009,6.95,2.04,1.9569339895396365
2925,21.52,3.17,3.3294713091319452
3335,7.54,5.48,4.983575133303241
70964,1.47,1.34,1.3918176861071732
1206,12.13,10.18,7.6029645459171755
49965,1.77,1.65,1.6
28390,2.76,1.73,1.69877769289534
55327,1.04,1.02,1.0139422516405998
3806,21.82,10.84,10.004760065603937
69157,1.0,1.0,1
29057,1.18,1.18,1.1299858038991237
57394,1.65,1.0,1.011430628608656
64987,2.07,2.03,2.0402569201094884
72464,1.73,1.72,1.6862745098039214
30550,1.0,1.0,1
45311,1.0,1.0,1
30260,1.0,1.0,1
28676,1.0,1.0,1
60241,3.14,1.0,1.1006983988395231
37982,1.0,1.0,1
2816,3.68,3.28,2.959632396400218
54549,2.44,2.58,2.7397299666161077
72935,1.23,1.23,1.2
13107,1.78,1.26,1.5705092997272792
24367,2.22,1.93,1.8011248026535
38848,1.0,1.0,1
15845,1.2,1.01,1.0166162917231616
43607,2.77,1.79,1.9021059720871847
65640,1.25,1.25,1.25390625
55326,2.03,1.98,2.072291964572932
66547,1.31,1.02,1.0612505228643474
24883,1.0,1.0,1
39763,1.0,1.0,1
37245,1.42,1.69,1.5972641205934668
65452,1.17,1.19,1.1770833333333333
66228,1.4,1.17,1.1563569780421727
51557,1.78,1.11,1.1027530098126939
4525,4.26,1.27,1.2979353584752535
62944,1.0,1.02,1.0103732956856633
31816,1.45,1.37,1.1998537701418401
52990,1.0,1.08,1.0466176765329074
54304,1.06,1.17,1.051756499024702
22676,2.15,1.36,1.4748755216319598
48119,1.0,1.0,1
71932,1.57,1.49,1.5
49113,1.0,1.0,1.0100847088347011
11333,1.12,1.03,1.0634125855311058
57535,1.18,1.15,1.1488954366983766
66640,1.0,1.0,1
14146,1.0,1.0,1
21456,24.88,2.47,2.591226980263774
68280,1.24,1.19,1.1861193849983578
51544,3.28,2.36,2.256384731963541
48565,1.29,1.0,1.0322039623269355
64185,2.92,1.62,1.561468423060895
3876,9.4,4.97,5.371309840584844
61514,1.36,1.32,1.3333333333333333
5699,1.07,1.05,1.0686303443806977
40439,1.95,1.87,1.7472330658317308
75782,1.51,1.42,1.5
51589,1.06,1.0,1.0091309609751205
22328,3.51,3.45,3.5049995345160387
22097,1.0,1.0,1
65829,1.76,1.31,1.3247959642696485
29745,1.07,1.09,1.0772213548287828
1612,19.61,6.24,6.357175780282738
26151,1.0,1.0,1
70728,2.7,1.24,1.2065321073566395
71871,2.27,2.0,2.1666666666666665
30431,1.0,1.0,1
53012,1.0,1.02,1.0053000553247757
67341,9.5,1.42,1.3997259272074252
45065,1.43,1.53,1.5
75732,1.47,1.54,1.5012254901960784
46304,1.54,1.53,1.5
60179,1.02,1.09,1.0607031834714147
35294,6.39,5.77,4.397493055595946
71826,1.02,1.04,1.0278157817452682
748,78.47,20.18,19.452514217175832
