n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,181,325,712,923,223
5,1000.0000,181,456,779,214,92
5,1000.0000,583,456,431,208,935
5,1000.0000,582,325,779,214,92
5,1000.0000,512,325,779,214,92
5,1000.0000,512,2,582,214,166
5,1000.0000,512,325,779,214,863
5,1000.0000,583,456,553,274,92
5,1000.0000,512,325,767,214,92
5,1000.0000,325,128,779,214,92
5,1000.0000,363,104,712,214,92
5,1000.0000,512,325,779,456,863
5,1000.0000,181,456,712,923,223
5,1000.0000,181,325,779,214,92
5,1000.0000,583,456,431,208,863
5,1000.0000,363,104,712,456,863
