n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
163289,66963,194455,93987,208455,180996,247057,220597,193959,170926,241781,138946,7603,220292,122060,203412,247295,65287,170124,13593,236165,78.73,54.86,56.880822708402114
41117,29676,97463,122963,227657,64637,99813,142543,26731,150455,65360,3437,191675,56814,106994,73264,47730,240214,227399,200730,102088,78.78,54.52,55.653538689556925
41839,199734,208967,18856,36377,161985,161861,116611,33213,34666,465,254892,228433,1392,54907,202792,56487,251691,257535,43478,228696,75.03,52.64,53.77009458152563
43642,75839,82221,252045,52137,141354,229669,177689,164031,53681,47623,246671,253901,181047,51610,253379,252994,234289,100459,78325,5654,82.72,55.92,56.98780743422846
94683,108765,43504,245312,38194,69156,17075,86993,78999,214276,158101,153653,886,156232,177716,185513,88577,17307,81253,93153,214569,86.3,60.24,60.047458227616396
80232,126024,182562,82783,48437,126148,123873,184724,46168,14942,67156,255616,246156,5994,248832,196554,93754,221480,105983,4736,143934,83.95,60.95,62.120151615853516
206500,109793,95993,98661,151655,220524,2379,118704,12249,185534,47426,163502,250394,250188,51516,31200,198111,64510,243703,214825,246951,87.41,59.13,61.976803606155556
121164,90277,134347,93006,234018,137547,65770,203319,121333,28325,154602,196188,204731,208988,96284,225363,77558,9602,113502,247935,256466,94.78,63.14,64.91643031522239
23902,54652,89323,134448,160124,95060,240671,38848,89118,72266,242272,184184,142906,24136,81906,179821,83047,80260,46524,209393,20498,88.96,60.32,62.583459139644695
164313,39024,189041,180662,81082,261285,126823,42343,188777,12727,21222,258657,157456,139861,242117,106401,8343,62216,194132,155703,90133,69.9,50.73,51.430116569343326
216608,65590,119449,170646,110561,38175,14603,256652,240142,167332,8577,210151,129384,87604,219789,54279,34228,257242,191801,147861,248983,73.69,54.8,54.562354142160544
34806,165255,235011,206571,108481,27952,44255,113916,97779,39123,15406,221441,110269,77283,37015,118791,241697,261960,162634,223412,44378,90.43,59.23,61.28731626145032
255854,136890,118892,251692,127967,180575,191235,83283,125578,71836,76289,123228,105850,236417,38405,29507,98828,215496,259099,139395,251609,89.05,61.57,62.74106092953965
47027,164355,245666,130894,227488,88730,47217,23366,128938,71384,135051,205001,143681,227380,131812,94719,16543,206051,208444,203134,93244,70.89,52.67,53.695791887884965
182084,154005,174068,8996,199134,80137,95271,146620,184672,175192,73623,218951,127319,69431,201784,257151,181110,187691,77031,250841,247869,78.11,56.68,58.04645710146876
89148,170312,46831,152216,223300,3035,124335,143390,202825,65717,85434,176067,71744,121356,75714,214087,131163,169721,176590,209092,93472,109.04,65.25,66.94742250518232
91195,71794,168837,90592,193417,245763,217104,107077,91762,241784,220955,45212,228042,227271,180443,117908,255884,95492,250745,87645,135827,83.71,60.32,62.01078963729111
37187,138763,256954,43561,52075,219314,94903,245728,223832,125105,74149,181253,20666,188661,175861,191457,109217,45043,161685,204569,245425,85.88,57.36,56.84559047755135
152265,135385,174471,245479,110308,79342,163508,145020,203084,227312,166950,70963,188852,261099,7240,51275,41949,153733,115623,163596,170424,85.02,59.92,60.32137097798429
47380,57419,198966,179819,47325,165377,188340,10973,258596,123623,256838,59308,43449,14193,233782,35003,29053,83191,253750,47591,126526,65.53,49.23,50.114682305459326
50688,143738,9347,108918,121983,92038,99693,173676,160378,18868,154708,53573,62350,188223,236763,98044,173,91886,106266,249589,73014,74.95,53.82,54.61983322358306
224357,107490,227121,30166,180579,217938,143456,98010,252803,9453,144161,160842,79005,24856,77406,142926,134387,88964,249325,152278,76858,77.16,52.35,53.0000543222671
251212,92174,214570,33858,109865,107280,213120,147828,168374,141134,96847,122545,37253,41097,156221,100334,147812,125050,250927,52207,253754,87.63,60.78,62.92241448559222
34860,159543,23810,92042,215281,234217,173449,248,100100,28290,85469,148324,240248,161262,141406,36883,85312,165008,229769,233644,147926,84.29,59.3,60.53686840549446
98526,112512,113163,256030,59332,129344,76413,125717,254923,185676,99557,100634,251956,224123,239533,41688,156188,155700,68111,194255,257158,92.69,64.33,66.03876007712753
78853,130103,65816,108918,5156,83663,247772,258022,80606,128910,243674,75077,37562,125025,6232,31951,173030,162971,251876,116252,64356,79.0,54.74,55.34926174522233
76835,10479,204919,35766,216742,102862,3461,125906,139608,146883,71771,63824,245170,124329,204972,9637,64398,128481,70172,221226,40570,86.43,58.57,60.226539573477
189125,259214,74902,76857,129044,159393,260173,124421,135848,169050,226356,158296,230859,194897,234619,30979,4239,199333,33038,78824,74015,76.09,55.71,55.63638763641994
139853,185605,88112,160844,77810,191699,138901,6977,121723,91688,94644,178719,195301,213028,154875,34728,9549,743,66171,145025,119436,84.98,57.34,58.78788101090452
179760,240274,28206,232768,180203,143023,50116,3816,112635,204048,211689,112127,155947,150901,180621,185645,249893,165736,170095,126321,225101,97.79,58.85,60.27855045246584
239000,220515,101049,124707,102725,178868,223320,188641,51502,235640,77712,121919,217585,198756,17315,79600,219225,845,182090,204209,113461,77.72,57.34,57.221728088688835
152597,75067,169972,204663,123849,238728,81513,37403,43371,125412,182251,143942,232964,130464,255045,86700,141018,40246,111558,153577,141926,80.31,56.23,56.315787648313936
212814,12728,17935,192055,60298,70046,214851,22333,207552,16493,173959,246983,6698,87307,189424,112547,256556,18010,261707,106236,183827,97.23,64.16,66.00643359537989
127583,12816,32342,220741,32075,57470,161102,169276,216098,249625,29138,186762,234578,35291,260585,76675,185014,240647,114811,39250,47994,98.93,62.48,65.25487898582351
160068,48571,108510,210254,42252,17623,163159,55873,11419,145623,28367,173070,99404,195435,18875,73366,15089,149711,150799,31025,194599,79.76,54.39,55.00430174388971
104472,230282,163504,35214,2613,113159,23969,82462,179693,157343,128304,128340,92642,246032,172007,98093,239807,14614,36236,182792,77260,88.27,59.88,60.68390189540061
39612,149067,165503,177719,132603,76083,238661,246932,145461,144148,162759,57826,69008,16563,144618,61769,66634,218263,196759,74302,135527,95.2,62.37,64.22426324808364
255617,35069,211819,61451,226362,97311,118839,193135,101948,47007,34388,186986,4899,171707,89549,22346,150267,175099,9423,23901,226331,93.91,62.38,63.51144230389897
32713,132767,155706,118882,62543,102197,229881,121277,125951,252523,84747,28199,208788,139120,7723,142108,190056,100825,14066,222361,39531,81.55,58.73,60.42962736578262
247626,249571,112547,178549,208249,58481,196505,30429,21961,254986,238920,174342,128829,215114,55443,36638,183891,163786,98531,92877,219104,79.42,54.52,57.08066969454216
61608,75969,87363,243935,160892,184896,91402,208677,101121,99126,35763,189457,217868,93929,169840,77571,210895,165502,113611,251985,223235,78.84,60.58,62.05464463962425
94953,135657,9529,155353,260327,150276,56329,194028,47326,103680,16588,25427,9726,8694,48848,53059,51274,10342,128458,233113,245659,94.55,66.45,67.91900023477454
126089,173342,199320,91361,115,111932,123256,78786,233249,245001,162389,241621,112366,84740,122047,121083,26148,50227,40546,171274,41691,72.98,51.86,53.62062162190823
18662,98208,227820,101097,227781,230776,123118,39875,144720,66602,28897,72727,214545,42346,196704,75249,176157,61647,8690,126362,234974,81.45,56.22,57.94039888948914
8413,90255,242357,197131,96722,82854,245875,15438,180280,5699,176636,119710,123661,222507,247832,40886,30910,205874,175260,85010,76310,74.05,48.73,49.62241661232742
118981,176807,62901,191181,260465,42789,8790,52696,187382,6535,150659,60416,172089,20500,161895,105138,238989,255221,185260,95486,178395,79.58,56.26,57.38953329637258
